"Gene","Uniprot","Pearson_correlation"
"CD55","P08174",0.50246685853701
"PDGFRB","P09619",0.650046827695577
"GATA3","P23771",1
"CCND1","P24385",0.513112255570282
"AFDN","P55196",0.505948591454502
"PTPN12","Q05209",0.564214692085262
"UBR4","Q5T4S7",0.523677560476887
"RAPH1","Q70E73",0.585026077488299
"TM9SF2","Q99805",0.530408963309114
"ZNFX1","Q9P2E3",0.531124857765414
"EXOC7","Q9UPT5",0.55392440833227
