"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"A1BG_HUMAN",0.00213120544272332,0.00413247896474204,0.00367688840477528,0.0014227377503851,0.0167855153059813
"A1CF_HUMAN",0.0112170350381367,0.00483475588992938,0.000872118559802578,0.00582652932355725,0.00399000486486612
"A2MG_HUMAN",9.39115794381417e-05,0.00461063520080647,0.00021408253477488,0.012925029975804,0.0104459662521828
"A2ML1_HUMAN",0.00755436700177174,0.000226504237912577,0.00480924556491301,0.00935064519517517,0.00560841843854252
"A3LT2_HUMAN",0.00481992270284057,2.51302563507617e-05,0.00898594892056608,0.0092820608519605,0.004694711796205
"A4GAT_HUMAN",0.00333936951505867,4.3941404345322e-05,0.000681731111475642,0.00923127465192521,0.0150711066128663
"A4GCT_HUMAN",0.0028938806700338,0.00337349357726054,1.70016400472536e-06,0.01805036812944,0.00358559280535469
"AAAS_HUMAN",0.0107653199380256,0.000121784589568244,0.004779932962143,0.0101255735032622,0.00127502265744549
"AACS_HUMAN",0.0025127503471675,4.1391608003482e-05,0.00079244552625692,0.0135767666197997,0.0114675314803971
"AAAD_HUMAN",2.39958992065977e-05,0.0197058082774037,0.000486458738929474,0.000149014977214248,0.00655560543235793
"ADCL2_HUMAN",0.0138209312033836,0.00193267002061518,2.68332963930012e-05,0.0107889123409042,2.68989636973346e-05
"ADCL3_HUMAN",0.00269073210902486,0.00641501838215291,6.23699146516309e-06,0.0151107960958441,0.003444624736716
"ADCL4_HUMAN",2.20032246490217e-05,0.00182672873993832,0.0182998029638847,0.00188079366695737,0.00607494200192742
"AADAT_HUMAN",0.00453802061829409,0.00230938374355566,0.00604684953319689,4.90764445731717e-05,0.0149796654957802
"AAGAB_HUMAN",0.00242575632148614,0.00113858229334481,0.0173568191077888,0.00534889308962576,0.0015148329595061
"AAK1_HUMAN",0.000406548436091865,0.000340295066795786,0.0193400293336379,0.000960991395641333,0.00713897692355072
"AAMDC_HUMAN",0.00346712206239136,3.57610797898549e-05,0.0132894993256287,0.00792895421539837,0.00313946831507724
"AAMP_HUMAN",0.00142920191416825,0.00122016305270256,0.0144755563326321,9.01959138502855e-05,0.0109422489336571
"SNAT_HUMAN",0.000145762388304462,0.00977488900659957,0.00365678084399147,0.0139765902008167,1.33030434592916e-08
"AAR2_HUMAN",0.00719794105290214,3.53293119700538e-05,0.0161278146132409,0.00232198294482464,0.00162965353370101
"AARD_HUMAN",0.00289106910515362,8.06947045945991e-05,0.0152978473731079,5.06977104220022e-06,0.00975793682809632
"SYAC_HUMAN",0.00229998804720546,0.00269861677350074,5.06835533731684e-07,0.0122634716383458,0.0109311120082313
"SYAM_HUMAN",0.011913906324332,2.69697600596651e-05,0.00576863870155364,0.000714982035785374,0.00864824639539967
"AASD1_HUMAN",0.0133865342044734,0.000190222561939581,0.00199871433985716,0.0093496426838369,0.00187652407993407
"ACSF4_HUMAN",0.0115577567110064,0.0059714769814631,0.0039222654516647,0.00059297376604678,0.00451074416538326
