"UniprotID"	"original"
"P31946"	"YWHAB"
"P31948"	"STIP1"
"P31994"	"FCGR2B"
"P31997"	"CEACAM8"
"P32754"	"HPD"
"P32969"	"RPL9"
"P33151"	"CDH5"
"P33176"	"KIF5B"
"P33316"	"DUT"
"P34741"	"SDC2"
"P34896"	"SHMT1"
"P34897"	"SHMT2"
"P34932"	"HSPA4"
"P35030"	"PRSS3"
"P35225"	"IL13"
"P35232"	"PHB"
"P35236"	"PTPN7"
"P35241"	"RDX"
"P35251"	"RFC1"
"P35268"	"RPL22"
"P35270"	"SPR"
"P35325"	"SPRR2B"
"P35398"	"RORA"
"P35579"	"MYH9"
"P35590"	"TIE1"
"P35606"	"COPB2"
"P35611"	"ADD1"
"P35625"	"TIMP3"
"P35638"	"DDIT3"
"P35659"	"DEK"
"P35813"	"PPM1A"
"P36507"	"MAP2K2"
"P36543"	"ATP6V1E1"
"P36896"	"ACVR1B"
"P36915"	"GNL1"
"P36954"	"POLR2I"
"P36957"	"DLST"
"P37023"	"ACVRL1"
"P37058"	"HSD17B3"
"P37108"	"SRP14"
"P37198"	"NUP62"
"P37235"	"HPCAL1"
"P37275"	"ZEB1"
"P37837"	"TALDO1"
"P37840"	"SNCA"
"P38432"	"COIL"
"P38435"	"GGCX"
"P38571"	"LIPA"
"P38606"	"ATP6V1A"
"P38919"	"EIF4A3"
"P39687"	"ANP32A"
"P39748"	"FEN1"
"P40227"	"CCT6A"
"P40305"	"IFI27"
"P40337"	"VHL"
"P40424"	"PBX1"
"P40429"	"RPL13A"
"P40926"	"MDH2"
"P40939"	"HADHA"
"P40967"	"PMEL"
"P41208"	"CETN2"
"P41222"	"PTGDS"
"P41226"	"UBA7"
"P41236"	"PPP1R2"
"P41250"	"GARS1"
"P41271"	"NBL1"
"P41732"	"TSPAN7"
"P41743"	"PRKCI"
"P42330"	"AKR1C3"
"P42356"	"PI4KA"
"P42566"	"EPS15"
"P42568"	"MLLT3"
"P42658"	"DPP6"
"P42677"	"RPS27"
"P42679"	"MATK"
"P42765"	"ACAA2"
"P42785"	"PRCP"
"P43034"	"PAFAH1B1"
"P43115"	"PTGER3"
"P43307"	"SSR1"
"P43487"	"RANBP1"
"P43490"	"NAMPT"
"P43631"	"KIR2DS2"
"P43897"	"TSFM"
"P45381"	"ASPA"
"P45973"	"CBX5"
"P45985"	"MAP2K4"
"P46060"	"RANGAP1"
"P46109"	"CRKL"
"P46527"	"CDKN1B"
"P46531"	"NOTCH1"
"P46734"	"MAP2K3"
"P46777"	"RPL5"
"P46783"	"RPS10"
"P46939"	"UTRN"
"P46976"	"GYG1"
"P47897"	"QARS1"
"P47985"	"UQCRFS1"
"P48029"	"SLC6A8"
"P48047"	"ATP5PO"
"P48050"	"KCNJ4"
"P48201"	"ATP5MC3"
"P48444"	"ARCN1"
"P48454"	"PPP3CC"
"P48553"	"TRAPPC10"
"P48735"	"IDH2"
"P49005"	"POLD2"
"P49006"	"MARCKSL1"
"P49137"	"MAPKAPK2"
"P49207"	"RPL34"
"P49257"	"LMAN1"
"P49281"	"SLC11A2"
"P49335"	"POU3F4"
"P49354"	"FNTA"
"P49368"	"CCT3"
"P49407"	"ARRB1"
"P49458"	"SRP9"
"P49588"	"AARS1"
