"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"A1BG_HUMAN",0.0100559132176329,0.00422967759655144,0.00327021361156073,0.00476058079786761,7.36382506902276e-09
"A1CF_HUMAN",0.00274203162181706,0.00208168694229641,0.00262092787928534,0.0029742112433445,0.00481133694416974
"A2MG_HUMAN",0.010675813819131,0.00139265573636812,0.00141951958633035,0.0017356296769432,0.00772286434488762
"A2ML1_HUMAN",0.00538262855147219,0.000249863754551073,0.0036307586807808,0.0358684772907497,0.00278734359891165
"A3LT2_HUMAN",0.000460601123581914,0.00515632982837145,0.0018877873359713,4.78923296541977e-05,0.00228446735295517
"A4GAT_HUMAN",0.0063557366668598,3.62216088115147e-06,0.00645192942565117,8.70917700431268e-05,6.86134292839571e-06
"A4GCT_HUMAN",0.000551431800393921,0.00166893370196012,0.00482038845029051,0.000104895026472187,0.000102742122142952
"AAAS_HUMAN",0.00306057920634824,0.00276270306033014,0.0149543896614673,0.00431786716759351,0.000828453583485424
"AACS_HUMAN",0.00315201210811033,0.00296759996080595,0.00546189529920028,0.0269581937687789,0.0155254698339384
"AAAD_HUMAN",0.00967898314888791,3.53205489224277e-05,0.000256808693834937,0.00831253555495901,0.000453529983123911
"ADCL2_HUMAN",0.00451932215024999,0.0111782961659985,0.00335786516873142,0.000653453355882771,0.0142595334686212
"ADCL3_HUMAN",0.00247355334085157,0.00199862392387773,0.000450269113167374,0.0382230220785581,0.00546898739592897
"ADCL4_HUMAN",0.000577599613614904,0.000760800072666789,0.0111110910354004,8.47695153458373e-05,5.22990631604597e-05
"AADAT_HUMAN",0.0017519662723962,0.0051719907266492,0.0125869280800685,0.0113317618258982,0.00336177630847039
"AAGAB_HUMAN",0.0134901170007649,0.00164983130896833,2.98533357349075e-05,9.62129910001885e-05,0.0222128182986462
"AAK1_HUMAN",0.00499532964744579,0.00399553639714867,0.0340587342540103,0.00147741393827718,0.00415773341413327
"AAMDC_HUMAN",0.00052271297047834,0.00359678391918215,0.000127279033782342,0.0134497660732366,0.000828932909505639
"AAMP_HUMAN",0.0279205928432782,0.00184005966116177,4.27969826930978e-06,5.47036403397817e-05,0.000895674950639231
"SNAT_HUMAN",0.00028490991348581,0.00572678966314896,0.0246920463030377,0.000278869918896501,0.00126861899635668
"AAR2_HUMAN",0.00185819377499131,0.0034032856444543,7.60185380985047e-06,0.00695830281850057,0.00862747446136821
"AARD_HUMAN",0.000209597625660388,0.00451229469886603,0.00367571859258155,0.000305674438261152,0.0418405261028442
"SYAC_HUMAN",0.010602865945335,0.0043665656239934,0.00125469981743015,0.00605351710635978,0.00772436853308342
"SYAM_HUMAN",0.00522239730510869,0.000473619749861149,0.00253938940134844,0.000337469485476404,0.00889960084481033
"AASD1_HUMAN",0.000762347474581131,2.93540171240166e-05,8.50917436029062e-05,0.0067992365523814,0.0030984725582117
"ACSF4_HUMAN",0.014186825946544,0.00408705866495234,0.000610679819753595,3.82021611795897e-05,0.000320572393072132
"ADPPT_HUMAN",0.00067298829451181,0.0114652529425636,0.00649467188748928,7.49611321079556e-05,0.000371305568877122
"AASS_HUMAN",0.00261462002998981,0.00537217154345382,0.000120863545892308,0.000504555683885999,0.000972060047735692
"AATF_HUMAN",7.1991353189028e-05,0.00854519264877664,0.00415946525929869,0.00164359046386771,0.0286927205245956
"LMTK1_HUMAN",0.00772142370073905,0.0281370471634812,0.000158984105452538,0.000559976810790784,0.00115404267857974
"GABT_HUMAN",0.00641938237019996,0.00269873528279795,0.00068255645278221,0.0152134321051068,0.000942847181644291
"ABCA1_HUMAN",0.00272051815524861,0.0194334123261454,0.00052095255849657,9.72847333040094e-05,0.00273000906612123
"ABCAA_HUMAN",7.47143286298454e-07,0.0208078230388904,0.00206319259511251,0.0116739026112893,0.0140846453824066
"ABCAC_HUMAN",0.000830098175207523,0.0347284836900245,0.000334433111887498,2.06842292197425e-06,0.00166434423306273
"ABCAD_HUMAN",0.00267548602818648,2.59774547499702e-05,0.00272578327090292,0.00191148349326118,0.0322136330959803
"ABCA2_HUMAN",0.00646014532441685,0.000899739674246626,0.0191628041248472,0.00623539854818655,0.00556618020846485
"ABCA3_HUMAN",0.000807366388672324,0.00946682561956104,0.0184713473655612,0.00438264514526434,8.24913068662963e-06
"ABCA4_HUMAN",0.00169665353716275,0.00341058049615294,0.000118915814551995,0.0108329427728123,0.00697667759469393
"ABCA5_HUMAN",8.00069766947888e-05,0.00237234979866457,0.00090456083220381,0.00792354340116406,0.0017850307021716
"ABCA6_HUMAN",9.35505548691383e-05,0.000134653238073385,0.0108771832612474,0.00200769497095649,0.00251304104612913
"ABCA7_HUMAN",0.00750324709107176,0.000360408816800401,0.00157843411022692,0.00610712548042966,0.000446675650243234
"ABCA8_HUMAN",4.68888184061122e-07,0.00411439586657807,0.000943299558216386,0.000925512408141645,0.0354442192195404
"ABCA9_HUMAN",0.0106075099589326,0.000343905065467661,0.00855216290823204,0.00231656668964123,0.000110895145882354
"MDR1_HUMAN",0.00479811988868941,0.00215226406197672,0.00205383583369586,0.0176480605678823,3.24747440129506e-07
"ABCBA_HUMAN",0.000444405984577625,0.000161245606165164,4.56073297205082e-05,0.000135666256853532,0.0117613062943169
"ABCBB_HUMAN",0.00169888728759265,0.00772686794855526,0.00312724243243726,0.00768242477747427,8.85660919974106e-06
