"","Dim.1","Dim.2","Dim.3"
"PPA5_HUMAN",0.0106799087328793,0.000920408657134555,0.00389722994487753
"PPA6_HUMAN",0.0142621911822171,2.13488073002181e-05,0.000558102716356727
"ACP7_HUMAN",0.0122987400106776,0.000245746106392203,0.00266036539015613
"ACRO_HUMAN",0.00118022352413268,0.000180090915848829,0.0159197536281892
"ACRBP_HUMAN",0.00176326999113994,0.00199382746706049,0.0133891424368053
"ASPX_HUMAN",0.00446300607958418,0.0104119080933484,0.00165137530048657
"ACBG2_HUMAN",0.00567591333118188,0.00524283629439644,0.00545265547722816
"ACSF2_HUMAN",0.00306140014101498,0.00526419624820517,0.00853328647780693
"ACSF3_HUMAN",0.000101313379783582,0.00353242266806618,0.0138013118714818
"ACSL1_HUMAN",0.00232242822221109,0.0137553560297992,0.00080167625894485
"ACSL3_HUMAN",0.00652441334256297,0.000160806196282189,0.00959808399549412
"ACSL4_HUMAN",0.0126332262246039,0.0024122110731282,6.70861109640621e-05
"ACSL5_HUMAN",2.47526566105213e-05,0.0108750305618944,0.00644812541012346
"ACSL6_HUMAN",0.0140823807437795,0.000191406649869262,0.00059905238970254
"ACSM1_HUMAN",0.0046704524184248,0.00856491910878686,0.00327772830455192
"ACS2A_HUMAN",6.63281213875711e-05,0.000736078925991251,0.0166777934696232
"ACSM3_HUMAN",0.00571023223301829,0.0016939278922877,0.00900986304899498
"ACSM4_HUMAN",0.00198269053644061,0.000657667185765563,0.0144834025536869
"ACSM5_HUMAN",0.00577457279948313,0.000631316830773921,0.0100108076842555
"ACSM6_HUMAN",0.00960118173236681,0.00449240227171092,0.00155587484605269
"ACS2L_HUMAN",0.00774788796881209,0.00381263136383726,0.00444408615165145
"ACSA_HUMAN",0.00367912039056386,0.0121320169050445,0.000837636962348597
"ACSS3_HUMAN",0.000523130116605225,0.00259384606102354,0.0142523405901971
"ACTS_HUMAN",0.000116213637907871,0.000599440572563709,0.0167571268608255
"ACTA_HUMAN",0.00802024419734201,0.00612554312738752,0.00177605839499439
"ACTC_HUMAN",0.00459288865836489,0.000564062014789281,0.0114811347890423
"ACTH_HUMAN",0.000937268236983591,0.0104025114848166,0.00584441364005124
"ACL10_HUMAN",0.00355119503898784,0.00136724835904554,0.0119028897669243
"ACL6A_HUMAN",0.000495304803245426,0.0129884194329345,0.00374720448829835
"ACL6B_HUMAN",0.00204475585478769,0.00267025990237783,0.012369365646271
"ACL7A_HUMAN",0.00031056964894921,0.0164137298381908,0.000493780599832064
"ACL7B_HUMAN",0.0133028625872369,0.000262634337776501,0.00145178865535388
"ACTL8_HUMAN",0.00171810151064053,0.0040772871842284,0.0113304993646205
"ACTL9_HUMAN",0.00998490059204898,0.00557759175855323,3.88938009851442e-07
"ACTN1_HUMAN",0.00310507270979742,0.00687421281144497,0.00684921063488383
"ACTN2_HUMAN",0.0114063032033959,0.00279972614398272,0.00113004044185652
"ACTN3_HUMAN",0.00245812580212562,0.0130325963855917,0.00137340551260068
"ACTN4_HUMAN",0.0033467844771554,0.0128203044751695,0.000534179817098244
"ARP10_HUMAN",0.00316313869555189,8.8995561081988e-06,0.0137404548141835
"ACTZ_HUMAN",0.0136209343172587,4.87710335181039e-05,0.00129119371822707
"ACTY_HUMAN",0.00106113581976413,0.0158053690290027,0.000219950193429902
"ARP2_HUMAN",0.00811890972970961,0.00723128315627104,0.000537971964260993
"ARP3_HUMAN",0.00748662742172011,0.00708771058461311,0.00143377081654798
"ARP3B_HUMAN",0.00621869019096155,0.00363926902951469,0.00643433343476895
"ARP5_HUMAN",0.00510566613854161,6.12990456694348e-06,0.0114383305048585
"ARP6_HUMAN",0.00300729878927949,0.0137262661097026,1.85255583614273e-05
"ARP8_HUMAN",0.00398776273756776,0.00442879514527307,0.0082810388233695
"ACTT1_HUMAN",0.000404864587606696,0.00319250020595216,0.0137857468571716
"ACTT2_HUMAN",0.0107561107375395,1.3942804150788e-05,0.00472579820305111
"ACTT3_HUMAN",4.61430392639232e-06,0.0172561521703917,2.75742369484793e-06
"ACVR1_HUMAN",0.0112798014266942,0.00260879746840407,0.0014737087912583
"ACV1B_HUMAN",0.000845669876087864,0.00326576028022718,0.0131884313699384
"ACV1C_HUMAN",0.00077558474191897,0.00821092223606359,0.00825812283662563
"AVR2A_HUMAN",0.000237612284739056,0.00192997908689697,0.0152641625404839
"AVR2B_HUMAN",0.000204376234536827,0.0144610361761705,0.00259945186222714
"ACVL1_HUMAN",0.00177839345344361,0.0066610838855676,0.00863947271008087
"ACY1_HUMAN",0.00337892416735434,0.00402170443371067,0.00941617828179602
"ACY3_HUMAN",0.0111414291081643,0.00144694390180041,0.00281579847486719
"ACYP1_HUMAN",0.00285715303573601,0.0116315979175967,0.00232028467385533
"ACYP2_HUMAN",1.52053651357844e-05,0.0127682942174466,0.00454003875551925
"ADA_HUMAN",7.40392007676527e-06,0.0153018446770752,0.00198074951974325
"ADA2_HUMAN",0.0018701903406425,0.00744815130293806,0.00773261076853008
"ADAD1_HUMAN",0.000429263916843891,0.00992530137994776,0.00693099480054641
"ADAD2_HUMAN",1.14572160042001e-05,0.000613866734016817,0.0168668015818579
"ADAL_HUMAN",0.0140131288816212,0.000306371908264825,0.000564670861310599
"ADA10_HUMAN",0.000599686299192705,0.0113289291434025,0.00530576187976986
"ADA11_HUMAN",0.0129808341374609,0.000646205722208066,0.00144502625044018
"ADA12_HUMAN",0.00551530815324969,0.00153910050059265,0.00939811886037106
"ADA15_HUMAN",0.00600011103642419,0.00793965830784066,0.00233390135014516
"ADA17_HUMAN",0.00532399654429561,0.000161103682855528,0.0110221531921046
"ADA18_HUMAN",0.00547022918188435,0.000901963048138718,0.0100975460938922
"ADA19_HUMAN",0.00578131113883624,0.0104478584524335,5.06756592744181e-05
"ADAM2_HUMAN",0.0133028625872369,0.000262634337776501,0.00145178865535388
"ADA21_HUMAN",0.00343395667307922,0.00888516963723896,0.00442023494176941
"ADA22_HUMAN",4.57611323058751e-05,0.0024630353433866,0.0149513868101776
"ADA23_HUMAN",0.0128157568410401,2.91253156239878e-07,0.00229573737267998
"A0A384NKT9_HUMAN",0.0120540685078616,0.00138684004514161,0.00179382791351423
"ADA29_HUMAN",0.00639258797219713,3.23829960223473e-07,0.00991720226581245
"ADA30_HUMAN",0.00373019213515093,0.000347940433906924,0.012723885867301
"ADA32_HUMAN",0.0128860469296188,0.000414287817116989,0.00179261865885445
"ADA33_HUMAN",0.00718049883277686,0.00882476489087945,3.5963766731768e-05
"ADAM7_HUMAN",0.0139423650447917,0.000895250921844769,5.16235070832676e-05
"ADAM8_HUMAN",0.00162502377990995,0.000707280154123321,0.0148574986150272
"ADAM9_HUMAN",0.00593785791784356,0.0102283618369474,8.74514616416304e-05
"ADEC1_HUMAN",0.0132823851323504,0.00097003931590916,0.000758910162126571
"ATS1_HUMAN",0.0102921195091317,0.00312550042483939,0.00212181600865262
"ATS10_HUMAN",1.43724523994293e-05,0.0104583082425981,0.00688292064606517
"ATS12_HUMAN",3.33556977587775e-05,0.0110631802975034,0.00624716872563353
"ATS13_HUMAN",0.00719948894374636,0.00621269299214709,0.00266158298771367
"ATS14_HUMAN",0.000307209388702996,0.00308230112743718,0.01401334220228
"ATS15_HUMAN",0.0133028625872369,0.000262634337776501,0.00145178865535388
"ATS16_HUMAN",0.00373396391838885,0.0123415053629052,0.000560179530859439
"ATS18_HUMAN",0.00168215741323684,0.00967132096329355,0.00570184569556663
"ATS19_HUMAN",0.00503875909761871,0.000652548698219645,0.0108623722458057
"ATS2_HUMAN",4.87382152155344e-06,0.00822420489130076,0.00915915417885266
"ATS20_HUMAN",0.000828629366885539,0.0162944468843192,4.30445222518465e-10
"ATS3_HUMAN",0.0142909593285427,0.000167015402598268,0.000376288809306523
"ATS4_HUMAN",0.00674944972824057,0.00419366514053026,0.00524249959457347
"ATS5_HUMAN",0.00101784658985829,0.0158721400022166,0.00020362234065251
"ATS6_HUMAN",0.000367722211413982,0.0120786671872326,0.00482090790376769
"ATS7_HUMAN",0.0038894922255692,0.00518954669982061,0.00762638328702379
"ATS8_HUMAN",0.00926984205743358,0.000498482531281182,0.00599811778575206
"ATS9_HUMAN",0.00080194761966114,0.015731601726041,0.000602279702350675
"ATL1_HUMAN",0.00794451493883675,0.00116765450154661,0.0068922874309078
"ATL2_HUMAN",0.00330205345663345,0.0133973787048995,2.21071466722453e-06
"ATL3_HUMAN",0.0108384378158411,0.00338038511616107,0.00121516924192816
"ATL4_HUMAN",1.86170385730595e-05,0.00804784640840836,0.00932164148420992
"ATL5_HUMAN",0.00272413054699104,0.000959835030187109,0.0132972952187831
"ADAP1_HUMAN",0.0015760949072646,0.0153774117883274,4.27870937701081e-05
"ADAP2_HUMAN",0.0108692298380497,0.0038532375665187,0.000699248636083597
"DSRAD_HUMAN",0.000938574711996711,0.0161283539300333,3.79304738859808e-05
"RED1_HUMAN",0.0025060336995009,0.00959990686013517,0.00479666468116322
"RED2_HUMAN",0.0142240586393388,0.000580855730827155,3.61140627040458e-05
"ADAT1_HUMAN",0.00212370927811369,0.00901911042089302,0.00583913581982449
"ADAT2_HUMAN",0.00775504457016857,2.37687085658613e-05,0.00827679223647604
"ADAT3_HUMAN",0.0105268519912997,0.00323101245551602,0.00173632154815285
"ADCK1_HUMAN",0.0125665431059086,0.00249957088626869,5.76433618520216e-05
"ADCK2_HUMAN",0.00360614563166242,0.0028872367785265,0.0102967035259335
"ADCK5_HUMAN",0.00425091237154114,0.00285192962775959,0.00956744167273723
"ADCY1_HUMAN",0.0125987903751602,0.00162079992132929,0.000910289271143171
"ADCYA_HUMAN",0.0143181454729143,8.39402190297972e-08,0.000513267992352344
"ADCY2_HUMAN",0.00139988989893851,0.00937742392554511,0.00633473064240883
"ADCY3_HUMAN",0.00124132103127124,0.00446943132815168,0.0114986688998643
"ADCY4_HUMAN",0.000973835862004774,0.0106500042233878,0.00555011249814003
"ADCY5_HUMAN",0.00313751940157365,0.0118740480927684,0.00174181305353048
"ADCY6_HUMAN",0.00358450242437213,0.000259501093041011,0.0129864169095393
"ADCY7_HUMAN",0.011945210060414,0.00255987599486032,0.000733756395756751
"ADCY8_HUMAN",0.00251885648538257,0.0100560269035099,0.00431902924588166
"ADCY9_HUMAN",0.00113721243029108,0.00200352270492808,0.0141221703482722
"PACA_HUMAN",0.00535609477291875,0.00988228641620013,0.00112860611879183
"PACR_HUMAN",0.012272411851495,0.00219979279986832,0.000710567673037093
"ADDA_HUMAN",0.00227702963577129,0.014265657551396,0.000338194298947841
"ADDG_HUMAN",0.0101816596044101,0.000898141342578182,0.00451100907984814
"ADGB_HUMAN",0.0120582851656871,0.00103660901370639,0.00214389331976695
"AGRA1_HUMAN",0.00543505169102471,0.00763253459519563,0.00331574614372253
"AGRA2_HUMAN",0.0125889171270659,1.30303297899493e-06,0.00256387134875519
"AGRA3_HUMAN",0.00102217677801666,0.00662951994255548,0.0095687717698
"AGRB1_HUMAN",0.0118521460510043,9.86934613239574e-07,0.00343841750138088
"AGRB2_HUMAN",0.000886711864886569,0.00331496352512263,0.0130898495583388
"AGRB3_HUMAN",3.51162226634571e-06,0.00793199119085213,0.00945702053470811
"AGRD1_HUMAN",0.00378830405238705,0.0100661687835474,0.00280246709214641
"AGRD2_HUMAN",0.00812555676876539,0.00112868545339231,0.00671697712213406
"AGRE1_HUMAN",0.0119544600914123,0.000805536690938866,0.00250135246859954
"AGRE2_HUMAN",0.0015920430565858,0.00680360164178194,0.00871610295446048
"AGRE5_HUMAN",0.0033074947550229,0.00256581285432887,0.010976935485668
"AGRF1_HUMAN",0.00052309767616499,0.0147323521827726,0.00194620495546473
"AGRF2_HUMAN",1.47337839442825e-05,0.0164600407346866,0.000797858063386549
"AGRF3_HUMAN",0.00261150931039445,8.05442215387805e-05,0.0143223638378636
"AGRF4_HUMAN",0.00131505182849454,0.00496380931713989,0.0109099758408062
"AGRF5_HUMAN",0.00198224108442323,0.0130688311198055,0.0019013377215239
"AGRG1_HUMAN",0.0138500098411637,0.00100708716063642,4.78278015234557e-05
"AGRG2_HUMAN",0.0127162611399229,0.000676354337688963,0.00172839386468091
"AGRG3_HUMAN",0.0133028625872369,0.000262634337776501,0.00145178865535388
"AGRG4_HUMAN",0.0112852424906321,0.000645934463930768,0.0034572284636643
"AGRG5_HUMAN",0.0141417299268098,0.000184849890521402,0.000535278140874688
"AGRG6_HUMAN",0.000300581074781676,0.00290329898637799,0.0142026817980783
"AGRG7_HUMAN",0.00681040027197007,0.00681234464135007,0.00251532683599408
"AGRL1_HUMAN",0.00786621108546861,0.00383092926435708,0.00428513760915585
"AGRL2_HUMAN",0.00709459947534083,0.000344699521981661,0.00873508849929981
"AGRL3_HUMAN",0.000738902888742209,0.00795891159199537,0.00855713982838695
"AGRL4_HUMAN",0.00166324729894759,0.0147398785100399,0.000585714707855054
"AGRV1_HUMAN",0.00345920899016385,0.00549832304877752,0.00782390023460213
"ADH1A_HUMAN",0.00238001779656846,0.0110884339417435,0.00343710259409336
"ADH4_HUMAN",7.71592142218487e-06,0.0168470437056243,0.000413836597734026
"ADHX_HUMAN",0.00212579263561086,0.0110262606721208,0.00380178896117659
"ADH6_HUMAN",0.00573793248830798,0.00484548267650066,0.00578190803209852
"ADH7_HUMAN",6.44077905571408e-06,0.0031573757233232,0.0142941116711496
"HOT_HUMAN",0.00218278194256976,0.00340843279689035,0.0114572197194879
"MTND_HUMAN",0.00342090550814498,0.0119143018781402,0.0013647476278701
"ADIG_HUMAN",0.000836338617736818,0.00598601752282386,0.0104416716092008
"ADIPO_HUMAN",0.0113279059101492,0.00253621753401283,0.00149021223958538
"PAQR1_HUMAN",2.25119798791849e-05,0.000180866751809583,0.0172926653711121
"PAQR2_HUMAN",0.00715702746947222,0.00845633070500428,0.000437337361889152
"ADIRF_HUMAN",0.000383234443901727,0.000121725568405081,0.0169246033460623
"ADK_HUMAN",0.00846054157840065,0.00441038145756736,0.00299247061205988
