"","Dim.1","Dim.2","Dim.3"
"ESYT1_HUMAN",0.00186210664196412,0.0109190082613833,0.00422340302219284
"ESYT2_HUMAN",0.00225796119301823,0.0144710191857462,0.000152621943020491
"ESYT3_HUMAN",0.00617486125674658,0.00360519936705148,0.00652087951302065
"ETAA1_HUMAN",0.00122993913981878,0.0150287790104549,0.000806971311307996
"ERF1_HUMAN",9.5287047301304e-05,0.012813096197036,0.00439959592714619
"ETFA_HUMAN",0.0114840296009823,0.000384748026771132,0.00348614910853971
"ETFB_HUMAN",0.0141228567362147,0.000597374749122434,0.000139449356119261
"ETKMT_HUMAN",0.00102731633874389,0.0160236867157356,3.87458684489087e-05
"ETFD_HUMAN",0.0142846290508471,0.000167819930660531,0.000382984445017912
"ETFR1_HUMAN",0.000245112951624053,0.00549578429439889,0.0116402031943525
"ETHE1_HUMAN",0.00095595303884206,0.000702080708133898,0.0156566648200831
"EKI1_HUMAN",0.000452454633457081,0.0161155240299318,0.000627749948025825
"EKI2_HUMAN",0.00116980290796965,0.00351358562443469,0.0125525784041793
"AT2L1_HUMAN",0.000493661684075711,0.0152970734888278,0.00140861088353095
"ETS1_HUMAN",0.00698443042345159,2.26873956155334e-05,0.00919227112686762
"ETS2_HUMAN",0.0127354484821311,0.00064596694821463,0.00173643399173214
"ETV1_HUMAN",0.014700250766601,3.1116736592804e-08,5.99293397812548e-05
"ETV2_HUMAN",4.60882591302684e-05,0.015997872116056,0.00122920649551548
"ETV3_HUMAN",0.000279932210290209,0.000677848413436235,0.0164833734930684
"ETV3L_HUMAN",0.000835370052661083,0.0159198921422637,0.000371730608858081
"ETV4_HUMAN",0.0136485227924632,0.000124416295005434,0.00118176809759642
"ETV5_HUMAN",0.00457132197487021,0.000248698780939058,0.0118264443446743
"ETV6_HUMAN",0.00307907896024485,0.000329365084896621,0.0135153049423506
"ETV7_HUMAN",0.00408192443281857,1.1217975231812e-05,0.0126479067242217
"EVA1A_HUMAN",0.00286218426652162,0.0101275056236473,0.00383918297356075
"EVA1B_HUMAN",8.65085612837218e-05,0.00514723183310536,0.0121817643620327
"EVA1C_HUMAN",0.00260689288841481,0.0142128895259409,2.87498890887608e-07
"LBN_HUMAN",0.0125987903751602,0.00162079992132929,0.000910289271143171
"EVI2A_HUMAN",0.000286209617445182,0.0140461077500302,0.00292301114679346
"EVI2B_HUMAN",0.0140354106766965,0.00064279289782342,0.000197164155916052
"EVI5_HUMAN",0.00468263689183533,0.00731650507326801,0.00452892891007365
"EVI5L_HUMAN",0.00121428313192162,0.000369419251576667,0.015687396230144
"EVL_HUMAN",0.0119022491812626,0.00112716770673742,0.00223723035662671
"EVPL_HUMAN",0.00333448869533974,0.0103398911897297,0.00306344453650353
"EVPLL_HUMAN",0.00569382973239876,0.000113048325143303,0.0106320417610131
"EVX1_HUMAN",0.0122156639380183,0.00295448818177091,1.27827616281569e-05
"EVX2_HUMAN",0.0131527875974931,0.000935797736858774,0.000947400425081978
"EWS_HUMAN",0.000464802528460775,0.00479223976284293,0.0120927900786031
"EXD1_HUMAN",0.00554167276675726,0.0094636690790305,0.00133280569730454
"EXD2_HUMAN",0.0113378426377267,0.00101299739071865,0.00302268191617553
"MUT7_HUMAN",0.011232988734542,2.92042013379079e-05,0.00414447996267595
"EXO1_HUMAN",0.000332901106851342,0.0160408402680074,0.000845323163922223
"EXO5_HUMAN",0.0115026092715884,0.000840275742549542,0.0030022832731637
"EXOC1_HUMAN",0.00739140000664052,0.00199334855954548,0.0067114941469637
"EXC1L_HUMAN",0.000645496124672287,0.0149134419093154,0.00161738031912856
"EXOC2_HUMAN",0.00960360237121535,0.00215541688375879,0.00392226854432195
"EXOC3_HUMAN",0.000568651400109257,0.0113790113639556,0.00529181275774688
"EX3L1_HUMAN",0.000856357732301323,0.00912088333451386,0.00723975024942838
"EX3L2_HUMAN",1.9490369342358e-05,0.000571963851168378,0.0168997514183823
"EX3L4_HUMAN",0.000116032104074944,0.0161377397469299,0.00100441407116213
"EXOC4_HUMAN",0.00585204635304383,0.00272168923515074,0.00779963387585561
"EXOC5_HUMAN",0.00223168037312363,0.00238727444335716,0.012434462139821
"EXOC6_HUMAN",0.00559799003683802,0.000202473262278412,0.0106551014932863
"EXC6B_HUMAN",5.92361156419598e-05,0.0112173345311594,0.00606017641455276
"EXOC7_HUMAN",0.0122997980376902,0.00286850511168343,1.23053298311856e-07
"EXOC8_HUMAN",0.00538770448228004,0.00134060928711831,0.00975076167582076
"EXOG_HUMAN",0.00277904336852865,0.0131634611119189,0.00085994408443796
"EXOS1_HUMAN",0.000546600068866352,0.0132203212433558,0.00345123434930983
"EXOSX_HUMAN",0.00314289903385442,0.00648080127616598,0.00720317298891451
"EXOS2_HUMAN",0.00292016263204012,0.000759081443356915,0.013268217272783
"EXOS3_HUMAN",0.00507957386923875,2.89364263796645e-06,0.0114725716041008
"EXOS4_HUMAN",0.0053147690746366,0.00496368643963531,0.00616418180530816
"EXOS5_HUMAN",2.03567823072828e-07,0.0110955932295984,0.00625364518514493
"EXOS6_HUMAN",0.00866362111957732,0.00700776671761484,0.000118241144757616
"EXOS7_HUMAN",0.0135681843716652,0.0011100286705381,0.000277868194177756
"EXOS8_HUMAN",0.007882505497625,0.00780986863158057,0.000231903183874926
"EXOS9_HUMAN",2.04490665903381e-05,0.0163258685760684,0.000927101983049598
"EXPH5_HUMAN",0.00025889429888436,5.13571988161901e-05,0.0171434811883622
"EXT1_HUMAN",0.00152521037057632,0.00532871636524231,0.0102906619057774
"EXT2_HUMAN",0.00190047054636832,0.0100786158873821,0.00502988244460648
"EXTL1_HUMAN",0.00292180722435692,0.013242223211719,0.000610695666831183
"EXTL2_HUMAN",0.00227814756090061,0.0145796553185671,1.8532821941721e-05
"EXTL3_HUMAN",0.00355210174638671,0.000302260315265487,0.012981512521143
"EYA1_HUMAN",0.0125533500503858,0.000417456206940512,0.00218417248745633
"EYA2_HUMAN",0.00387906302870881,0.0104677361545829,0.00228766161880662
"EYA3_HUMAN",0.0146408965366191,5.42914076971344e-06,0.000124884317950841
"EYA4_HUMAN",0.0129267867271122,0.00158081789324096,0.000561635058252919
"EYS_HUMAN",0.0052136087961096,0.0107415114351491,0.000426581371607887
"EZH1_HUMAN",0.000229279746935005,0.0158062509198165,0.00120610619848052
"EZH2_HUMAN",0.000123628060262764,0.0151477869999598,0.0019990278546579
"EZHIP_HUMAN",0.00295240144295302,0.00225151704438339,0.0117169134065662
"EZRI_HUMAN",0.00739842581592451,3.3223119380654e-05,0.00869035804032113
"FA10_HUMAN",0.00677364333435639,3.51584984797186e-05,0.00942974003416065
"FA11_HUMAN",0.010427918629218,0.00181902308421597,0.00328520531068369
"JAM1_HUMAN",0.013337417468455,0.00159069713084029,6.43798981702919e-05
"FA12_HUMAN",0.00767795780242385,0.000573982565071911,0.00781044667660022
"F13A_HUMAN",0.00195355534221594,0.00576458052843781,0.00934051867209884
"F13B_HUMAN",0.00246492083954746,0.0122376950539635,0.00217122399550395
"THRB_HUMAN",0.0117905402104945,0.000349429026262716,0.0031582616564936
"PAR1_HUMAN",0.00155469242894051,0.0118677519805926,0.00362632089162249
"PAR2_HUMAN",0.0068010061973011,0.00799414054165045,0.00132835357014178
"PAR3_HUMAN",0.0110019928502051,0.00343019319140104,0.000970604733835602
"PAR4_HUMAN",0.000176299527202911,0.0145715443270571,0.00252073206992469
"TF_HUMAN",5.47565769128836e-05,0.00835332679336124,0.00896905967023523
"FA5_HUMAN",0.000170727348099166,0.0159377944339201,0.00114222182758791
"FA7_HUMAN",0.00288634519261874,0.00141994563750179,0.0126383511659962
"FA8_HUMAN",0.00498053068698346,0.00761890840266212,0.0038688786000567
"F8A1",0.00315659691305846,0.00282752800940304,0.0108906551604551
"FA9_HUMAN",0.00976941062559771,0.00572134687599528,0.000110340680139545
"H3BP32_HUMAN",0.000101313379783582,0.00353242266806618,0.0138013118714818
"FAAH1_HUMAN",0.0112374957181599,0.000431992576411402,0.00373078008852785
"FAAH2_HUMAN",0.0040104866276647,1.52941013639347e-05,0.0127285397891376
"FP100_HUMAN",0.00248529816528113,0.0102198512763717,0.00419276106159988
"FAP20_HUMAN",0.00343949861442646,0.0105716011787191,0.00270393301978625
"FAP24_HUMAN",0.00350017175479958,0.000196927499587939,0.0131499185228437
"FABPL_HUMAN",0.00773291157122605,0.00645510170607938,0.00178288607049689
"FBP12_HUMAN",0.00953850244531996,0.00367724950609251,0.00245666019364762
"FABPI_HUMAN",0.000279166020451755,0.00936447526479861,0.00767766824195944
"FABPH_HUMAN",0.00497650106745622,0.0078223444205733,0.00366741393976338
"FABP4_HUMAN",0.00963458529393475,0.00202741184765987,0.0040152784954285
"FABP5_HUMAN",0.0133028625872369,0.000262634337776501,0.00145178865535388
"FABP6_HUMAN",0.0126340925218069,0.00238367734817505,9.49860528212101e-05
"FABP7_HUMAN",0.00271856058252291,0.0044892967389541,0.00972569051506703
"FABP9_HUMAN",0.000838127280884648,0.0130090820631703,0.00331947579829524
"FADD_HUMAN",0.000661642947053167,0.0136112918439393,0.0029183576262896
"FADS1_HUMAN",0.00685212447138114,0.00923413167323474,1.05794818550225e-05
"FADS2_HUMAN",0.00614090255772604,0.0028241992846682,0.00735296162740397
"FADS3_HUMAN",4.98373600665951e-06,0.0104796102320289,0.00687246472277924
"FADS6_HUMAN",0.000106111549151565,0.00124698920354651,0.016112620473606
"FAF1_HUMAN",0.000674016631419012,0.0160917062241326,0.000388999360684231
"FAF2_HUMAN",0.0115966971610777,0.00214105031461536,0.00157189997014137
"FAAA_HUMAN",6.70289238250815e-05,0.000309176198091128,0.0171097614168107
"FAHD1_HUMAN",0.000327165457218496,0.00450558555920991,0.0125467189378628
"FAH2B_HUMAN",0.00160261037166564,0.0141525434003508,0.00125311218676514
"FAIM1_HUMAN",0.00172516354023721,0.00945777844312681,0.00586730835599664
"LFG2_HUMAN",0.0133028625872369,0.000262634337776501,0.00145178865535388
"F102A_HUMAN",4.21150862734794e-06,0.0164333872463323,0.000837365061918034
"F102B_HUMAN",0.000146721576795458,0.000666054988923152,0.0166533926983787
"F104A_HUMAN",0.000201000373025946,0.0101787580771302,0.0069448863267112
"F104B_HUMAN",3.5835559834771e-05,0.00409534873946282,0.0133083037500625
"F106A_HUMAN",0.00860276938572256,0.0034353865761109,0.0038121706741113
"F107A_HUMAN",0.00689902027514799,0.00787839682819662,0.00132939611016868
"F107B_HUMAN",0.00254646775883441,0.00214957933109312,0.0123019252803241
"V9GZ26_HUMAN",0.00714841490338896,0.00069276306533512,0.00831836176382588
"F110B_HUMAN",0.0143822180752868,0.000154785874775688,0.000280402961826407
"F110C_HUMAN",0.00233409989977424,0.0108875039216214,0.00369529254272131
"F110D_HUMAN",0.00405376197547237,0.00888209922357142,0.00368790939990658
"F111A_HUMAN",0.00606649789546924,0.000312767242854638,0.00998736969460491
"F111B_HUMAN",0.0075922183712169,0.00833281882887421,4.61736434315834e-05
"NXP20_HUMAN",0.00887509909924439,0.00298332122382155,0.00394734385527856
"F1142_HUMAN",0.0075922183712169,0.00833281882887421,4.61736434315834e-05
"F117A_HUMAN",0.00433879037543558,0.00839532682270304,0.00384320123654592
"F117B_HUMAN",0.00398530393588936,0.0106188493408705,0.00200839953501896
"F118A_HUMAN",0.00190677533425233,0.00922032427332189,0.00589254852597536
"F118B_HUMAN",0.00430409704997875,0.00881690517981921,0.00345696549322974
"F120A_HUMAN",0.00807415432067885,0.000549763676027429,0.00736488775995613
"F120S_HUMAN",0.0135950201702525,0.000272895755296842,0.0010947219651642
"F120B_HUMAN",0.00753219932928412,0.00114396936520849,0.0074055383924358
"F120C_HUMAN",0.00151627233523482,0.00269406673680121,0.0129723092402979
"PBIR1_HUMAN",0.00153968926324471,0.0123611264036407,0.00314393374484045
"PBIR2_HUMAN",0.0105999521654634,0.00485318336960148,5.00574422783953e-06
"PBIR3_HUMAN",0.000344101366953888,0.000681986066042211,0.0164030379064898
"F124A_HUMAN",1.01130857499925e-05,0.00960031712851231,0.00775781711716605
"F124B_HUMAN",0.000523130116605225,0.00259384606102354,0.0142523405901971
"HYCCI_HUMAN",0.00524949907097676,0.0102584519405423,0.00087372722887682
"F126B_HUMAN",0.00508060651133892,0.000280768626369073,0.0111896330647645
"F131A_HUMAN",7.0373922054483e-05,0.00159128693693892,0.0158059719539996
"F131B_HUMAN",0.00598314218796693,0.00991586373192399,0.00035053340926349
"F131C_HUMAN",0.00274844244612687,0.0091233600831185,0.00499216057466774
"F133A_HUMAN",0.00226632762183503,0.00279873138100668,0.0119762106257721
"F133B_HUMAN",0.00170603564959338,0.00370356307083953,0.0117237026035384
"F135A_HUMAN",0.013559612407105,0.000450781463787972,0.000956392699057598
"F135B_HUMAN",0.00341237844243213,0.00166797039215379,0.0117627286002752
"F136A_HUMAN",0.010956258268516,0.00443088913502105,1.03532610216621e-05
"FA13A_HUMAN",0.0022715794010522,0.013198128721732,0.00142693585035169
"FA13B_HUMAN",0.00980302268923796,0.00551804407926448,0.000276568829800228
"FA13C_HUMAN",0.0110859378168593,0.00308773681761899,0.00121818538836511
"F149A_HUMAN",0.00972782390171449,0.00449813026801261,0.00139979875012234
"F149B_HUMAN",0.000435227492485539,0.0113478541695454,0.00548171626612946
"F151A_HUMAN",0.00266760042484398,0.0111671842729305,0.00301602943396844
"F151B_HUMAN",0.00437689984393147,0.00950036528186709,0.00267767968309203
"F153B_HUMAN",0.0068443745379788,0.00179636818950361,0.00756027585822635
"F155A_HUMAN",0.00320096817453063,0.00801962538777983,0.00557419052488357
"F155B_HUMAN",0.00590063173552058,0.000248891430964621,0.0102489385529566
"FA156_HUMAN",0.000583530982902616,0.00342723122386163,0.013335774494016
"FHI1A_HUMAN",0.0102291393412244,0.00281625443155769,0.00251006355707631
"FHI1B_HUMAN",0.00574480484280206,0.0068548881456564,0.00373659235523987
"FHI2A_HUMAN",0.00597595270353828,0.00828347083256852,0.00201400517314172
"FHI2B_HUMAN",0.0108118110161933,0.00243520551788548,0.0022049989035109
"F161A_HUMAN",0.0146548826749582,6.4424614776106e-05,4.8478503530521e-05
"F161B_HUMAN",0.0026217061036994,0.000202092370229816,0.0141870376133573
"F162A_HUMAN",0.0095786042161637,0.00427710106360194,0.00180093964613002
"F162B_HUMAN",0.00286204192333969,0.0041182312788475,0.00993163174022473
"F163A_HUMAN",0.00246789184986999,0.00528628958096074,0.00921512326438182
"F163B_HUMAN",0.000977328213068765,0.0141708017663415,0.0019765386244196
"F166A_HUMAN",0.0044054115892774,0.000709381877348498,0.0115562610900311
"F166B_HUMAN",0.00047361018910237,0.00439109021344726,0.0124890298188545
"F166C_HUMAN",0.0106070832005208,0.00464954578377908,0.000202994730114239
"F167A_HUMAN",7.27576375766693e-05,2.34349899896029e-05,0.0173926520576505
"F167B_HUMAN",0.0127377171784991,0.000215706645650818,0.00216994548568076
"F168A_HUMAN",0.0134276349720095,0.00154379934953688,4.87667458139672e-06
"F168B_HUMAN",0.00881285611904246,0.000551417202982166,0.00648669478030221
"F169A_HUMAN",0.00065095884115562,0.0130939014823743,0.00345557202104409
"F169B_HUMAN",0.00667067196756921,0.00842406940026867,0.00104713598954414
"F170A_HUMAN",0.000165931209015419,0.0161424291393989,0.000940451446522008
"F170B_HUMAN",0.000515481886308604,0.000690327491598875,0.0161912273877973
"F1711_HUMAN",0.0123043986475923,0.00277650876817754,8.79312174376243e-05
"F1712_HUMAN",0.00566065586502982,0.0103864700488157,0.000256077162418206
"F171B_HUMAN",0.00168264833907007,0.0151099612119722,0.000187499522887305
"F172A_HUMAN",0.000160134548163881,0.0109013014128491,0.0062608524674625
"F174A_HUMAN",0.0127988657245014,3.42855775469536e-07,0.00231572744012657
"F174B_HUMAN",0.000757780694832612,9.99043649574029e-05,0.0165023030424215
"F174C_HUMAN",0.0112064860408004,0.000890543077409346,0.00330269062621316
"F177A_HUMAN",0.00704665278148461,0.00207485512519376,0.00703792622311296
"F177B_HUMAN",0.00062435263831167,4.29502717696908e-05,0.016718364702568
"F178B_HUMAN",0.000784394718104173,0.00735343941457207,0.00911699638858139
"F180A_HUMAN",0.000140204413852714,0.00170193667026348,0.015610935511885
"F180B_HUMAN",0.0133028625872369,0.000262634337776501,0.00145178865535388
"F181A_HUMAN",0.00179415910190587,0.0113675381294678,0.00384930172753524
"F181B_HUMAN",0.000967573659370207,0.0155824175086861,0.000556998768644907
"F183A_HUMAN",0.0049658110763091,0.00786809086408959,0.00363371995868743
"F184A_HUMAN",0.0062906629985093,0.00073697731372334,0.00929131391551971
"F184B_HUMAN",0.00187142231112111,0.00453848140852417,0.0106810098392399
"F185A_HUMAN",0.000311873849456611,0.0154348280334093,0.00148465636337185
"F186A_HUMAN",0.00176326999113994,0.00199382746706049,0.0133891424368053
"F186B_HUMAN",0.00116008145929577,0.00845551294535317,0.0075539238378023
"F187B_HUMAN",0.0005485135519206,0.0131888180627438,0.00348090221108924
"F1891_HUMAN",0.00208079721671348,0.000392725750383485,0.014635593790617
"F1892_HUMAN",0.00209457052152602,0.0144166667635567,0.000401598541696317
"F189B_HUMAN",0.000172696481589324,2.56291002652056e-05,0.0172718438529141
"F193A_HUMAN",0.0114381980168171,0.00147317961646519,0.00243706520529764
"F193B_HUMAN",0.00774504589698808,0.00172558411563942,0.00656333387947447
"F199X_HUMAN",0.00354998043367613,0.0118572187667997,0.0012694636235467
"F200A_HUMAN",0.00383468195127679,0.00212507004551827,0.0107982251320792
"F200B_HUMAN",0.00951781598239527,2.21169366909965e-07,0.00620902476796033
"F204A_HUMAN",0.00261973592399896,0.00745221169344805,0.00683911083976042
"F205A_HUMAN",0.000753727070118599,0.0155755796017543,0.00081767369051232
"F205C_HUMAN",0.0126510158316951,0.000711553623435485,0.00177012607779722
"F207A_HUMAN",0.000983426398213772,0.0104181421534252,0.00577379747585771
"F209B_HUMAN",0.00384148274077226,0.0122544216571572,0.000520888202060022
"FA20A_HUMAN",0.000684472096716,0.00772906398290584,0.00885474789283677
"XYLK_HUMAN",3.45139575740515e-05,0.016904451605954,0.000323838155310394
"FA20C_HUMAN",0.00863747330988828,0.00146677144994576,0.00576679967900869
"F210A_HUMAN",0.00223997828246962,0.0104931133120579,0.00420681210983127
"F210B_HUMAN",0.00129133664322925,0.0147718163944396,0.000994631288656611
"F214A_HUMAN",0.00497151613826531,0.00953695247647033,0.00193503710456169
"F214B_HUMAN",0.00455917855824565,0.00104660232201373,0.0110319283747981
"F216A_HUMAN",0.0041576029982098,0.010064794794941,0.00236566339913891
"F216B_HUMAN",0.0145777555073525,4.69908813099634e-05,0.00015766933163356
"F217A_HUMAN",0.00168229099638722,0.0105547679327054,0.00480603725411182
"F217B_HUMAN",1.76322731757943e-06,0.00297791488543306,0.0144816015964534
"F219A_HUMAN",0.000119053832147799,0.0169146536653272,0.000213183243972879
"F219B_HUMAN",0.000381768091374659,0.000541140970488552,0.0165011345202113
"F220A_HUMAN",0.000840858356029667,1.73876019290765e-06,0.0165032476763013
"F221A_HUMAN",0.014218697666965,0.000175925610672724,0.000452998577561612
"F221B_HUMAN",0.00128106929006936,0.0152069720903598,0.000565647696188542
"F222A_HUMAN",0.0142469346261536,2.06049696446749e-05,0.000576959701571477
"F222B_HUMAN",0.0112226792614594,0.00032877721529132,0.00385300182055107
"F227A_HUMAN",0.000824818152805065,0.00215227603153127,0.014342037962733
"F227B_HUMAN",0.000479893498372839,0.00482424859454559,0.0120424327175044
"F228A_HUMAN",0.000600204642882706,0.0137880752694481,0.00281203275950917
"F228B_HUMAN",0.01365994428218,0.000232591078943157,0.00105854678273489
"F229A_HUMAN",0.0123324971516496,0.00050095220623397,0.00236157916093593
"F229B_HUMAN",0.0065423383045853,0.00926333253815221,0.000348556235514183
"F234A_HUMAN",0.00185985342084173,0.0145992077525934,0.000495042883002348
"F234B_HUMAN",0.00147586778225572,0.00713255641582111,0.00852045370357351
"F237A_HUMAN",0.00213995546249317,0.0115638696937759,0.00323994890449686
"F240A_HUMAN",0.00622107847868673,0.000617239534023333,0.00949527207493591
"F241A_HUMAN",0.00193055598861522,0.00934950073367274,0.00573337050656798
"F241B_HUMAN",0.00583756807952453,0.0080481940741711,0.0024167339343615
"FA24A_HUMAN",0.00603983305570949,0.00976774816888339,0.000433427562098174
"FA24B_HUMAN",0.00055336995653752,9.04024899086781e-05,0.0167544824929293
"FM25A_HUMAN",0.00233628759465893,0.00657372394198552,0.00806606250710654
"FA32A_HUMAN",0.00201712512270232,0.0132742504712659,0.00165168880495762
"FAM3A_HUMAN",0.0101453499618165,0.000257697996898243,0.00520338250488349
"FAM3B_HUMAN",0.0132983462590945,0.00026299478719771,0.00145678213733822
"FAM3C_HUMAN",0.00937547747600581,0.000403737022965458,0.00596882886952734
"FAM3D_HUMAN",0.00641242814079652,0.00285052175926341,0.00700409320898237
"FA43A_HUMAN",0.00808604155896524,0.00775216152832868,4.88989225289022e-05
"FA43B_HUMAN",0.0128943872664638,0.000165995766953639,0.0020344440034623
"FA47A_HUMAN",0.0139145918722268,0.000973916863806599,4.82559375675776e-06
"FA47B_HUMAN",0.0104684640941594,0.000592051665800847,0.00448101499612022
"FA47C_HUMAN",0.014449364366949,0.000196622524286918,0.00015831508595136
"FA47E_HUMAN",0.00438276356772242,0.00400247166778504,0.00824455748667064
"CYRIA_HUMAN",0.00238353957692549,0.00259915889009245,0.0120394603610473
"CYRIB_HUMAN",0.00396208891816848,0.0115854326341951,0.00105601101393244
"FA50A_HUMAN",0.0133136237463405,0.0016677494750243,1.44960003213997e-05
"FA50B_HUMAN",0.0123917331124096,0.00104949636673327,0.00173517078260789
"FA53A_HUMAN",0.0107495491455769,0.00135218436220775,0.00337685739009697
"FA53B_HUMAN",0.00856864726410717,0.00208193781136421,0.00522480256017658
"FA53C_HUMAN",0.00583673336548541,0.00988669005718823,0.000553833426203596
"FA71A_HUMAN",0.000106111549151565,0.00124698920354651,0.016112620473606
"FA71B_HUMAN",0.00023698205632089,0.0144157605211335,0.00260666402652832
"FA71C_HUMAN",0.00135042513085784,5.14510590258834e-05,0.0158482153557501
"FA71D_HUMAN",1.82688685705919e-06,0.00791832123530427,0.00947287835761628
"F71E1_HUMAN",6.39519948747173e-05,0.0108027525807324,0.00647488925487395
"F71E2_HUMAN",0.012885558325259,0.00043830643324677,0.0017688480360273
"F71F1_HUMAN",0.00899860213477155,0.00649326686472509,0.000242371478611299
"F71F2_HUMAN",0.0101078880126291,0.00531112576844919,0.000124603209166829
"FA72B_HUMAN",0.00819953337058588,0.00667066396989132,0.00101066985715663
"FA76A_HUMAN",0.00061514727985126,0.00561072214147998,0.0110846084836317
"FA76B_HUMAN",0.00241699123027921,0.00199063493199667,0.0126166972895973
"FA78A_HUMAN",0.0057127684656699,0.010532642860409,4.60503686640147e-05
"FA78B_HUMAN",0.000795263192395627,0.00221365057751547,0.0143148844942293
"FA81A_HUMAN",0.00244239089535228,0.0139548197383931,0.000457114044742857
"FA81B_HUMAN",0.00363056444109779,0.000297913792448945,0.0128928181101313
"FA83A_HUMAN",0.0114870898055195,0.00239837327211068,0.0014410787262445
"FA83B_HUMAN",0.000143171876020078,0.0170762071124052,2.07806835797452e-05
"FA83C_HUMAN",0.00531250820325889,0.00294305679258209,0.00821540488086282
"FA83D_HUMAN",0.00440030210950183,1.54414053956349e-06,0.0122799388430753
"FA83E_HUMAN",0.0115473295278982,0.00023710400161442,0.00356072314160794
"FA83F_HUMAN",0.00113890819123912,0.0099461852921498,0.0060677844063842
"FA83G_HUMAN",0.00775611753767811,0.00643095924988547,0.00177982665064687
"FA83H_HUMAN",0.00500425308326609,9.49140871764206e-05,0.0114686529877084
"F86B1_HUMAN",0.00842120026836547,0.00737295373209891,3.56575782254607e-05
"FA89A_HUMAN",0.00735028431659482,0.0071787535346629,0.00150325005503787
"LRA25_HUMAN",0.00326215231689668,0.000364610631519137,0.0132623443842956
"FA8A1_HUMAN",0.00246223848617254,0.014109666187806,0.000276578288965442
"F90A1_HUMAN",0.0105398580468365,0.00205214319600717,0.00291604190304376
"F91A1_HUMAN",0.0107951943659738,0.00389530176458249,0.000744451200351369
"FA92A_HUMAN",0.0121298516182222,0.00147331614856857,0.00161623584921035
"CBAR2_HUMAN",0.00187028652914164,0.0143132582084682,0.000772562674594302
"FA98A_HUMAN",0.00289518395248219,0.000697798065854683,0.0133599859417883
"FA98B_HUMAN",0.0111299977016419,0.00114437349107367,0.00313611235134204
"FA98C_HUMAN",0.000977769187154686,0.00635078020362674,0.00990405414138329
"FAM9A_HUMAN",0.00532695860048474,0.00592865734449421,0.00517141820429516
"FAM9B_HUMAN",0.0116218958685099,0.00258132879765503,0.00109564009597977
"FAM9C_HUMAN",0.00199446236605637,0.0122199041922707,0.00274748946716046
"FAN1_HUMAN",0.00310529867392418,0.00990279863936356,0.00377852312440395
"FANCA_HUMAN",0.0124410131519499,0.00256787266987702,0.000137347397498596
"FANCB_HUMAN",3.34952903295912e-05,0.0143937386843765,0.00287044002392152
"FANCC_HUMAN",0.0100353423356663,0.00530319810344132,0.000218720432706542
"FACD2_HUMAN",0.00168264833907007,0.0151099612119722,0.000187499522887305
"FACOS_HUMAN",0.00353039540657059,0.01306144963883,7.18377063661377e-05
"FANCE_HUMAN",0.0145029441128813,3.80752372341729e-05,0.000255476598862581
"FANCF_HUMAN",0.00720664634277905,0.00420369399842912,0.00468983938067408
"FANCG_HUMAN",0.00863106545202989,0.00603727009452364,0.00114077251117734
"FANCI_HUMAN",0.0142491841806434,2.07130390981868e-05,0.000574180900051189
"FANCL_HUMAN",0.00689448287783828,0.000594385161419673,0.00871940503251462
"FANCM_HUMAN",0.00129045284863359,0.0116795842293762,0.00413062483459469
"FANK1_HUMAN",0.00673072983281211,0.00920384968940165,0.000185322198521932
"SEPR_HUMAN",0.00111050246854587,0.0037841552855934,0.0123486351292505
"FACR1_HUMAN",0.000772988142917485,0.00919564165197244,0.00726288261677919
"FACR2_HUMAN",0.00791180956246146,0.00657276967159781,0.00145131893700543
"FARP1_HUMAN",0.0128534235069711,0.000296660744245027,0.0019505802665574
"FARP2_HUMAN",0.00217704884372209,0.00929915758664316,0.00549192960658471
"SYFM_HUMAN",0.00233687488784839,0.0129982925095207,0.00155205513750929
"SYFA_HUMAN",0.00306025691658545,0.00360028164743584,0.0102215410776965
"TNR6_HUMAN",0.00412725341156837,0.00745907864920112,0.00504338376144331
"TNFL6_HUMAN",3.34952903295912e-05,0.0143937386843765,0.00287044002392152
"A0A0U1RQF0_HUMAN",9.26900731308017e-06,0.00593133635536477,0.0114784787179267
"FASTK_HUMAN",0.0131847148040052,0.0016757184758759,0.000159375573963197
"FAKD1_HUMAN",0.0138878275169284,0.000806786988549898,0.000206021625613678
"FAKD2_HUMAN",0.00739358007584958,0.00805291223334452,0.000565643518299649
"FAKD3_HUMAN",0.00597185390142898,0.0102747647626286,6.91826042751622e-08
"FAKD5_HUMAN",0.0136288277633594,0.000235346582161829,0.00109267494439783
"FAT1_HUMAN",0.0022818736817054,0.00196853497683202,0.0127994280645512
"FAT2_HUMAN",0.0133028625872369,0.000262634337776501,0.00145178865535388
"FAT3_HUMAN",0.00303444787720052,8.47323387706129e-05,0.0138162743922261
"FAT4_HUMAN",0.00753966546861152,0.00579442505769065,0.00268198735870535
"FATE1_HUMAN",0.00155886398175926,0.0149249903891153,0.000521903333584492
"RS30_HUMAN",0.0106678258653283,2.96107571331788e-05,0.00481466943967846
"FAXC_HUMAN",0.00111924745426911,0.0152289987233135,0.000735328700038763
"FXDC2_HUMAN",0.0123649712012621,0.00118801206469745,0.00162649648849859
"A0A0R4J2E4_HUMAN",0.00630094094451236,0.00321454338003233,0.00676733003398903
"FBH1_HUMAN",0.0104474212789496,0.00111354133534858,0.00397729067751139
