"","Pearson_correlation"
"A1BG_HUMAN",0.447537520526213
"A1CF_HUMAN",-0.221272446303246
"A2MG_HUMAN",0.143577197497449
"A2ML1_HUMAN",0.208942221015491
"A3LT2_HUMAN",0.0219228698964155
"A4GAT_HUMAN",-0.216293201447606
"A4GCT_HUMAN",-0.0231199881107207
"AAAS_HUMAN",0.0621854303939402
"AACS_HUMAN",-0.440370976407374
"AAAD_HUMAN",-0.015495002798928
"ADCL2_HUMAN",-0.105657015110265
"ADCL3_HUMAN",-0.21137129779021
"ADCL4_HUMAN",-0.157938890920621
"AADAT_HUMAN",0.276498400007884
"AAGAB_HUMAN",-0.1033165581817
"AAK1_HUMAN",0.349999066778614
"AAMDC_HUMAN",0.448633291297156
"AAMP_HUMAN",0.219510031358323
"SNAT_HUMAN",0.0424268631224592
"AAR2_HUMAN",0.104429594821384
"AARD_HUMAN",-0.176484219024204
"SYAC_HUMAN",0.475800050834763
"SYAM_HUMAN",0.257877750834256
"AASD1_HUMAN",0.0813962785713795
"ACSF4_HUMAN",0.212192505824438
"ADPPT_HUMAN",-0.293352777115735
"AASS_HUMAN",0.221158696921614
"AATF_HUMAN",0.0660464619248352
"LMTK1_HUMAN",-0.0617434437903644
"GABT_HUMAN",0.286497488543541
"ABCA1_HUMAN",-0.0581640351647139
"ABCAA_HUMAN",0.677027142580722
"ABCAC_HUMAN",-0.363304668005356
"ABCAD_HUMAN",0.323856959380489
"ABCA2_HUMAN",0.0273307654753595
"ABCA3_HUMAN",0.254489890866493
"ABCA4_HUMAN",0.102269808549364
"ABCA5_HUMAN",0.238224466439947
"ABCA6_HUMAN",0.224041475332923
"ABCA7_HUMAN",0.183735028723361
"ABCA8_HUMAN",0.0500111381733511
"ABCA9_HUMAN",0.263151025328108
"MDR1_HUMAN",0.0705448004585099
"ABCBA_HUMAN",-0.436868765593196
"ABCBB_HUMAN",-0.460676042084824
"MDR3_HUMAN",-0.216160930973658
"ABCB5_HUMAN",-0.0418159940019799
"ABCB6_HUMAN",0.26072001457141
"ABCB7_HUMAN",-0.410636543823326
"MITOS_HUMAN",0.00361711130274697
"ABCB9_HUMAN",0.371081530346058
"MRP1_HUMAN",-0.490518726444994
"MRP7_HUMAN",0.0531141893574101
"MRP8_HUMAN",0.197902257359093
"MRP9_HUMAN",0.618066967117862
"MRP2_HUMAN",0.161879167075792
"MRP3_HUMAN",-0.0915568582127765
"MRP4_HUMAN",0.309148459448976
"MRP5_HUMAN",-0.150888312503131
"MRP6_HUMAN",0.126553477308482
"ABCC8_HUMAN",0.184132649273154
"ABCC9_HUMAN",0.161494471011759
"ABCD1_HUMAN",0.391815920647049
"ABCD2_HUMAN",0.424476374439753
"ABCD3_HUMAN",0.349148586147538
"ABCD4_HUMAN",0.201693672166989
"ABCE1_HUMAN",0.23681318496927
"ABCF1_HUMAN",0.00454772768279353
"ABCF2_HUMAN",0.253583372457923
"ABCF3_HUMAN",-0.0148334441464167
"ABCG1_HUMAN",-0.470087564066522
"ABCG2_HUMAN",0.109644621487298
"ABCG4_HUMAN",0.190657737490754
"ABCG5_HUMAN",0.113507458358956
"ABCG8_HUMAN",0.504117476524314
"ABHD1_HUMAN",0.0132322683021046
"ABHDA_HUMAN",0.180727908581161
"ABHDB_HUMAN",-0.141124753986876
"ABD12_HUMAN",-0.286389659862689
"AB12B_HUMAN",-0.190265667869434
"ABHDD_HUMAN",0.208668679049144
"ABHEA_HUMAN",-0.513751816654679
"ABHEB_HUMAN",0.0754759616918423
"ABH15_HUMAN",0.0644754988892507
"ABHGA_HUMAN",0.124674415371575
"ABHGB_HUMAN",0.422339446249133
"AB17A_HUMAN",0.299407226813206
"AB17B_HUMAN",0.0681596621551967
"AB17C_HUMAN",-0.156919579607318
"ABD18_HUMAN",0.236690229497762
"ABHD2_HUMAN",-0.0491521435709796
"ABHD3_HUMAN",0.166588865695544
"ABHD4_HUMAN",-0.192882641112972
"ABHD5_HUMAN",-0.168784787197351
"ABHD6_HUMAN",0.146781750279793
"ABHD8_HUMAN",-0.121936377902507
"ABI1_HUMAN",0.179121914609795
"ABI2_HUMAN",-0.388156967222567
"ABI3_HUMAN",0.021464781297543
"TARSH_HUMAN",0.00416305829731092
"ABITM_HUMAN",0.0598025035659813
"ABL1_HUMAN",-0.663439012402801
"ABL2_HUMAN",0.0419710215967674
"ABLM2_HUMAN",0.477126866652761
"ABLM3_HUMAN",-0.171196093227376
"BGAT_HUMAN",-0.0147988875985591
"ABR_HUMAN",0.000995939650691029
"ABRA_HUMAN",-0.514110177671092
"ABRAL_HUMAN",-0.0858557176559053
"ABRX1_HUMAN",-0.372215860014924
"ABRX2_HUMAN",0.317462656684977
"ABT1_HUMAN",0.181988409814837
"ABTB1_HUMAN",-0.237720704769852
"ABTB2_HUMAN",0.0744860986835094
"THIK_HUMAN",0.205174002336417
"THIM_HUMAN",0.220758336702997
"ACACA_HUMAN",0.519672788076117
"ACACB_HUMAN",0.112573987713071
"ACD10_HUMAN",0.0264195296883505
"ACD11_HUMAN",-0.265447510044315
"ACAD8_HUMAN",0.326362033910992
"ACAD9_HUMAN",-0.490518726444994
"ACADL_HUMAN",-0.172253971094621
"ACADM_HUMAN",-0.358643761958455
"ACADS_HUMAN",-0.230169164744041
"ACDSB_HUMAN",0.174683930726898
"ACADV_HUMAN",0.19292406760226
"PGCA_HUMAN",-0.132047694418127
"ACAP2_HUMAN",-0.452392198387519
"ACAP3_HUMAN",0.488091602506988
"THIL_HUMAN",0.448196379927498
"THIC_HUMAN",-0.473891990552775
"GCP60_HUMAN",0.138710103213872
"ACBD4_HUMAN",0.211267521323758
"ACBD5_HUMAN",0.265796264822529
"ACBD6_HUMAN",-0.515984292761186
"ACBD7_HUMAN",-0.0188470588848264
"1A1L1_HUMAN",-0.0606958037461561
"1A1L2_HUMAN",-0.217582640290489
"R4GNJ5_HUMAN",-0.357013434860985
"ACE_HUMAN",0.123518370422373
"ACE2_HUMAN",-0.142742464285745
"ACER1_HUMAN",0.243114815948071
"ACER2_HUMAN",0.186670136524368
"ACER3_HUMAN",-0.0531215011410847
"ACES_HUMAN",-0.0855957769191193
"ACINU_HUMAN",0.248402442490734
"ACKR1_HUMAN",0.0378262088042462
"V9GYB7_HUMAN",-0.00766591905403051
"ACKR3_HUMAN",0.00074435610246592
"ACKR4_HUMAN",-0.318991123978281
"ACLY_HUMAN",-0.258798038861946
"ACMSD_HUMAN",0.0156035567835847
"ACOC_HUMAN",0.510293041939821
"ACON_HUMAN",0.159269581515533
"IRG1_HUMAN",-0.173320489103266
"ACOT1_HUMAN",0.160046215249114
"ACO11_HUMAN",0.23419626570939
"ACO12_HUMAN",-0.356983440299067
"ACO13_HUMAN",0.390661393150531
"ACOT2_HUMAN",-0.000906834071800156
"ACOT4_HUMAN",0.41866474737609
"ACOT6_HUMAN",-0.202634071986011
"BACH_HUMAN",-0.106876524202879
"ACOT8_HUMAN",-0.31612596713834
"ACOT9_HUMAN",0.209842540590396
"ACOX1_HUMAN",0.309110965828609
"ACOX2_HUMAN",0.370930559920199
"ACOX3_HUMAN",0.208117666835339
"ACOXL_HUMAN",-0.000379438258056696
"PPAC_HUMAN",0.31616081173556
"PPAL_HUMAN",-0.15106741361203
"PPAT_HUMAN",0.168058241546535
"PPA5_HUMAN",0.171107869213016
"PPA6_HUMAN",0.0217176336727626
"ACP7_HUMAN",-0.215819696205467
"ACRO_HUMAN",0.190018256019565
"ACRBP_HUMAN",0.423984082433392
"ASPX_HUMAN",0.145975079753205
"ACBG2_HUMAN",0.38140590808329
"ACSF2_HUMAN",0.354645767030335
"ACSF3_HUMAN",0.357796895763463
"ACSL1_HUMAN",0.631140270364776
"ACSL3_HUMAN",0.0531889197703634
"ACSL4_HUMAN",0.286414861494424
"ACSL5_HUMAN",0.411693992179507
"ACSL6_HUMAN",-0.100843237994226
"ACSM1_HUMAN",0.421539816039984
"ACS2A_HUMAN",0.389293531557582
"ACSM3_HUMAN",0.346932929795074
"ACSM4_HUMAN",-0.11904038017135
"ACSM5_HUMAN",0.323683753192959
"ACSM6_HUMAN",-0.592977344946889
"ACS2L_HUMAN",-0.517529776987508
"ACSA_HUMAN",0.307135611967051
"ACSS3_HUMAN",0.410389055088029
"ACTS_HUMAN",0.238131244932983
"ACTA_HUMAN",0.209391646451578
"ACTC_HUMAN",0.297368081321629
"ACTH_HUMAN",0.0096385845015589
"ACL10_HUMAN",-0.0295713540382565
"ACL6A_HUMAN",0.666130690830191
"ACL6B_HUMAN",-0.0882410897948495
"ACL7A_HUMAN",-0.322165022729588
"ACL7B_HUMAN",-0.490518726444994
"ACTL8_HUMAN",0.0908213047009651
"ACTL9_HUMAN",0.0641415481553881
"ACTN1_HUMAN",0.262971898742523
"ACTN2_HUMAN",0.173699268325489
"ACTN3_HUMAN",0.488617099645124
"ACTN4_HUMAN",0.473743956973129
"ARP10_HUMAN",0.171475555934836
"ACTZ_HUMAN",0.318963185622485
"ACTY_HUMAN",0.0957621911605905
"ARP2_HUMAN",0.12946345116028
"ARP3_HUMAN",0.199846208279371
"ARP3B_HUMAN",-0.250216350551206
"ARP5_HUMAN",-0.0848324221916769
"ARP6_HUMAN",-0.210205490616733
"ARP8_HUMAN",0.0627415404518456
"ACTT1_HUMAN",-0.583624516551467
"ACTT2_HUMAN",-0.434682029221651
