"","IDs","Slide_19.B.01576_Glo_ROI_1","Slide_19.B.01576_Glo_ROI_5","Slide_19.B.01576_Glo_ROI_6","Slide_19.B.01576_Glo_ROI_7","Z_scores_Slide_19.B.01576_Glo_ROI_1","Z_scores_Slide_19.B.01576_Glo_ROI_5","Z_scores_Slide_19.B.01576_Glo_ROI_6","Z_scores_Slide_19.B.01576_Glo_ROI_7","hclust_clusters"
"ACSF4_HUMAN","AASDH@ACSF4_HUMAN",3.56071495447448,2.48542682717024,3.05311133645956,3.56071495447448,0.772362561376109,-1.32635908444198,-0.218366038310238,0.772362561376109,2
"ADPPT_HUMAN","AASDHPPT@ADPPT_HUMAN",3.88752527074159,3.23266075679027,3.78659636189081,3.73335434061383,0.779075915325017,-1.46360169716744,0.433430366496629,0.251095415345791,1
"AASS_HUMAN","AASS@AASS_HUMAN",4.26303440583379,4.81762325751143,4.54843662469604,4.37155886261196,-0.979346594265994,1.31111544864481,0.199369759820541,-0.531138614199355,4
"AATF_HUMAN","AATF@AATF_HUMAN",3.88752527074159,3.90689059560852,2.4594316186373,3.15380533607904,0.775611489751956,0.803654115073049,-1.29238868502317,-0.286876919801834,3
"LMTK1_HUMAN","AATK@LMTK1_HUMAN",4.01792190799726,1.92599941855622,3.4594316186373,4.26303440583379,0.573187791756462,-1.42084919686866,0.0408304504147733,0.806830954697425,1
"GABT_HUMAN","ABAT@GABT_HUMAN",4.26303440583379,4.23266075679027,3.63226821549951,3.15380533607904,0.833633591264496,0.776424059394978,-0.354430391974422,-1.25562725868505,3
"ABCA1_HUMAN","ABCA1@ABCA1_HUMAN",3.88752527074159,2.90689059560852,4.16188768237689,4.01792190799726,0.253055944408382,-1.47061786658278,0.735306180554664,0.482255741619736,1
"ABCAA_HUMAN","ABCA10@ABCAA_HUMAN",3.56071495447448,4.07895134139482,2.4594316186373,2.56071495447448,0.503310501241652,1.16237829664977,-0.897248005626507,-0.768440792264911,3
"ABCAC_HUMAN","ABCA12@ABCAC_HUMAN",2.88752527074159,0.925999418556223,3.4594316186373,3.15380533607904,0.245363661212587,-1.4684092126545,0.745034661889991,0.47801088955192,1
"ABCAD_HUMAN","ABCA13@ABCAD_HUMAN",3.73335434061383,2.90689059560852,1.48542682717024,2.88752527074159,1.05080676524875,0.164679331838579,-1.35940209148347,0.143915994396139,2
"ABCA2_HUMAN","ABCA2@ABCA2_HUMAN",3.73335434061383,4.07895134139482,3.63226821549951,3.88752527074159,-0.512000703187226,1.26330887801296,-1.03127363100863,0.279965456182895,4
"ABCA3_HUMAN","ABCA3@ABCA3_HUMAN",3.15380533607904,3.90689059560852,3.4594316186373,3.36457243229586,-1.00016038542901,1.37311639357326,-0.0370081390266696,-0.335947869117585,4
"ABCA4_HUMAN","ABCA4@ABCA4_HUMAN",2.88752527074159,3.23266075679027,3.4594316186373,2.13750352374994,-0.0722584737459328,0.525010128191627,0.917444754854269,-1.37019640929996,3
"ABCA5_HUMAN","ABCA5@ABCA5_HUMAN",2.88752527074159,2.90689059560852,3.4594316186373,4.14567745519564,-0.779556780324233,-0.746905811225311,0.184707781253409,1.34175481029614,1
"ABCA6_HUMAN","ABCA6@ABCA6_HUMAN",2.13750352374994,2.90689059560852,2.78659636189081,3.15380533607904,-1.40371837382379,0.370572536028275,0.0931608492457531,0.939984988549758,4
"ABCA7_HUMAN","ABCA7@ABCA7_HUMAN",3.15380533607904,3.23266075679027,3.26303440583379,2.56071495447448,0.30579572504926,0.543951772435823,0.635685075430934,-1.48543257291601,3
"ABCA8_HUMAN","ABCA8@ABCA8_HUMAN",3.88752527074159,2.48542682717024,1.48542682717024,3.88752527074159,0.811748668736576,-0.384983865116606,-1.23851347235655,0.811748668736576,2
"ABCA9_HUMAN","ABCA9@ABCA9_HUMAN",3.15380533607904,3.49825086752783,3.4594316186373,4.01792190799726,-1.05593412212274,-0.095124243377765,-0.20340817919368,1.35446654469418,1
"MDR1_HUMAN","ABCB1@MDR1_HUMAN",3.15380533607904,3.49825086752783,3.63226821549951,4.88264304936184,-0.845314370634206,-0.388897872333615,-0.211314704349149,1.44552694731697,1
"ABCBA_HUMAN","ABCB10@ABCBA_HUMAN",3.73335434061383,3.90689059560852,4.37155886261196,4.01792190799726,-1.01690242437322,-0.373034522332749,1.35101433552372,0.0389226111822459,3
"ABCBB_HUMAN","ABCB11@ABCBB_HUMAN",3.15380533607904,2.48542682717024,3.26303440583379,4.56071495447448,-0.244272753351795,-1.01461636066023,-0.11838014235926,1.37726925637129,1
"MDR3_HUMAN","ABCB4@MDR3_HUMAN",2.56071495447448,0.925999418556223,2.4594316186373,2.13750352374994,0.717906824982671,-1.45617216823629,0.583205729918405,0.155059613335212,1
"ABCB5_HUMAN","ABCB5@ABCB5_HUMAN",3.73335434061383,3.71149490665009,3.26303440583379,3.56071495447448,0.766680298600869,0.665845614046809,-1.40284350250483,-0.0296824101428434,3
"ABCB6_HUMAN","ABCB6@ABCB6_HUMAN",4.01792190799726,2.48542682717024,3.78659636189081,3.56071495447448,0.819320114791699,-1.44198281830015,0.477983204511172,0.14467949899728,1
"ABCB7_HUMAN","ABCB7@ABCB7_HUMAN",4.01792190799726,2.90689059560852,3.4594316186373,3.73335434061383,1.03168173046411,-1.31464048465588,-0.147761331349055,0.430720085540828,2
"MITOS_HUMAN","ABCB8@MITOS_HUMAN",3.15380533607904,3.23266075679027,2.4594316186373,3.36457243229586,0.249906120745491,0.444657387841818,-1.46500656490695,0.770443056319645,2
"ABCB9_HUMAN","ABCB9@ABCB9_HUMAN",3.36457243229586,3.71149490665009,3.05311133645956,4.14567745519564,-0.434970087532057,0.304227110759251,-1.09860875737461,1.22935173414741,4
"MRP1_HUMAN","ABCC1@MRP1_HUMAN",0.584962500721156,0.925999418556223,0.485426827170242,0.584962500721156,-0.312985391107086,1.45494873986531,-0.828977957651134,-0.312985391107086,4
"MRP7_HUMAN","ABCC10@MRP7_HUMAN",2.13750352374994,1.92599941855622,3.63226821549951,2.88752527074159,-0.65478036509271,-0.927224054652971,1.27066314945127,0.311341270294409,1
"MRP8_HUMAN","ABCC11@MRP8_HUMAN",4.26303440583379,3.49825086752783,3.63226821549951,3.73335434061383,1.4366994380779,-0.846174187168294,-0.446133321111359,-0.144391929798249,2
"MRP9_HUMAN","ABCC12@MRP9_HUMAN",3.36457243229586,3.71149490665009,3.26303440583379,3.36457243229586,-0.312497540439455,1.45472806640109,-0.829732985522175,-0.312497540439455,4
"MRP2_HUMAN","ABCC2@MRP2_HUMAN",4.14567745519564,4.07895134139482,4.16188768237689,3.88752527074159,0.613011590931314,0.0829421083906722,0.741784963819267,-1.43773866314126,3
"MRP3_HUMAN","ABCC3@MRP3_HUMAN",4.46597446450407,4.49185309632967,3.78659636189081,4.37155886261196,0.562659802483938,0.640534237180801,-1.48173674996775,0.278542710303014,2
"MRP4_HUMAN","ABCC4@MRP4_HUMAN",1.58496250072116,2.48542682717024,3.26303440583379,2.13750352374994,-1.11402425636647,0.16750158294173,1.27417974400664,-0.327657070581899,3
"MRP5_HUMAN","ABCC5@MRP5_HUMAN",4.64961545906341,3.23266075679027,3.92599941855622,2.88752527074159,1.24967165248688,-0.565221473561512,0.322834841325576,-1.00728502025095,1
"MRP6_HUMAN","ABCC6@MRP6_HUMAN",3.73335434061383,4.81762325751143,3.26303440583379,3.88752527074159,-0.294779503623655,1.36964943785938,-1.01675363661287,-0.0581162976228545,4
"ABCC8_HUMAN","ABCC8@ABCC8_HUMAN",2.56071495447448,3.49825086752783,3.92599941855622,4.56071495447448,-1.28132501971632,-0.164580078503896,0.344932169316234,1.10097292890398,1
"ABCC9_HUMAN","ABCC9@ABCC9_HUMAN",2.56071495447448,1.92599941855622,2.03562390973072,2.56071495447448,0.85839053024142,-1.02066004427196,-0.69612101621088,0.85839053024142,2
"ABCD1_HUMAN","ABCD1@ABCD1_HUMAN",3.36457243229586,3.71149490665009,4.16188768237689,3.56071495447448,-0.987592108825978,0.0348577487040874,1.36225526087632,-0.409520900754433,3
"ABCD2_HUMAN","ABCD2@ABCD2_HUMAN",3.36457243229586,2.48542682717024,3.4594316186373,3.15380533607904,0.566354535186846,-1.43517841975972,0.782318519349268,0.0865053652236025,1
"ABCD3_HUMAN","ABCD3@ABCD3_HUMAN",3.15380533607904,3.71149490665009,3.78659636189081,3.15380533607904,-0.862599307599407,0.753765172062567,0.971433443136243,-0.862599307599407,3
"ABCD4_HUMAN","ABCD4@ABCD4_HUMAN",3.15380533607904,3.71149490665009,3.4594316186373,2.88752527074159,-0.415992195471262,1.13831669921868,0.435803632349054,-1.15812813609646,3
"ABCE1_HUMAN","ABCE1@ABCE1_HUMAN",3.88752527074159,3.71149490665009,4.16188768237689,3.73335434061383,0.0672544564030777,-0.780815984806768,1.38906420603245,-0.675502677628753,1
"ABCF1_HUMAN","ABCF1@ABCF1_HUMAN",4.01792190799726,3.90689059560852,4.37155886261196,4.26303440583379,-0.568499514897696,-1.08618579347957,1.08034165490253,0.574343653474734,1
"ABCF2_HUMAN","ABCF2@ABCF2_HUMAN",3.56071495447448,4.23266075679027,2.78659636189081,4.37155886261196,-0.243920408280893,0.681198679039712,-1.30970857658371,0.872430305824889,4
"ABCF3_HUMAN","ABCF3@ABCF3_HUMAN",3.15380533607904,4.07895134139482,4.54843662469604,2.88752527074159,-0.65954969117837,0.529017312670592,1.13218126011048,-1.0016488816027,3
"ABCG1_HUMAN","ABCG1@ABCG1_HUMAN",3.15380533607904,2.90689059560852,2.03562390973072,3.15380533607904,0.642874820172165,0.177749290597935,-1.46349893094226,0.642874820172165,2
"ABCG2_HUMAN","ABCG2@ABCG2_HUMAN",3.15380533607904,1.92599941855622,2.78659636189081,3.36457243229586,0.545416505244609,-1.38968677563828,-0.0333291096608336,0.877599380054505,1
"ABCG4_HUMAN","ABCG4@ABCG4_HUMAN",3.15380533607904,3.23266075679027,3.26303440583379,3.36457243229586,-1.14375304136174,-0.239244895698395,0.109154906440593,1.27384303061954,1
"ABCG5_HUMAN","ABCG5@ABCG5_HUMAN",4.01792190799726,3.49825086752783,2.78659636189081,3.36457243229586,1.18810509017604,0.160925487229834,-1.24572782921199,-0.103302748193878,2
"ABCG8_HUMAN","ABCG8@ABCG8_HUMAN",4.14567745519564,1.92599941855622,2.03562390973072,4.01792190799726,0.917215168178795,-0.909753529314658,-0.819523995774884,0.812062356910747,2
"ABHD1_HUMAN","ABHD1@ABHD1_HUMAN",2.88752527074159,2.48542682717024,3.4594316186373,3.56071495447448,-0.417541672771611,-1.2141885867186,0.715532663630211,0.916197595859997,1
"ABHDA_HUMAN","ABHD10@ABHDA_HUMAN",4.01792190799726,3.49825086752783,4.04439411935845,3.73335434061383,0.752115758171729,-1.25801366045888,0.854512402759175,-0.348614500472023,1
"ABHDB_HUMAN","ABHD11@ABHDB_HUMAN",3.73335434061383,3.49825086752783,3.63226821549951,3.15380533607904,0.905592907070246,-0.024401905940168,0.505728239867966,-1.38691924099805,3
"ABD12_HUMAN","ABHD12@ABD12_HUMAN",3.73335434061383,4.07895134139482,3.63226821549951,2.88752527074159,0.299724094652714,0.988768591705581,0.0981805682881577,-1.38667325464645,3
"AB12B_HUMAN","ABHD12B@AB12B_HUMAN",3.56071495447448,3.23266075679027,2.78659636189081,3.15380533607904,1.18687436232292,0.15483233612589,-1.24846384229874,-0.0932428561500772,2
"ABHDD_HUMAN","ABHD13@ABHDD_HUMAN",3.36457243229586,3.49825086752783,3.26303440583379,3.56071495447448,-0.426870809857334,0.573001088945262,-1.18634274071227,1.04021246162435,4
"ABHEA_HUMAN","ABHD14A@ABHEA_HUMAN",3.36457243229586,4.07895134139482,3.78659636189081,3.36457243229586,-0.81383552104646,1.23257588137261,0.395095160720306,-0.81383552104646,4
"ABHEB_HUMAN","ABHD14B@ABHEB_HUMAN",4.88264304936184,3.23266075679027,4.4594316186373,4.64961545906341,0.783098432688042,-1.45796757369955,0.208277263284314,0.466591877727193,1
"ABH15_HUMAN","ABHD15@ABH15_HUMAN",2.13750352374994,4.23266075679027,3.26303440583379,3.15380533607904,-1.23655465130874,1.20931042375543,0.0773785619042288,-0.0501343343509269,4
"ABHGA_HUMAN","ABHD16A@ABHGA_HUMAN",4.37155886261196,4.23266075679027,4.71149490665009,4.64961545906341,-0.527305062333119,-1.13880587520738,0.969268026441994,0.696842911098513,1
"ABHGB_HUMAN","ABHD16B@ABHGB_HUMAN",3.15380533607904,3.49825086752783,3.26303440583379,2.13750352374994,0.233962088645528,0.80689702224862,0.415648724451904,-1.45650783534605,3
"AB17A_HUMAN","ABHD17A@AB17A_HUMAN",4.56071495447448,4.99548451887751,5.10433665981474,5.08321336824898,-1.47406495570697,0.233931536593239,0.661558238465612,0.578575180648119,4
"AB17B_HUMAN","ABHD17B@AB17B_HUMAN",4.37155886261196,4.07895134139482,2.03562390973072,3.88752527074159,0.735883093938297,0.459167057498728,-1.47318746874991,0.27813731731288,2
"AB17C_HUMAN","ABHD17C@AB17C_HUMAN",2.56071495447448,3.23266075679027,3.78659636189081,3.88752527074159,-1.32225389445046,-0.220135660313267,0.688423525286341,0.853966029477383,1
"ABD18_HUMAN","ABHD18@ABD18_HUMAN",2.56071495447448,3.90689059560852,3.92599941855622,4.01792190799726,-1.49636329068659,0.43650185188875,0.463938671173452,0.595922767624387,4
"ABHD2_HUMAN","ABHD2@ABHD2_HUMAN",4.73335434061383,4.07895134139482,4.27052894238072,3.56071495447448,1.17952117825086,-0.168822516037142,0.225907414241963,-1.23660607645568,1
"ABHD3_HUMAN","ABHD3@ABHD3_HUMAN",4.37155886261196,3.23266075679027,3.26303440583379,4.14567745519564,1.04634340424756,-0.880922367502707,-0.829523481276186,0.664102444531338,2
"ABHD4_HUMAN","ABHD4@ABHD4_HUMAN",3.36457243229586,4.23266075679027,4.37155886261196,4.01792190799726,-1.417890977506,0.529337004452908,0.84090239551447,0.0476515775386263,4
"ABHD5_HUMAN","ABHD5@ABHD5_HUMAN",4.46597446450407,3.49825086752783,3.92599941855622,4.46597446450407,0.80374417987737,-1.25980402970687,-0.347684330047867,0.80374417987737,2
"ABHD6_HUMAN","ABHD6@ABHD6_HUMAN",3.36457243229586,0.925999418556223,4.04439411935845,4.14567745519564,0.162580487414537,-1.45953739975155,0.614792052315176,0.682164860021841,1
"ABHD8_HUMAN","ABHD8@ABHD8_HUMAN",3.56071495447448,4.07895134139482,3.63226821549951,3.15380533607904,-0.120636066749018,1.24677402210866,0.0681632022442986,-1.19430115760394,3
"ABI1_HUMAN","ABI1@ABI1_HUMAN",4.14567745519564,3.71149490665009,4.27052894238072,4.8073549220576,-0.195205323110331,-1.15738053879976,0.0814732467996492,1.27111261511044,1
"ABI2_HUMAN","ABI2@ABI2_HUMAN",4.56071495447448,5.15785216914174,4.85299758761332,4.56071495447448,-0.779297775205877,1.31351678939233,0.245078761019428,-0.779297775205877,4
"ABI3_HUMAN","ABI3@ABI3_HUMAN",2.88752527074159,3.23266075679027,3.26303440583379,2.88752527074159,-0.864491045070721,0.791618100948354,0.937363989193091,-0.864491045070721,3
"TARSH_HUMAN","ABI3BP@TARSH_HUMAN",3.73335434061383,2.90689059560852,2.78659636189081,3.36457243229586,1.2303072839527,-0.668483829545991,-0.944858471953153,0.383035017546443,2
"ABITM_HUMAN","ABITRAM@ABITM_HUMAN",5.20554891117303,4.60880924267552,4.85299758761332,4.64961545906341,1.38013851802167,-0.808461075657538,0.0871229465303229,-0.658800388894456,1
"ABL1_HUMAN","ABL1@ABL1_HUMAN",4.14567745519564,3.90689059560852,2.4594316186373,2.88752527074159,0.98700688745757,0.690845295985748,-1.10440321539047,-0.57344896805285,3
"ABL2_HUMAN","ABL2@ABL2_HUMAN",3.73335434061383,3.90689059560852,2.78659636189081,4.01792190799726,0.217348018163598,0.52609612242413,-1.46708231101003,0.723638170422298,2
"ABLM2_HUMAN","ABLIM2@ABLM2_HUMAN",2.56071495447448,3.90689059560852,2.03562390973072,4.01792190799726,-0.577945500737344,0.788018666623616,-1.11075528410103,0.900682118214762,4
"ABLM3_HUMAN","ABLIM3@ABLM3_HUMAN",3.73335434061383,4.37155886261196,4.27052894238072,4.01792190799726,-1.27985641810344,0.958061331891696,0.603791432552507,-0.281996346340758,4
"BGAT_HUMAN","ABO@BGAT_HUMAN",4.37155886261196,4.37155886261196,4.37155886261196,5.20554891117303,-0.499999999999999,-0.499999999999999,-0.499999999999999,1.5,1
"ABR_HUMAN","ABR@ABR_HUMAN",3.88752527074159,3.23266075679027,3.26303440583379,4.46597446450407,0.298958375289848,-0.818322283883511,-0.766501044677739,1.2858649532714,2
"ABRA_HUMAN","ABRA@ABRA_HUMAN",3.56071495447448,2.90689059560852,2.78659636189081,3.73335434061383,0.667763290372764,-0.723453678231252,-0.979417496195408,1.03510788405389,2
"ABRAL_HUMAN","ABRACL@ABRAL_HUMAN",2.88752527074159,3.90689059560852,4.4594316186373,3.36457243229586,-1.12939272098013,0.371447107069303,1.18496857357693,-0.427022959666105,3
"ABRX1_HUMAN","ABRAXAS1@ABRX1_HUMAN",4.14567745519564,3.71149490665009,3.63226821549951,3.15380533607904,1.19301446410795,0.124706755956504,-0.0702307999886179,-1.24749042007584,3
"ABRX2_HUMAN","ABRAXAS2@ABRX2_HUMAN",1.58496250072116,4.07895134139482,3.78659636189081,2.88752527074159,-1.33779961232642,0.887178137928408,0.626357674755472,-0.175736200357458,4
