"","IDs","Slide_19.B.01576_Glo_ROI_1","Slide_19.B.01576_Glo_ROI_5","Slide_19.B.01576_Glo_ROI_6","Slide_19.B.01576_Glo_ROI_7","Z_scores_Slide_19.B.01576_Glo_ROI_1","Z_scores_Slide_19.B.01576_Glo_ROI_5","Z_scores_Slide_19.B.01576_Glo_ROI_6","Z_scores_Slide_19.B.01576_Glo_ROI_7","hclust_clusters"
"DOCK1_HUMAN","DOCK1@DOCK1_HUMAN",4.01792190799726,3.90689059560852,4.16188768237689,4.26303440583379,-0.44317053497918,-1.15104817034411,0.474680022208921,1.11953868311438,1
"DOC10_HUMAN","DOCK10@DOC10_HUMAN",3.73335434061383,3.71149490665009,3.26303440583379,3.88752527074159,0.314277648617065,0.232978713781554,-1.43492179510829,0.887665432709663,2
"DOC11_HUMAN","DOCK11@DOC11_HUMAN",3.88752527074159,3.23266075679027,4.04439411935845,4.01792190799726,0.240876890024566,-1.47557734906814,0.652043160991616,0.582657298051955,1
"DOCK2_HUMAN","DOCK2@DOCK2_HUMAN",2.88752527074159,3.23266075679027,3.26303440583379,2.88752527074159,-0.864491045070721,0.791618100948354,0.937363989193091,-0.864491045070721,3
"DOCK3_HUMAN","DOCK3@DOCK3_HUMAN",2.88752527074159,2.90689059560852,3.4594316186373,2.56071495447448,-0.177383668924619,-0.125427611217996,1.35700831356125,-1.05419703341863,3
"DOCK4_HUMAN","DOCK4@DOCK4_HUMAN",2.56071495447448,3.23266075679027,2.78659636189081,2.13750352374994,-0.259889903878464,1.21188526837176,0.234862271315644,-1.18685763580894,3
"DOCK5_HUMAN","DOCK5@DOCK5_HUMAN",4.64961545906341,4.71699089440494,4.63226821549951,4.64961545906341,-0.33368262599207,1.46386482821527,-0.796499576231126,-0.33368262599207,4
"DOCK6_HUMAN","DOCK6@DOCK6_HUMAN",4.01792190799726,4.07895134139482,3.4594316186373,4.26303440583379,0.182168309597618,0.358394995601069,-1.43051080898242,0.889947503783738,2
"DOCK7_HUMAN","DOCK7@DOCK7_HUMAN",3.36457243229586,3.23266075679027,4.27052894238072,3.36457243229586,-0.40397575432926,-0.679355764564292,1.48730727322281,-0.40397575432926,3
"DOCK8_HUMAN","DOCK8@DOCK8_HUMAN",3.56071495447448,3.71149490665009,3.63226821549951,3.36457243229586,-0.0440927009059656,0.971274985010438,0.437754308716005,-1.36493659282047,3
"DOCK9_HUMAN","DOCK9@DOCK9_HUMAN",4.56071495447448,4.23266075679027,4.27052894238072,4.46597446450407,1.13708262454003,-0.955679371546412,-0.71410617960477,0.532702926611147,2
"DOHH_HUMAN","DOHH@DOHH_HUMAN",3.88752527074159,4.49185309632967,4.16188768237689,3.56071495447448,-0.348149763312863,1.17679493173818,0.344169018695112,-1.17281418712043,3
"DOK1_HUMAN","DOK1@DOK1_HUMAN",2.56071495447448,3.23266075679027,3.92599941855622,4.01792190799726,-1.2851865578611,-0.296671774622679,0.72331453168998,0.858543800793801,1
"DOK2_HUMAN","DOK2@DOK2_HUMAN",3.36457243229586,3.90689059560852,3.4594316186373,2.56071495447448,0.0743496078405701,1.04197887979913,0.243601776820998,-1.3599302644607,3
"DOK3_HUMAN","DOK3@DOK3_HUMAN",4.26303440583379,3.71149490665009,3.4594316186373,3.36457243229586,1.39759143366447,0.0294241949058089,-0.595852386849986,-0.8311632417203,3
"DOK4_HUMAN","DOK4@DOK4_HUMAN",3.56071495447448,4.60880924267552,3.63226821549951,3.56071495447448,-0.545391390515451,1.49675696814754,-0.40597418711664,-0.545391390515451,4
"DOK5_HUMAN","DOK5@DOK5_HUMAN",2.56071495447448,2.90689059560852,3.63226821549951,3.56071495447448,-1.16559943513948,-0.498027266225837,0.90080573486493,0.762820966500391,1
"DOK6_HUMAN","DOK6@DOK6_HUMAN",3.56071495447448,4.07895134139482,4.54843662469604,4.46597446450407,-1.3366364036759,-0.187517999931404,0.853501490295078,0.67065291331222,4
"DOK7_HUMAN","DOK7@DOK7_HUMAN",1.58496250072116,3.71149490665009,3.63226821549951,3.88752527074159,-1.49272772775779,0.467826561492775,0.394783597874951,0.630117568390067,4
"DOLK_HUMAN","DOLK@DOLK_HUMAN",3.56071495447448,3.90689059560852,3.78659636189081,3.56071495447448,-0.830096727561945,1.17920823665596,0.480985218467926,-0.830096727561945,4
"DOPP1_HUMAN","DOLPP1@DOPP1_HUMAN",3.36457243229586,4.07895134139482,3.4594316186373,3.73335434061383,-0.918531684585825,1.30954478513037,-0.622675356337885,0.231662255793338,4
"DONS_HUMAN","DONSON@DONS_HUMAN",4.14567745519564,2.48542682717024,2.78659636189081,2.88752527074159,1.45871695242509,-0.806012304042799,-0.39519032034646,-0.257514328035829,2
"DOP1_HUMAN","DOP1A@DOP1_HUMAN",4.14567745519564,4.60880924267552,4.04439411935845,3.56071495447448,0.129742555419044,1.20700150619544,-0.105845635771209,-1.23089842584328,3
"DOP2_HUMAN","DOP1B@DOP2_HUMAN",4.56071495447448,3.90689059560852,3.05311133645956,3.15380533607904,1.26307595634508,0.337345354566208,-0.871495485700375,-0.728925825210918,3
"DOT1L_HUMAN","DOT1L@DOT1L_HUMAN",3.73335434061383,4.07895134139482,3.63226821549951,4.01792190799726,-0.610865498985338,0.985217555261658,-1.0777151850354,0.703363128759075,4
"GPT_HUMAN","DPAGT1@GPT_HUMAN",3.15380533607904,3.49825086752783,4.04439411935845,3.15380533607904,-0.734263329894908,0.0848676687273226,1.38365899106249,-0.734263329894908,3
"DPCD_HUMAN","DPCD@DPCD_HUMAN",3.36457243229586,3.90689059560852,2.03562390973072,3.36457243229586,0.246754454537814,0.927223602468146,-1.42073251154378,0.246754454537814,4
"DPEP1_HUMAN","DPEP1@DPEP1_HUMAN",5.60584986719498,4.91169158187234,3.63226821549951,4.56071495447448,1.13039841502439,0.285042234424872,-1.27305837927595,-0.142382270173316,2
"DPEP2_HUMAN","DPEP2@DPEP2_HUMAN",3.73335434061383,3.23266075679027,3.78659636189081,2.56071495447448,0.711392067190714,-0.168038668260958,0.804907685207997,-1.34826108413775,3
"DP2NB_HUMAN","DPEP2NB@DP2NB_HUMAN",3.56071495447448,0.925999418556223,3.05311133645956,2.56071495447448,0.907137847832458,-1.40079651655301,0.46249180634065,0.0311668623799037,1
"DPEP3_HUMAN","DPEP3@DPEP3_HUMAN",2.88752527074159,3.23266075679027,3.4594316186373,2.13750352374994,-0.0722584737459328,0.525010128191627,0.917444754854269,-1.37019640929996,3
"DPF1_HUMAN","DPF1@DPF1_HUMAN",0.584962500721156,3.71149490665009,3.63226821549951,3.36457243229586,-1.49263386015668,0.59226934438125,0.539437657125575,0.360926858649853,4
"REQU_HUMAN","DPF2@REQU_HUMAN",4.37155886261196,3.90689059560852,3.26303440583379,4.46597446450407,0.67237077728014,-0.172731190387076,-1.34372600865235,0.844086421759285,2
"DPF3_HUMAN","DPF3@DPF3_HUMAN",2.56071495447448,3.23266075679027,1.48542682717024,2.56071495447448,0.139517354095413,1.06922985513091,-1.34826456332174,0.139517354095413,3
"DPH1_HUMAN","DPH1@DPH1_HUMAN",3.15380533607904,3.90689059560852,3.4594316186373,3.56071495447448,-1.18029784508091,1.24560847491738,-0.195786833832466,0.130476203996001,4
"DPH2_HUMAN","DPH2@DPH2_HUMAN",3.36457243229586,3.23266075679027,2.78659636189081,2.88752527074159,1.07914493712088,0.599415793176431,-1.02280672419405,-0.655754006103266,3
"DPH3_HUMAN","DPH3@DPH3_HUMAN",4.14567745519564,3.90689059560852,3.4594316186373,3.36457243229586,1.15328574658982,0.507641544341303,-0.702221070063252,-0.958706220867872,3
"DPH5_HUMAN","DPH5@DPH5_HUMAN",4.26303440583379,2.90689059560852,2.03562390973072,3.73335434061383,1.05476882056823,-0.336271006509531,-1.22995694964025,0.511459135581555,2
"DPH6_HUMAN","DPH6@DPH6_HUMAN",4.14567745519564,3.49825086752783,3.63226821549951,3.73335434061383,1.40804273402146,-0.909852243457322,-0.430047824430302,-0.0681426661338341,2
"DPH7_HUMAN","DPH7@DPH7_HUMAN",2.56071495447448,4.07895134139482,3.92599941855622,2.56071495447448,-0.863598982930245,0.955215539096111,0.771982426764379,-0.863598982930245,3
"DPM1_HUMAN","DPM1@DPM1_HUMAN",4.73335434061383,5.07895134139482,4.54843662469604,4.01792190799726,0.313121786094615,1.09338919398032,-0.104373928698204,-1.30213705137673,3
"DPM2_HUMAN","DPM2@DPM2_HUMAN",3.73335434061383,4.23266075679027,3.78659636189081,4.64961545906341,-0.855792569949973,0.307878293641192,-0.731708066183397,1.27962234249218,4
"DPM3_HUMAN","DPM3@DPM3_HUMAN",4.95419631038687,4.37155886261196,3.78659636189081,3.73335434061383,1.29536482476941,0.279265337065772,-0.740888962282022,-0.833741199553158,3
"DPP10_HUMAN","DPP10@DPP10_HUMAN",1.58496250072116,3.71149490665009,3.05311133645956,2.88752527074159,-1.37498789215125,1.01325847943345,0.273847140939576,0.0878822717782288,4
"DPP3_HUMAN","DPP3@DPP3_HUMAN",2.88752527074159,2.48542682717024,3.63226821549951,2.88752527074159,-0.179008760082515,-1.01928658232162,1.37730410248665,-0.179008760082515,1
"DPP4_HUMAN","DPP4@DPP4_HUMAN",3.88752527074159,4.71699089440494,4.63226821549951,4.14567745519564,-1.15745376787673,0.938352115166417,0.724283823712743,-0.505182171002428,4
"DPP6_HUMAN","DPP6@DPP6_HUMAN",3.56071495447448,4.07895134139482,2.78659636189081,3.56071495447448,0.12007668584799,1.09283847154412,-1.3329918432401,0.12007668584799,3
"DPP2_HUMAN","DPP7@DPP2_HUMAN",2.56071495447448,3.49825086752783,1.48542682717024,3.73335434061383,-0.252785585579619,0.663239160772756,-1.30340190902443,0.892948333831295,4
"DPP8_HUMAN","DPP8@DPP8_HUMAN",5.36806987653208,4.49185309632967,4.92124588858559,4.73335434061383,1.32060929432807,-1.04360737835505,0.114984446771698,-0.391986362744714,1
"DPP9_HUMAN","DPP9@DPP9_HUMAN",3.36457243229586,4.37155886261196,3.4594316186373,3.36457243229586,-0.562477013977144,1.49373380858039,-0.368779780626101,-0.562477013977144,4
"DPPA2_HUMAN","DPPA2@DPPA2_HUMAN",3.56071495447448,3.90689059560852,2.03562390973072,3.15380533607904,0.487683153448161,0.913515829746134,-1.38834024049666,-0.012858742697634,3
"DPPA3_HUMAN","DPPA3@DPPA3_HUMAN",2.56071495447448,3.23266075679027,4.16188768237689,3.36457243229586,-1.17104229956725,-0.148119851719127,1.26646906014185,0.052693091144531,3
"DPPA4_HUMAN","DPPA4@DPPA4_HUMAN",4.01792190799726,4.07895134139482,3.26303440583379,3.15380533607904,0.798688520055884,0.92383435123255,-0.749269877127963,-0.973252994160472,3
"DPPA5_HUMAN","DPPA5@DPPA5_HUMAN",3.15380533607904,3.49825086752783,4.27052894238072,3.88752527074159,-1.13622700132505,-0.422991297094023,1.17614774315732,0.383070555261747,4
"DERM_HUMAN","DPT@DERM_HUMAN",3.73335434061383,2.90689059560852,3.78659636189081,3.88752527074159,0.342136509545441,-1.48494084116655,0.459839544638252,0.682964786982853,1
"D19L1_HUMAN","DPY19L1@D19L1_HUMAN",2.56071495447448,3.23266075679027,3.4594316186373,3.15380533607904,-1.41167312028871,0.341887279662439,0.933685608972998,0.136100231653274,4
"D19L2_HUMAN","DPY19L2@D19L2_HUMAN",2.56071495447448,1.92599941855622,2.4594316186373,2.88752527074159,0.256259010866684,-1.33373243180228,0.00253962296308371,1.07493379797251,2
"D19L3_HUMAN","DPY19L3@D19L3_HUMAN",3.56071495447448,3.90689059560852,3.05311133645956,3.73335434061383,-0.00760709074402846,0.931932071467523,-1.38527039611977,0.460945415396273,4
"D19L4_HUMAN","DPY19L4@D19L4_HUMAN",3.15380533607904,2.48542682717024,2.4594316186373,3.36457243229586,0.622781396608798,-0.822562611236893,-0.878776296125013,1.07855751075311,2
"DPY30_HUMAN","DPY30@DPY30_HUMAN",3.88752527074159,4.99548451887751,2.78659636189081,4.14567745519564,-0.0727882006352692,1.14367748363187,-1.28153503919259,0.21064575619599,4
"DPYD_HUMAN","DPYD@DPYD_HUMAN",4.01792190799726,3.71149490665009,4.04439411935845,4.37155886261196,-0.0682866848617222,-1.20424050378422,0.0298483014771558,1.24267888716878,1
"DPYS_HUMAN","DPYS@DPYS_HUMAN",4.37155886261196,3.49825086752783,2.03562390973072,3.73335434061383,0.973973711539008,0.089668950079221,-1.39137552712703,0.327732865508799,2
"DPYL2_HUMAN","DPYSL2@DPYL2_HUMAN",3.88752527074159,4.07895134139482,4.4594316186373,3.88752527074159,-0.707839165277664,0.00219943269591472,1.41347889785941,-0.707839165277664,3
"DPYL3_HUMAN","DPYSL3@DPYL3_HUMAN",4.46597446450407,3.90689059560852,4.92124588858559,4.46597446450407,0.0625087342027495,-1.28405910823435,1.15904163982885,0.0625087342027495,1
"DPYL4_HUMAN","DPYSL4@DPYL4_HUMAN",2.13750352374994,3.23266075679027,3.26303440583379,3.73335434061383,-1.41118016710741,0.208574479363026,0.253497580525332,0.949108107219056,4
"DPYL5_HUMAN","DPYSL5@DPYL5_HUMAN",4.46597446450407,3.90689059560852,3.26303440583379,3.88752527074159,1.19041494799849,0.0529666455110489,-1.256949756749,0.0135681632394672,2
"DQX1_HUMAN","DQX1@DQX1_HUMAN",3.36457243229586,2.90689059560852,3.26303440583379,4.14567745519564,-0.106257257140879,-0.982963327331558,-0.300757010067025,1.38997759453946,1
"DRAM1_HUMAN","DRAM1@DRAM1_HUMAN",2.56071495447448,4.07895134139482,4.16188768237689,3.88752527074159,-1.48229072078848,0.542321643198075,0.652919665233834,0.28704941235657,4
"DRAM2_HUMAN","DRAM2@DRAM2_HUMAN",3.36457243229586,3.71149490665009,3.05311133645956,3.15380533607904,0.150588515777175,1.34262129573439,-0.919598235915263,-0.573611575596301,3
"NC2A_HUMAN","DRAP1@NC2A_HUMAN",3.56071495447448,3.71149490665009,4.16188768237689,4.01792190799726,-1.09732794895838,-0.549988950642041,1.08496004064104,0.562356858959376,1
"DRAXI_HUMAN","DRAXIN@DRAXI_HUMAN",2.56071495447448,2.90689059560852,3.4594316186373,4.26303440583379,-0.992330881686922,-0.526099327867625,0.218066433974249,1.3003637755803,1
"DRC1_HUMAN","DRC1@DRC1_HUMAN",3.88752527074159,2.90689059560852,2.4594316186373,3.15380533607904,1.31503036084616,-0.326446937391146,-1.07544528633397,0.0868618628789555,2
"DRC3_HUMAN","DRC3@DRC3_HUMAN",3.15380533607904,2.90689059560852,2.78659636189081,4.01792190799726,-0.112438710683527,-0.556655803469438,-0.773073643405452,1.44216815755842,2
"DRC7_HUMAN","DRC7@DRC7_HUMAN",2.88752527074159,2.48542682717024,2.78659636189081,4.8073549220576,-0.334898283376131,-0.715084223518633,-0.430327034002923,1.48030954089769,1
"DRD1_HUMAN","DRD1@DRD1_HUMAN",3.56071495447448,2.90689059560852,2.03562390973072,2.88752527074159,1.14032035341641,0.0946797460165498,-1.29870949418962,0.0637093947566561,2
"DRD2_HUMAN","DRD2@DRD2_HUMAN",3.36457243229586,2.90689059560852,3.4594316186373,4.14567745519564,-0.204444401004816,-1.09925130745912,-0.0189866260288276,1.32268233449277,1
"DRD3_HUMAN","DRD3@DRD3_HUMAN",4.37155886261196,3.23266075679027,3.63226821549951,3.88752527074159,1.23777421317485,-1.14929779115238,-0.311741057561219,0.223264635538744,2
"DRD4_HUMAN","DRD4@DRD4_HUMAN",2.56071495447448,3.71149490665009,3.26303440583379,2.56071495447448,-0.819366308977522,1.21594883938589,0.422783778569155,-0.819366308977522,4
"DRD5_HUMAN","DRD5@DRD5_HUMAN",3.88752527074159,4.37155886261196,3.4594316186373,4.56071495447448,-0.367559252463444,0.608459383791131,-1.23077905690207,0.989878925574379,4
"DRG1_HUMAN","DRG1@DRG1_HUMAN",3.56071495447448,4.60880924267552,3.92599941855622,4.46597446450407,-1.19370924114218,0.964660794839508,-0.441468673896162,0.670517120198832,4
"DRG2_HUMAN","DRG2@DRG2_HUMAN",2.88752527074159,3.23266075679027,2.03562390973072,2.56071495447448,0.409233242754936,1.0869921117419,-1.26368573042109,-0.232539624075745,3
"DRGX_HUMAN","DRGX@DRGX_HUMAN",3.56071495447448,3.90689059560852,3.78659636189081,2.56071495447448,0.174701062500201,0.739984375268333,0.543551365943675,-1.45823680371221,3
"DRIC1_HUMAN","DRICH1@DRIC1_HUMAN",3.73335434061383,3.23266075679027,3.26303440583379,3.56071495447448,1.18476251079497,-0.890003303376812,-0.764141477455447,0.469382270037287,2
"RNC_HUMAN","DROSHA@RNC_HUMAN",3.56071495447448,3.90689059560852,3.26303440583379,3.73335434061383,-0.20140653095525,1.05976333116874,-1.28590148633774,0.427544686124255,4
"DRP2_HUMAN","DRP2@DRP2_HUMAN",3.88752527074159,2.48542682717024,1.48542682717024,3.73335434061383,0.874392935632891,-0.364486350694828,-1.24807572489891,0.738169139960843,2
"DSC1_HUMAN","DSC1@DSC1_HUMAN",3.73335434061383,2.90689059560852,2.78659636189081,2.56071495447448,1.43976441454918,-0.175943924160842,-0.411115034437664,-0.852705455950677,1
"DSC2_HUMAN","DSC2@DSC2_HUMAN",4.73335434061383,4.49185309632967,4.37155886261196,3.15380533607904,0.773562179051469,0.431226985177411,0.260706332400855,-1.46549549662974,3
"DSCAM_HUMAN","DSCAM@DSCAM_HUMAN",1.58496250072116,3.23266075679027,2.03562390973072,3.15380533607904,-1.11805521129178,0.891343093399761,-0.568465340744669,0.795177458636684,4
"DSCL1_HUMAN","DSCAML1@DSCL1_HUMAN",3.73335434061383,3.71149490665009,2.03562390973072,3.73335434061383,0.508582990800594,0.482722553891176,-1.49988853549236,0.508582990800594,2
"DCC1_HUMAN","DSCC1@DCC1_HUMAN",3.56071495447448,4.23266075679027,3.63226821549951,4.26303440583379,-0.957756622316092,0.822717304285752,-0.768159909040496,0.903199227070834,4
"DSE_HUMAN","DSE@DSE_HUMAN",3.15380533607904,3.23266075679027,3.26303440583379,4.46597446450407,-0.598730755435078,-0.472850264248553,-0.424363428134567,1.4959444478182,1
"DSEL_HUMAN","DSEL@DSEL_HUMAN",3.73335434061383,4.07895134139482,3.4594316186373,3.36457243229586,0.231662255793338,1.30954478513037,-0.622675356337885,-0.918531684585825,3
"DSG1_HUMAN","DSG1@DSG1_HUMAN",3.36457243229586,3.49825086752783,3.26303440583379,3.36457243229586,-0.0832878293990585,1.30235561871514,-1.13577995991702,-0.0832878293990585,4
"DSG2_HUMAN","DSG2@DSG2_HUMAN",4.01792190799726,4.23266075679027,5.04875931191986,3.88752527074159,-0.534946696479686,-0.122909617698271,1.44300575599106,-0.785149441813097,3
"DSG3_HUMAN","DSG3@DSG3_HUMAN",3.73335434061383,3.90689059560852,1.48542682717024,3.56071495447448,0.495830857504606,0.649001229843561,-1.48828418655733,0.343452099209162,2
"DSG4_HUMAN","DSG4@DSG4_HUMAN",3.15380533607904,3.90689059560852,3.26303440583379,4.14567745519564,-0.957326327864873,0.597961376230502,-0.731744128545911,1.09110908018028,4
"DSN1_HUMAN","DSN1@DSN1_HUMAN",2.88752527074159,4.37155886261196,4.4594316186373,3.15380533607904,-1.02108914301933,0.803390375142622,0.911421651827273,-0.69372288395056,3
"DESP_HUMAN","DSP@DESP_HUMAN",3.36457243229586,2.90689059560852,4.92124588858559,3.88752527074159,-0.468370285854981,-0.997030984724659,1.32971740595832,0.135683864621318,1
"DSPP_HUMAN","DSPP@DSPP_HUMAN",3.36457243229586,3.71149490665009,3.63226821549951,3.88752527074159,-1.30727594616303,0.287431962643418,-0.0767515086106889,1.0965954921303,4
"DYST_HUMAN","DST@DYST_HUMAN",4.37155886261196,5.49505552836802,4.78135971352466,3.56071495447448,-0.223612940176478,1.16736020877864,0.283751253605909,-1.22749852220807,3
"DEST_HUMAN","DSTN@DEST_HUMAN",5.14567745519564,5.43295940727611,5.95419631038687,5.64961545906341,-1.17022691455457,-0.329627011496943,1.19553559287801,0.304318333173513,4
"DUSTY_HUMAN","DSTYK@DUSTY_HUMAN",2.56071495447448,2.90689059560852,3.63226821549951,4.26303440583379,-1.02648571278268,-0.570923093906259,0.383664372471638,1.2137444342173,1
"A0A2R8Y6X2_HUMAN","DTD1@A0A2R8Y6X2_HUMAN",3.36457243229586,4.07895134139482,3.26303440583379,3.15380533607904,-0.240364234632978,1.46789077251253,-0.483166534519273,-0.744360003360278,3
"DTD2_HUMAN","DTD2@DTD2_HUMAN",2.88752527074159,2.90689059560852,3.26303440583379,3.73335434061383,-0.782006291061706,-0.733183004884864,0.16471627055833,1.35047302538824,1
"DTHD1_HUMAN","DTHD1@DTHD1_HUMAN",3.88752527074159,3.23266075679027,2.4594316186373,2.56071495447448,1.28408656894784,0.297623433746803,-0.867139694505235,-0.714570308189405,3
"DTL_HUMAN","DTL@DTL_HUMAN",3.73335434061383,4.23266075679027,3.26303440583379,4.14567745519564,-0.248396621427016,0.875766804570017,-1.30729843415714,0.679928251014142,4
"DTNA_HUMAN","DTNA@DTNA_HUMAN",2.56071495447448,3.49825086752783,3.4594316186373,3.88752527074159,-1.40830762046491,0.261389145328518,0.192254327749154,0.95466414738724,4
"DTNB_HUMAN","DTNB@DTNB_HUMAN",4.56071495447448,4.07895134139482,4.16188768237689,4.26303440583379,1.40062962233922,-0.890090047433606,-0.495739161503984,-0.0148004134016392,2
"DTBP1_HUMAN","DTNBP1@DTBP1_HUMAN",3.88752527074159,3.71149490665009,3.4594316186373,3.15380533607904,1.04871407202164,0.496764736503375,-0.293588479234407,-1.25189032929061,3
"DTWD1_HUMAN","DTWD1@DTWD1_HUMAN",4.14567745519564,4.07895134139482,3.4594316186373,2.88752527074159,0.850999584787939,0.738059972247753,-0.310529754678401,-1.27852980235729,3
"DTWD2_HUMAN","DTWD2@DTWD2_HUMAN",2.88752527074159,3.49825086752783,3.26303440583379,4.46597446450407,-0.95189809124962,-0.0451999612446549,-0.394408062373271,1.39150611486755,4
"DTX1_HUMAN","DTX1@DTX1_HUMAN",3.88752527074159,3.90689059560852,3.05311133645956,3.56071495447448,0.715552969437178,0.764094572610685,-1.37600967455072,-0.103637867497146,3
"DTX2_HUMAN","DTX2@DTX2_HUMAN",3.15380533607904,4.07895134139482,3.92599941855622,3.73335434061383,-1.40559436385886,0.878891103966842,0.501203211468719,0.0255000484233001,4
"DTX3_HUMAN","DTX3@DTX3_HUMAN",2.88752527074159,3.49825086752783,4.37155886261196,3.56071495447448,-1.13601402941172,-0.133404692236967,1.30027805285876,-0.0308593312100727,3
"DTX3L_HUMAN","DTX3L@DTX3L_HUMAN",3.36457243229586,4.23266075679027,4.16188768237689,3.73335434061383,-1.257285383312,0.888899949321833,0.713926815868086,-0.345541381877922,4
"DTX4_HUMAN","DTX4@DTX4_HUMAN",4.01792190799726,4.71699089440494,3.92599941855622,4.14567745519564,-0.517281259062352,1.45095539686515,-0.7760900701236,-0.157584067679195,4
"KTHY_HUMAN","DTYMK@KTHY_HUMAN",3.15380533607904,3.71149490665009,3.4594316186373,3.73335434061383,-1.33252547690032,0.727641300439059,-0.203508283762674,0.808392460223931,4
"DUOX1_HUMAN","DUOX1@DUOX1_HUMAN",3.56071495447448,3.90689059560852,3.63226821549951,3.88752527074159,-1.05616573000495,0.908103389363217,-0.650158361718912,0.798220702360648,4
"DUOX2_HUMAN","DUOX2@DUOX2_HUMAN",3.56071495447448,2.90689059560852,3.4594316186373,2.56071495447448,0.930105000806904,-0.455850533809918,0.715407891461711,-1.1896623584587,1
"DOXA1_HUMAN","DUOXA1@DOXA1_HUMAN",1.58496250072116,3.71149490665009,3.63226821549951,2.56071495447448,-1.27971619947951,0.834127943456408,0.755373969810904,-0.3097857137878,4
"DOXA2_HUMAN","DUOXA2@DOXA2_HUMAN",2.88752527074159,3.23266075679027,3.63226821549951,3.36457243229586,-1.26536124161035,-0.150512982626073,1.14028931857885,0.275584905657575,4
"DUPD1","DUPD1",3.15380533607904,1.92599941855622,3.05311133645956,3.73335434061383,0.247764065066907,-1.37694153375293,0.114519793627499,1.01465767505852,2
"DUS1L_HUMAN","DUS1L@DUS1L_HUMAN",4.64961545906341,3.71149490665009,3.92599941855622,4.26303440583379,1.24905596051242,-1.03919277839471,-0.515976782757036,0.306113600639333,2
"DUS2L_HUMAN","DUS2@DUS2L_HUMAN",3.88752527074159,2.90689059560852,3.4594316186373,3.88752527074159,0.757319725422709,-1.3514019309897,-0.163237519855713,0.757319725422709,2
"DUS3L_HUMAN","DUS3L@DUS3L_HUMAN",3.36457243229586,3.71149490665009,3.4594316186373,3.56071495447448,-1.07450048945097,1.26288303356006,-0.435388539227984,0.247005995118891,4
"DUS4L_HUMAN","DUS4L@DUS4L_HUMAN",3.56071495447448,1.92599941855622,0.485426827170242,2.13750352374994,1.21839996480935,-0.0805842194575784,-1.22529776220107,0.087482016849299,2
"DUS1_HUMAN","DUSP1@DUS1_HUMAN",5.20554891117303,4.60880924267552,4.98641093525204,5.14567745519564,0.815987426779348,-1.4080836745638,-0.000748019482903556,0.592844267267361,1
"DUS10_HUMAN","DUSP10@DUS10_HUMAN",4.01792190799726,2.90689059560852,3.92599941855622,3.73335434061383,0.733733484760024,-1.45837183456772,0.552367058969276,0.172271290838419,1
"DUS11_HUMAN","DUSP11@DUS11_HUMAN",4.46597446450407,4.49185309632967,4.78135971352466,4.64961545906341,-0.891641788419735,-0.715804446120243,1.25130395778361,0.356142276756369,1
"DUS12_HUMAN","DUSP12@DUS12_HUMAN",3.88752527074159,3.49825086752783,3.4594316186373,4.26303440583379,0.29280086094337,-0.739020611357771,-0.841915983396539,1.28813573381094,2
"DS13B_HUMAN","DUSP13@DS13B_HUMAN",3.36457243229586,3.90689059560852,3.05311133645956,2.56071495447448,0.253865408764297,1.21495248461317,-0.298100676991548,-1.17071721638592,3
"DUS14_HUMAN","DUSP14@DUS14_HUMAN",2.88752527074159,4.07895134139482,4.04439411935845,3.88752527074159,-1.48356406940748,0.628026399644498,0.566779879624251,0.288757790138733,4
"DUS15_HUMAN","DUSP15@DUS15_HUMAN",3.15380533607904,3.71149490665009,3.78659636189081,2.56071495447448,-0.262110136323068,0.716654401509798,0.848460060084317,-1.30300432527105,3
"DUS16_HUMAN","DUSP16@DUS16_HUMAN",3.15380533607904,4.07895134139482,3.92599941855622,3.73335434061383,-1.40559436385886,0.878891103966842,0.501203211468719,0.0255000484233001,4
"DUS18_HUMAN","DUSP18@DUS18_HUMAN",3.36457243229586,3.23266075679027,3.78659636189081,2.13750352374994,0.333300100869293,0.145602304849695,0.933800103229968,-1.41270250894896,3
"DUS19_HUMAN","DUSP19@DUS19_HUMAN",3.73335434061383,2.90689059560852,3.26303440583379,3.15380533607904,1.35419394995617,-1.03172025960168,-0.00357040717578812,-0.318903283178703,1
"DUS2_HUMAN","DUSP2@DUS2_HUMAN",3.88752527074159,3.90689059560852,3.26303440583379,3.73335434061383,0.632747352051922,0.697298464891705,-1.4488898301321,0.11884401318847,2
"DUS21_HUMAN","DUSP21@DUS21_HUMAN",4.01792190799726,3.49825086752783,3.26303440583379,3.36457243229586,1.43682595267589,-0.112370027007184,-0.813575921571753,-0.510880004096951,3
"DUS22_HUMAN","DUSP22@DUS22_HUMAN",3.73335434061383,4.07895134139482,4.16188768237689,4.01792190799726,-1.42258022604784,0.43494477662701,0.880713480222302,0.106921969198527,4
"DUS23_HUMAN","DUSP23@DUS23_HUMAN",3.15380533607904,4.71699089440494,3.92599941855622,3.36457243229586,-0.911342874866823,1.32670256055442,0.19422353236009,-0.609583218047692,4
"DUS26_HUMAN","DUSP26@DUS26_HUMAN",3.36457243229586,2.90689059560852,3.05311133645956,4.14567745519564,-0.00541034432301388,-0.833431617864226,-0.568894390575629,1.40773635276287,2
