"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"A1BG_HUMAN",0.0145739954387732,0.00201917393988204,0.00557771818387924,0.00190969224167984,0.00112725698643044
"A1CF_HUMAN",7.05285113747182e-05,0.00018133303804482,0.00160817844014593,0.0221670200505191,0.0201791021292691
"A2MG_HUMAN",0.00507134298583554,0.0229628940048782,4.58547056459208e-05,0.00242806946332321,0.00469566184781617
"A2ML1_HUMAN",4.23391268995637e-05,0.00477171631167474,1.29735566634003e-05,0.00356887952967023,0.000306789487802263
"A3LT2_HUMAN",0.000166910271545884,0.000329655216108228,0.00132805383790657,0.00761326118563769,0.00430059912983962
"A4GAT_HUMAN",0.000685918246516535,0.000569258813193178,0.00620423420255619,0.00935852637499863,0.0188040051403407
"A4GCT_HUMAN",0.00093664945342445,0.00314832275961561,8.45242684249706e-05,2.03295327012918e-06,0.000163179462211046
"AAAS_HUMAN",0.0010854962238292,0.00101668496484553,0.00457507446205088,0.0101175181935952,0.0172137011821051
"AACS_HUMAN",0.000130542895303222,0.0167046765131534,0.00993885355239826,0.0100188931010483,0.000788979793493811
"AAAD_HUMAN",0.00345982316501254,2.43655890419e-05,0.0202134821185135,0.0054555916022512,5.94737784211015e-06
"ADCL2_HUMAN",0.00914625706403501,2.407341768234e-05,0.00345268410450994,0.0061220025854706,0.00801850535056523
"ADCL3_HUMAN",0.0209424504107854,0.0012056380136466,0.00216170844909933,0.00231701620954768,0.000520496218418633
"ADCL4_HUMAN",0.00101912138702038,0.0164557663303746,0.0125976002677088,0.000456040428203088,0.00555839635784614
"AADAT_HUMAN",0.000353310782385863,0.0132952000228815,0.000207958802963106,0.00513729784206294,0.000221548260636787
"AAGAB_HUMAN",0.00627664481390252,0.000257624434156165,0.00300184941783039,0.0152205490497107,3.56807158095992e-05
"AAK1_HUMAN",0.00634917509371322,0.0206995607670589,0.000602127360999877,0.00357187161948991,0.0160620402571281
"AAMDC_HUMAN",0.00250720416443278,0.0110831196910069,0.00115405998165569,0.0204575849457783,0.00152294177972397
"AAMP_HUMAN",0.0170321884130044,0.00385837887326371,0.00370711085120324,8.41967244682375e-05,0.00102553443257158
"SNAT_HUMAN",0.000818008724067789,0.0006251598314932,0.000435719395551537,0.0176164184820984,0.0308634814288036
"AAR2_HUMAN",0.00018447908127184,0.00408216952828057,0.000732988556860675,2.66557695401266e-07,0.0114371463615441
"AARD_HUMAN",4.03845500690945e-05,0.00806882606274184,0.00278748454924961,0.00269398810494272,0.00877703601795178
