"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"A1BG_HUMAN",0.00517512805772281,0.005184893132417,0.000192719258003345,0.00215734965164094,0.0278996410015168
"A1CF_HUMAN",0.00962872664836906,0.00926688431857186,0.00185513064289059,0.00758116713455358,0.000690632525768604
"A2MG_HUMAN",0.000532998467267054,0.000284086914032971,0.00334120137698289,0.00382434140485591,0.0308600608271774
"A2ML1_HUMAN",0.0018490382209838,0.0134006055624436,0.000275927690476571,0.0094825909348406,0.00977665340624333
"A3LT2_HUMAN",0.000430392534363052,0.00764577314579174,0.00404238061026676,9.32369635387151e-05,0.000114094286228356
"A4GAT_HUMAN",0.00301826496140735,0.00128081456326434,0.000663682154466897,0.000377480029590968,0.0374618436970203
"A4GCT_HUMAN",9.21027179506773e-05,0.00146026315037472,0.00692307657038119,0.0106446862268401,1.10194345762144e-06
"AAAS_HUMAN",0.00145102562349304,0.00761748325084233,6.08913150103029e-09,0.013410184290885,1.31869984808239e-05
"AACS_HUMAN",0.0168155623041893,9.48404929845094e-05,0.00408965827308643,0.001637734035853,0.0107267220907629
"AAAD_HUMAN",2.91454811682511e-05,0.00110769987558489,0.0177055292028195,0.00126042177415392,0.000293944189539281
"ADCL2_HUMAN",0.000666149573360714,0.0158889284992433,0.00418418421691123,0.00897286555659237,0.000777781715145339
"ADCL3_HUMAN",0.00393286750027555,0.000109910310848576,0.0129786800024231,0.00805464740647022,0.000264573102810938
"ADCL4_HUMAN",0.0138840797838572,0.00259282869277108,0.00199589572308567,0.0133797218264767,0.00455373044353945
"AADAT_HUMAN",0.000937468159684784,0.0150239731024159,0.00042087985629585,0.00628284478111818,0.0167662902706198
"AAGAB_HUMAN",0.000762970113135085,0.000857094792727862,0.00887012023227688,0.00630008793804592,0.013883268053842
"AAK1_HUMAN",0.00029866024964656,0.00105444256703892,0.00335846381523169,0.0117847042152313,0.00455957081319089
"AAMDC_HUMAN",0.00102541722982742,0.0121973336811512,0.000541675028805903,0.0270616682067274,0.000582156260190731
"AAMP_HUMAN",0.00730867427553353,0.00113822210091365,0.000795273189498645,0.0104480092240947,0.00902120891758792
"SNAT_HUMAN",0.00515331102992862,1.94545247592305e-06,0.017860191131705,0.00140111032300066,0.00479148285024682
"AAR2_HUMAN",0.000301257055246577,0.0115456644376918,0.00186486806764504,0.0120014254226002,0.00061241151631674
"AARD_HUMAN",0.00244243370042012,0.00111478616429208,0.000384732472956554,0.0138368551991155,0.00138055797727982
"SYAC_HUMAN",0.00207613303566573,0.00500047469126493,0.00467576616034321,0.00716284896536294,0.00109039019922628
"SYAM_HUMAN",0.0160462989962568,0.00195325980416543,8.43572589237861e-05,0.00456135566511098,0.0160975429422865
"AASD1_HUMAN",0.00684294456461814,0.0163848844703521,0.000447524538702982,0.00825688666694938,0.00405751216704369
