"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"A1BG_HUMAN",0.00490707865150556,0.00214025007182716,0.0029310784186658,8.14907719669138e-05,3.74758188328006e-06
"A1CF_HUMAN",0.00824597214200057,0.00523915812754768,0.00683773807699426,0.00314371963031995,0.00536866679347434
"A2MG_HUMAN",0.00144723129215457,0.00121693780543061,7.67323088819535e-05,0.00280269310788531,0.00691887398555994
"A2ML1_HUMAN",0.013161616952954,0.00112245816317771,0.0087979196551843,9.14170941514161e-07,0.0077275131605403
"A3LT2_HUMAN",0.00196541688420966,0.00190841341193876,0.00761489457439352,0.00444478551487322,2.94518989102443e-05
"A4GAT_HUMAN",0.000566926208101625,0.00426210719938106,0.00151320037095131,0.00118199124615463,0.00708089317227533
"A4GCT_HUMAN",0.0064861410612992,0.00340739282734265,0.000380662737264053,0.000690122428797042,0.0031230886835672
"AAAS_HUMAN",0.00592386386230645,1.01813333340063e-05,0.00757121550241981,1.25220991581282e-05,0.01206107641897
"AACS_HUMAN",0.000247561734298378,0.0254369757797289,4.45566545219875e-05,0.00924396409643397,0.00625342025187902
"AAAD_HUMAN",0.000161797081650496,0.000285393011508751,0.000441077959249128,0.0141296152604071,0.00119223876872771
"ADCL2_HUMAN",0.011868778917636,0.00157152797261751,0.0114606038902649,0.00422590459334687,0.00751682553945532
"ADCL3_HUMAN",0.00588221959043706,0.000284705307854531,2.20227073100591e-05,0.00767250515646905,0.0048194542705775
"ADCL4_HUMAN",0.00475259629358904,0.0136527024257884,0.00465128296168,0.00206467259197721,0.0103887737839908
"AADAT_HUMAN",0.00185236904311665,0.00224675005967128,0.0180782030750337,0.000962856844508072,0.00226695999877269
"AAGAB_HUMAN",0.00371375497950536,6.82502958535831e-05,0.00089762853254421,0.0146987143930373,0.00242479684031356
"AAK1_HUMAN",0.00316642919859234,2.27680311509504e-05,0.00114748130734387,0.00353639640806862,0.00800357575185074
"AAMDC_HUMAN",5.55027506332066e-05,0.00190937686962329,0.016176258907994,0.000417139054015845,0.0284527752215811
"AAMP_HUMAN",0.0290835309998985,0.000853110622784856,0.000817874918114233,2.43452093682576e-06,0.00255502423000085
"SNAT_HUMAN",0.000645254958600556,0.00740763490078742,8.85409047787052e-06,0.0192607362962442,0.00358263416530251
"AAR2_HUMAN",7.63481752887858e-05,0.000595594012553303,0.0121580955480017,0.00130620688013941,0.00983296720397826
"AARD_HUMAN",0.00883478191816419,0.000151268898624647,0.00112848688024073,0.00070563669184609,0.0159172601899243
"SYAC_HUMAN",0.00479651941526985,0.00999616379856732,0.00696497058259192,0.00212871464304992,0.00554404066535513
"SYAM_HUMAN",0.0122650435652486,0.00871031101668906,0.00137473064385723,2.37640997394427e-06,0.000886820851577751
"AASD1_HUMAN",0.00077719636166637,0.00628808011743211,0.0197530463447343,0.0012091624114039,0.0130198402752846
"ACSF4_HUMAN",0.00110482126310957,0.00035011551589409,0.00878728402819808,0.0102495526496939,0.00044922554138753
"ADPPT_HUMAN",0.000663956495964581,0.028042846224747,0.00446185987602326,0.00745913540485724,7.97438015175247e-05
"AASS_HUMAN",2.46352027359256e-05,0.00512870279375854,5.11267943252943e-05,0.0156085133338739,0.0009383848778048
"AATF_HUMAN",0.00250304722183728,0.000703122105690898,0.0165883519361776,0.00190080560441754,0.000133937541541444
"LMTK1_HUMAN",0.00898903929246344,0.00148995435494117,0.000224864580241158,0.000151863762204377,1.43311536930047e-05
"GABT_HUMAN",0.000804677195787157,0.0264886968439238,0.00532726598756334,0.00267903342277158,0.000962700125028154
"ABCA1_HUMAN",0.00461445818169808,0.00279152361352498,0.0146944663976615,0.00104031304471599,0.0221311746319418
"ABCAA_HUMAN",0.00435038068184199,0.00978174990878041,0.0108236174520458,0.000296669129469869,0.00448013711159613
"ABCAC_HUMAN",0.00820853741187143,0.000450197422076145,0.000413403353636095,0.00828341831872594,0.00129155471488082
"ABCAD_HUMAN",0.00172505225043902,0.0163769915057333,0.000305873540410972,0.000963828804487426,0.00166693004105229
"ABCA2_HUMAN",0.0123323034865844,0.00491390093930384,0.00325933679951051,0.00154251478523557,0.00282001392559391
"ABCA3_HUMAN",0.00777988458343229,0.0012091770341724,0.000596827389197875,1.15489721152305e-06,0.000889365967798176
"ABCA4_HUMAN",0.0179269464155717,0.00254205846429634,0.00242832893369352,0.00027832679227162,0.0011623364592933
"ABCA5_HUMAN",0.00164919440742099,0.0112319453449094,0.0139761267654658,6.54058738727674e-05,0.0139070454958121
"ABCA6_HUMAN",0.00348120466461751,0.00185274288306539,0.00467314158648942,0.00113923179356753,0.0102556289304825
"ABCA7_HUMAN",0.010791357969026,7.2783109249829e-05,0.00192973301296617,0.00160730197374839,0.00370345737344578
"ABCA8_HUMAN",0.00178300652713084,0.0090771483167632,5.65312817362746e-05,0.00262788531621069,0.0103221997976475
"ABCA9_HUMAN",0.00602136291862649,0.00098721736811303,0.0161237143734611,0.0029126989319866,0.000875034992300269
"MDR1_HUMAN",0.00645324048758521,0.000905636357636776,0.00753261062817205,0.0138508059600664,0.000251199554997552
"ABCBA_HUMAN",0.000297109343557212,4.10888856276232e-05,7.37492917099334e-06,0.00407035482190352,0.00765112369408547
"ABCBB_HUMAN",0.00802530618110352,0.00703013913008126,0.00553103028831216,0.00497231343718651,0.0228542523234571
"MDR3_HUMAN",0.0103825936584845,0.00543592247477508,0.00346684380984393,3.85959505723675e-07,0.00149807609797299
"ABCB5_HUMAN",0.000594074417352151,0.000676941107167071,0.00034541553832431,0.000145987996594839,0.00445929532820776
"ABCB6_HUMAN",0.0017881363625637,0.0189039361145675,0.00648010228105247,3.27856246471453e-07,0.00370624500154354
"ABCB7_HUMAN",0.000718477783214219,0.0164303869383287,0.00359304296627127,0.000318627217282032,0.00859152910587584
"MITOS_HUMAN",0.00406162390272287,0.00114497829651474,0.00223535649063932,0.0136769112007172,0.000755291972391122
"ABCB9_HUMAN",0.00349367377540745,0.000655325876481782,0.0263819444905622,0.00273375488958912,0.00552946036783454
"MRP1_HUMAN",0.00877887405582224,0.0332551447142594,0.00278771815586241,0.00292366941915463,2.5186037454205e-06
"MRP7_HUMAN",0.00324858027098899,0.02561611736649,0.00110702973908297,0.00115142849343003,0.000193945676395974
"MRP8_HUMAN",1.03177734916633e-05,0.0105006158355318,0.00589271207358923,0.00533645494463819,0.00317673235419646
"MRP9_HUMAN",0.00262998271167228,0.00464364147697326,0.00301351295522313,3.14654694927402e-05,0.000593464094258494
"MRP2_HUMAN",0.0171513311322687,0.000163477290723139,0.00655310646132475,0.0156537046519074,0.000447434788570061
"MRP3_HUMAN",0.0195819531280563,0.00112344915387869,0.00426586587714358,0.00237052014456316,0.0031909457852217
"MRP4_HUMAN",0.000738966362502704,0.00168943392286348,0.0145372028587036,1.70071773840653e-05,0.000706604729419764
"MRP5_HUMAN",0.00373246379194839,0.000397815445304686,0.00258016514035118,0.00214185853336904,0.0081678665330437
"MRP6_HUMAN",0.0044073977377853,0.000685445905925152,0.00128585629417154,0.0134885154697306,0.00736520590920532
"ABCC8_HUMAN",0.0143324149250111,0.000465154719866162,0.000319600168892878,0.00245661996126001,0.000258378442047717
"ABCC9_HUMAN",0.000869363926073908,0.00280337173953167,0.00432819897248601,0.00296874300997193,0.000603974546164382
"ABCD1_HUMAN",0.00991264542665148,0.00802700723343587,0.0141852599781001,0.00074955098289265,0.00306982941092807
"ABCD2_HUMAN",0.0126481891365547,0.000137633966148796,0.0074041585046879,0.00246456925939942,0.0110293936012854
"ABCD3_HUMAN",0.0039536094463787,0.000102032806939846,0.0340238724100251,0.000601594265414696,0.000794056582999913
"ABCD4_HUMAN",0.0129060168677022,0.00110853078689359,0.000733824281309099,0.00932104543130588,0.0222857909284079
"ABCE1_HUMAN",0.00306942255097253,0.00162038130415672,0.00434141286030696,0.0227246694854197,0.00277378359481734
"ABCF1_HUMAN",0.0085556066750333,0.00583882533124451,0.00491507287049698,0.000370088836376025,0.0136654397952175
"ABCF2_HUMAN",0.000741937237753758,0.0034675876334906,0.00168736749450441,0.0215009016467023,0.0028400524839919
"ABCF3_HUMAN",0.00107935673569924,0.00149888689143446,5.54801705556355e-05,0.0021287922789655,0.000123757338543134
"ABCG1_HUMAN",0.01049817138247,0.00707308825081759,0.021793361604223,0.000761304328603695,0.000650565450614118
"ABCG2_HUMAN",0.0195195274536902,0.000526738224070045,0.000532444342199565,1.78682551248236e-05,0.00905311532606889
