"","Pearson_correlation"
"A1BG_HUMAN",-0.26748612394586
"A1CF_HUMAN",0.0154356042053548
"A2MG_HUMAN",-0.0166845530596474
"A2ML1_HUMAN",-0.37445047980409
"A3LT2_HUMAN",-0.376163458894855
"A4GAT_HUMAN",-0.192121052326888
"A4GCT_HUMAN",-0.272870053183186
"AAAS_HUMAN",-0.312868330818837
"AACS_HUMAN",0.440587385547025
"AAAD_HUMAN",-0.0273333715194857
"ADCL2_HUMAN",-0.299259602550094
"ADCL3_HUMAN",-0.0423250339940189
"ADCL4_HUMAN",-0.221098729565856
"AADAT_HUMAN",0.0903997622169935
"AAGAB_HUMAN",0.330445998127086
"AAK1_HUMAN",0.0442301131494943
"AAMDC_HUMAN",-0.01359065996108
"AAMP_HUMAN",0.392960472773295
"SNAT_HUMAN",-0.0130390343878739
"AAR2_HUMAN",-0.255117290198858
"AARD_HUMAN",-0.0455901083868326
"SYAC_HUMAN",0.353978912155717
"SYAM_HUMAN",-0.161942151895054
"AASD1_HUMAN",0.0573893137647
"ACSF4_HUMAN",0.00578436454709997
"ADPPT_HUMAN",0.172763776545359
"AASS_HUMAN",0.12423393028934
"AATF_HUMAN",0.113378676571057
"LMTK1_HUMAN",-0.351218782023786
"GABT_HUMAN",0.0212809990795925
"ABCA1_HUMAN",-0.176064670431805
"ABCAA_HUMAN",0.0911106787344523
"ABCAC_HUMAN",-0.394523014004691
"ABCAD_HUMAN",-0.0241249944540821
"ABCA2_HUMAN",-0.511689578272003
"ABCA3_HUMAN",-0.0418192317834964
"ABCA4_HUMAN",-0.0960158853301206
"ABCA5_HUMAN",0.0687609667302984
"ABCA6_HUMAN",-0.0990114138213153
"ABCA7_HUMAN",-0.402007031000002
"ABCA8_HUMAN",-0.0630755628409145
"ABCA9_HUMAN",-0.130857637144241
"MDR1_HUMAN",-0.126831662702695
"ABCBA_HUMAN",-0.00635614846372626
"ABCBB_HUMAN",-0.0344097284815879
"MDR3_HUMAN",-0.111216563086482
"ABCB5_HUMAN",-0.165921876249473
"ABCB6_HUMAN",0.178088561886599
"ABCB7_HUMAN",0.0884592468019812
"MITOS_HUMAN",-0.136693269872603
"ABCB9_HUMAN",-0.337837013182537
"MRP1_HUMAN",-0.483470880460417
"MRP7_HUMAN",0.0152770858041985
"MRP8_HUMAN",0.167048497801552
"MRP9_HUMAN",0.0542275679660626
"MRP2_HUMAN",-0.117590040774648
"MRP3_HUMAN",-0.148763840254079
"MRP4_HUMAN",0.0156906790357486
"MRP5_HUMAN",0.322384081452246
"MRP6_HUMAN",-0.174670860471647
"ABCC8_HUMAN",-0.322540342647936
"ABCC9_HUMAN",-0.218201079833398
"ABCD1_HUMAN",-0.0574508936038188
"ABCD2_HUMAN",-0.377739484071935
"ABCD3_HUMAN",-0.123506841208278
"ABCD4_HUMAN",-0.233315949161818
"ABCE1_HUMAN",-0.335030430647983
"ABCF1_HUMAN",-0.00500404717245256
"ABCF2_HUMAN",0.256326569077309
"ABCF3_HUMAN",-0.224966396966338
"ABCG1_HUMAN",0.0112153953253761
"ABCG2_HUMAN",-0.223842474048241
"ABCG4_HUMAN",-0.371204420828432
"ABCG5_HUMAN",0.203084113888064
"ABCG8_HUMAN",-0.194471999177725
"ABHD1_HUMAN",-0.198980987655406
"ABHDA_HUMAN",-0.158139603217789
"ABHDB_HUMAN",-0.0718133319127878
"ABD12_HUMAN",0.147196912509027
"AB12B_HUMAN",0.0166126555541693
"ABHDD_HUMAN",-0.318648678633258
"ABHEA_HUMAN",-0.136993414307793
"ABHEB_HUMAN",0.0696087721477421
"ABH15_HUMAN",-0.0567959387722876
"ABHGA_HUMAN",-0.167710957575694
"ABHGB_HUMAN",-0.175142161963303
