"","Dim.1","Dim.2","Dim.3","Dim.4"
"DHR13_HUMAN",0.00149063590622852,0.00863950462966766,0.0109722135325041,0.000616116593515788
"DHRS2_HUMAN",0.00520263595514449,0.000581603380515453,0.00887590810245284,0.00790400690054714
"DHRS3_HUMAN",0.00332726751772123,0.000212567478997961,0.00399612237784221,0.0161900336943924
"DHRS4_HUMAN",0.00432951505904693,0.0103013580839811,0.00596803306087024,0.000550033030133197
"DHRS7_HUMAN",0.0145647428390742,0.00209319775097309,0.00218932225171618,0.00153134433838442
"DRS7B_HUMAN",0.0113386965634534,4.45071512187719e-07,8.1533673888188e-05,0.0105374296964336
"DRS7C_HUMAN",0.0159136250907324,0.000289584535257717,0.00355813820051912,0.000450541925065535
"DHRS9_HUMAN",3.77172573533203e-07,0.0117687922838527,0.00985046483068611,5.28752092771791e-06
"DHRSX_HUMAN",3.50871849171217e-05,0.0123729775480913,0.00531534212980823,0.0042858806756748
"DHTK1_HUMAN",0.00195360150043965,0.00490572340519966,0.00715807144004392,0.00877207319035961
"DHX15_HUMAN",0.000877064438419577,1.39815414058055e-08,0.0214225310125851,0.000170025587361231
"DHX16_HUMAN",0.00795947736934469,0.00255631562315121,0.00376852310417677,0.00768105629759849
"DHX29_HUMAN",0.0027377668016448,2.41268796599593e-07,0.000170971134696575,0.0214637195064812
"DHX30_HUMAN",0.00593529200509277,0.008655722699025,0.000185606242312114,0.00691769998529865
"DHX32_HUMAN",0.0023295096314492,0.0183009252197236,0.0001102136222762,5.68953136529963e-07
"DHX33_HUMAN",0.0134442906888012,0.000369966970846965,0.00627229539247224,0.000494950719957578
"DHX34_HUMAN",0.00251963977456768,0.0128851380156287,0.00572449321448956,2.77880651960709e-05
"DHX35_HUMAN",0.00685801947342853,0.00062745742027069,0.00287405522342771,0.0124141562173329
"DHX36_HUMAN",0.00306713256605908,0.00489976559555224,0.000731258340860597,0.0145127779425854
"DHX37_HUMAN",7.34049467309541e-05,0.000403652775661938,0.00597949857208838,0.0179209980388736
"PRP16_HUMAN",0.000129296078032403,0.000145427796066247,0.0204474762090501,0.00203980626395065
"DHX40_HUMAN",0.00503828836846464,0.00195398677854276,0.0146094144096488,7.23493447988742e-05
"DHX57_HUMAN",0.000532980583692612,0.000296897661565169,0.0138459100758751,0.00869547658289965
"DHX58_HUMAN",0.000734825655207561,0.0123095997503074,0.00202257015954407,0.00713417188725847
"DHX8_HUMAN",0.0164558323882672,0.000279334770652182,0.00267285716433099,0.000754239281182534
"DHX9_HUMAN",0.00889135064727659,0.00390485151179081,0.000830235788622159,0.00813528925264262
"DBLOH_HUMAN",0.000903408021348657,0.000928356194168048,0.0193835577439527,0.00128940363642183
"DIAP1_HUMAN",0.0125068577511713,0.00327380902159934,0.00370671498894805,0.00105589687545496
"DIAP2_HUMAN",0.00347317592970384,0.0080575379704539,0.0019483781412621,0.00883066558953009
"DIAP3_HUMAN",0.00281277927110413,0.00438500857455125,0.000937108762395201,0.0152298075706675
"DICER_HUMAN",0.0170457577150658,0.000550522197609621,0.00136558309428979,0.00112780481989443
"DIDO1_HUMAN",0.0182565593388468,0.000782591844331831,0.0006472762323544,9.63498810269628e-05
"DIM1_HUMAN",0.0127220412054951,0.0058842803859666,0.00118612670492361,0.000442691699693624
"IOD1_HUMAN",0.00156340183689405,0.0169346409397835,0.00221961115739654,0.000278804899249863
"IOD2_HUMAN",0.00633919300182157,0.000359016674286373,0.00480848862074227,0.0112473345828305
"IOD3_HUMAN",0.000659666804837844,0.00145664431476411,0.0202023668770859,5.28728056892083e-05
"DIP2A_HUMAN",0.0182581627967486,5.48129543519191e-06,0.00109591210382786,0.000530906380958993
"DIP2B_HUMAN",0.00110610065042085,0.00698672382317534,0.00783784214641469,0.00659325746055392
"DIP2C_HUMAN",0.00139451214996115,0.000742758846230529,0.0200729531515761,0.000115362877102126
"DIK1A_HUMAN",0.00995601200700237,0.00801605568493827,0.000188811599340265,0.00253075392568796
"DIK1B_HUMAN",0.0131677180562861,0.000933136747454216,0.00344740607401131,0.00331840859081433
"DIK1C_HUMAN",0.00775933218219525,0.00657956348318297,0.0033142784157203,0.00359533537261875
"DIK2A_HUMAN",0.00236061681295107,0.0157534870077673,0.00196648817301559,0.000962289787547923
"DIK2B_HUMAN",0.00414901349788129,0.00541537346737604,0.00911709708151767,0.00316073585998729
"DIRA1_HUMAN",0.00675745694121211,0.00626914449726613,0.000542854560758336,0.00834176368386203
"DIRA2_HUMAN",0.00687783775872344,0.0109533527269159,0.00103703669880776,0.00199185855973281
"DIRA3_HUMAN",0.00135579308307441,4.93526621234678e-06,0.0055429063801873,0.0172440417624869
"DIRC1_HUMAN",0.0146916373220541,2.91823591828424e-05,4.23524622016757e-05,0.00624825565385453
"RRP44_HUMAN",0.00512929960712114,0.00977128837466807,0.000497159669086579,0.00625940235980018
"DI3L1_HUMAN",0.0115881470101354,0.00367942405909436,0.00477386207793314,0.000555749293816538
"DI3L2_HUMAN",0.012505076027432,0.00185674791109735,0.000821715014719748,0.00598045372535654
"DISP1_HUMAN",0.001804740213161,0.00862777789596361,0.0093786531645275,0.00200319332971018
"DISP2_HUMAN",0.0172913030493288,0.00108084852168006,9.19530528686298e-05,0.00159306142787889
"DISP3_HUMAN",0.00399748742576569,0.000718279854028002,0.0168504261615445,0.000398711447251398
"DIXC1_HUMAN",0.0104373475339025,0.00447478184463453,0.00017322191683219,0.0061986894099321
"DKC1_HUMAN",0.00142635870132404,0.00320564368153825,0.00495645804360634,0.0139498417898303
"DKK1_HUMAN",0.0114350122465133,0.0071745694575527,0.0015208641031511,0.000164652151024915
"DKK2_HUMAN",0.00271073900308069,0.0029449288534652,6.84159124164454e-06,0.0181325952826622
"DKK3_HUMAN",0.0131978818825765,0.000177983289913053,0.000248706344733911,0.00775388254013793
"DKK4_HUMAN",0.000614732059480353,0.000834222159934949,0.00107905093761358,0.0221684317956018
"DKKL1_HUMAN",0.000770919030756365,0.0194676230987238,0.000233256749536399,0.000455466832440694
"ODP2_HUMAN",3.26235971916135e-05,0.00133447125486092,0.01802576444792,0.00342916998458458
"RHG07_HUMAN",0.000227158906628374,0.00855179713206161,0.00987517733239252,0.00356384524497916
"DLDH_HUMAN",0.0105517722846105,0.00371021381670686,0.00534245664055082,0.00121364519271741
"A1L305_HUMAN",2.67152214417087e-07,4.04615003804972e-05,0.0147191616870561,0.00871439636386965
"LEU7_HUMAN",0.00152905837062873,0.00443112249487859,0.00104049019935313,0.0167046710255938
"DLG1_HUMAN",0.0106269405964292,0.00283186407425696,0.00276859192766531,0.0050436779472631
"DLG3_HUMAN",0.00442323782085808,0.00819831453307888,0.0070032612658862,0.00181078340798763
"DLG4_HUMAN",0.00114977842612449,0.0128648632326317,0.000855883117347416,0.00723305031945942
"DLG5_HUMAN",0.00159820859790472,0.0102115779845025,0.0091656949834234,0.000596594156549264
"DLGP1_HUMAN",0.00822079846480743,0.0119134226922422,0.000216760891267478,2.72886661071397e-05
"DLGP2_HUMAN",0.0157634085212439,0.00276385776112947,0.000766394919270759,0.000772013321658284
"A4QMX6_HUMAN",0.00179119194784049,0.000278448396197701,0.0197685075708758,0.000505617091266448
"DLGP4_HUMAN",1.09474368634394e-06,0.0175524021837529,3.4602919106952e-05,0.0039717042907823
"DLGP5_HUMAN",0.00444093551203712,0.0142728776022323,0.00189374804905437,0.000160824755014492
"DLK1_HUMAN",0.000524757609193002,0.0107134852463537,0.00528778375951511,0.00568872763521684
"DLK2_HUMAN",0.00706483153036922,0.00139842664352759,0.0126348181240218,0.000344156226300361
"DLL1_HUMAN",0.000107150083468814,0.00345485704874148,0.018600480898509,0.000137981281943563
"DLL3_HUMAN",0.000296307779032262,0.00111064533455752,0.000843247647146834,0.0225062481220652
"DLL4_HUMAN",0.00372701709573517,0.000491564168927877,0.0176361855136967,0.00014312745434317
"ODO2_HUMAN",0.0146590671587299,2.03848529118359e-05,0.00359764035699947,0.00233918259183687
"DLX1_HUMAN",0.00524517727821953,0.00696390628983992,0.00433419125580933,0.00521868387766564
"DLX2_HUMAN",0.0012767074034263,0.0164977125077922,0.000134460116370891,0.00349621653392603
"DLX3_HUMAN",0.00876686353454799,0.00534907795859401,0.00305554673720158,0.00407491065598595
"DLX4_HUMAN",0.000968790260228677,0.00287471194202852,1.12257513248409e-05,0.0204453667376604
"DLX5_HUMAN",0.000514044284618525,0.0150631040891126,0.0025526722317846,0.00350828217218139
"DLX6_HUMAN",0.000804983161563026,0.00440416611922188,0.00427397497596469,0.0140624993810923
"DMAC1_HUMAN",0.00273117253195372,0.00385860948197816,0.00571801722851589,0.010641728746167
"DMAC2_HUMAN",0.00702846296196079,0.01065509967624,0.00297281540391288,1.28174247305525e-06
"ATP5S_HUMAN",1.2815613018069e-08,0.00719309660862631,0.0127918782364473,0.00224251061791018
"DMAP1_HUMAN",0.0102098081962746,0.00156287783544284,0.00844558281771295,0.000782162988691713
"DMBT1_HUMAN",0.0028910535885264,0.000444702951671045,0.0170601190453386,0.00191311144828593
"DMBX1_HUMAN",7.33688865595073e-05,0.0191257397511828,0.00167373533376615,0.000156642297688675
"DMC1_HUMAN",0.000134726815276401,0.0118455341400861,0.0072931185235942,0.00259006583684374
"DMD_HUMAN",0.00660711764943142,0.00459142923670978,0.000670159042099082,0.0104144583828296
"M2GD_HUMAN",0.00105979785464617,0.00104474421207337,0.000732205770340098,0.0217306597866842
"DMKN_HUMAN",0.00654283472057982,0.0101735266061295,0.00378695433660186,0.000297020609220068
"DMP1_HUMAN",0.00512019910962367,0.00252854132058223,0.0106958024890032,0.00363563377791376
"DMPK_HUMAN",0.000206971152997739,0.000461206108218141,0.0203000410881509,0.00172396523662816
"DMRT1_HUMAN",4.90543410602247e-05,0.0113248379751902,1.40780313261509e-05,0.0114379472209406
"DMRT2_HUMAN",0.0135538708237211,0.0044959063929109,0.00193545945386808,0.000214553270660072
"DMRT3_HUMAN",0.00628150570494521,0.0123471529739922,0.000206583922710447,0.00200195570125369
"DMRTA_HUMAN",0.00376749008686473,0.000247644188478567,0.0165326388503268,0.00161480359133297
"DMTA2_HUMAN",0.00895453865866955,0.00837871193803915,1.31872958303636e-05,0.00357321083522434
"DMRTB_HUMAN",0.0107101715008357,0.00270488449749758,0.00307594865377461,0.00474753833876021
"DMRTC_HUMAN",2.46763690942295e-05,0.0153930224348107,0.00587792257557814,3.29156154903199e-05
"DMRTD_HUMAN",0.014257369442013,0.000320426901827036,0.0044680662646705,0.00152268595869698
"E7EPA0_HUMAN",0.0102790795797214,5.79672041687566e-05,0.0100721324949874,0.00069457527648645
"DEMA_HUMAN",2.02587022341756e-05,0.0153735877477984,0.00484210461899491,0.00121614443407035
"DMWD_HUMAN",0.00557039612591312,0.00244016875780345,0.00744800349429738,0.00678382779534703
"DMXL1_HUMAN",8.50685158842257e-05,0.0131847558235287,0.00758834967256512,0.000710867294968612
"DMXL2_HUMAN",0.00966027857064361,0.00119373343230671,0.00279127679817851,0.00823169992024627
"DNA2_HUMAN",0.00793488300878836,0.00807377681066797,0.00464816895911075,8.33450914646028e-05
"KTU_HUMAN",0.000636933029488573,0.0148367741517119,0.00580355009100131,1.25662505001774e-06
"DAAF3_HUMAN",0.000155816601108983,0.000866971440381036,0.0211590880188486,0.000343371981658901
"DAAF4_HUMAN",0.0143395517433202,0.00527032802135298,8.42490742405882e-05,0.000336800122882646
"DAAF5_HUMAN",0.00653103602320707,0.00513932025326976,0.00570296850821515,0.0042439900366778
"DYH1_HUMAN",0.00247536364266831,3.58602491657904e-05,0.0184944185837149,0.00134054266431821
"DYH10_HUMAN",0.00226573053851439,0.00530751047417759,0.00919521332683234,0.00561789888484447
"DYH11_HUMAN",0.00318711223939772,0.00259509297749744,0.0109921271782415,0.00570331830460907
"DYH12_HUMAN",0.00623688645794658,0.0064272783684474,0.00464875977429494,0.00424358100253408
"DYH14_HUMAN",0.00514039059867834,0.000401791024146674,0.00940288224034314,0.00761331957668635
"DYH17_HUMAN",0.00524227779566341,0.0107785911836695,0.00489468298825412,7.94486816401833e-07
"DYH2_HUMAN",0.00277848715750023,0.00975172356420662,0.00786991935670426,0.00108154288954825
"DYH3_HUMAN",0.0149628922297598,0.00216076766121859,0.00264285183364715,0.000434181572368685
"DYH5_HUMAN",0.0102535415724752,0.00243638585725593,0.000436239401229785,0.00859772673792369
"DYH6_HUMAN",0.00734419628648934,0.00144024836816526,0.0122341117844558,0.000382114811323889
"DYH7_HUMAN",0.00300892821668365,0.00931868389993511,0.00728175081369472,0.00196335140130721
"DYH8_HUMAN",0.00241377378957769,1.35770367695217e-05,0.00560938485561523,0.0158033089025967
"DYH9_HUMAN",0.000381571188343546,0.000222400043310379,0.017604141033886,0.00479179488521069
"DNAI1_HUMAN",0.0174468510804746,5.09928067135284e-05,0.000597856442330592,0.00207104775751091
"DNAI2_HUMAN",2.8942653081198e-06,0.00910848609170778,0.0124325492485213,0.000330953061893007
"DNJA1_HUMAN",0.00867152420851301,0.00138888987749477,0.00311895683742528,0.00889890709933408
"DNJA2_HUMAN",0.000102297086527505,0.00848892463569767,0.00832968250406426,0.00552172073796115
"DNJA3_HUMAN",0.00906012802879577,0.00987846430822652,0.00100488802842962,0.000525510353958483
"DNJA4_HUMAN",0.00480875045447792,0.00818798836846275,0.000510540980358885,0.00856344952976159
"DNJB1_HUMAN",0.00083519023796508,0.00387205999146275,0.0122408911422108,0.00578799956806093
"DJB11_HUMAN",0.0101906415300398,0.00543286340929844,0.00484066688300103,0.000159728096016203
"DJB12_HUMAN",0.0003575664946139,0.0179727905492032,0.00024118833792206,0.00277794037169407
"DJB13_HUMAN",0.00793614282049272,0.00539067878690859,0.00421146257617752,0.00380173214185436
"DJB14_HUMAN",0.013260363941007,0.000402234375373233,0.00368691307902544,0.00357256869500902
"DNJB2_HUMAN",0.014401965313881,0.00159483741297209,0.00109131753155427,0.00356402295540146
"DNJB4_HUMAN",0.00616406065898051,0.00823321050659607,0.00586365544896373,0.000806924671920883
"DNJB5_HUMAN",0.0082190462196222,0.00116260712481109,0.00275299633827411,0.0101594074414194
"DNJB6_HUMAN",0.00379380650889008,0.00459465015932991,0.000325385613919973,0.0144011736503402
"DNJB7_HUMAN",0.00457252183135012,0.000411012940171164,0.0118247321816866,0.00563165750011483
"DNJB8_HUMAN",0.000181835055397208,0.00642828411173789,5.73756375968871e-07,0.0171836296976128
"DNJB9_HUMAN",0.00314102749811492,0.0012680049037987,0.012988175825515,0.00513760462468894
"DNJC1_HUMAN",0.00298606554606804,0.0145316688036896,0.00324793053322158,0.000205102890430616
"DJC10_HUMAN",0.000217421821759347,0.000461523488707844,0.0203662010830016,0.00163646804383585
"DJC11_HUMAN",0.00959994506650401,1.5702943171189e-05,0.0112672097802346,0.000284506442948655
"DJC12_HUMAN",0.0158701924705937,0.000500026538158262,0.00109926503696081,0.00299237812490053
"DJC13_HUMAN",0.000474207024545654,0.00571808511672864,0.0157936266962971,6.75179249283567e-05
"DJC14_HUMAN",0.00948757324531814,0.00561869611588939,0.00203353547223663,0.00396486240073574
"DJC15_HUMAN",0.00283988902028922,0.00674648344792217,0.00729263057251288,0.00526768882103187
"DJC16_HUMAN",7.18677859558105e-05,0.00351318906835033,0.0121860147996393,0.00726013885017548
"DJC18_HUMAN",0.000161323556701041,1.61625715558742e-06,0.0197951627323817,0.00289888797927792
"TIM14_HUMAN",0.000104158942121173,0.00246892186660606,0.00648076863054085,0.0148341799848297
"DNJC2_HUMAN",0.00587102239077197,0.0107150545503109,0.00100241060710148,0.0036082700580402
"DJC21_HUMAN",0.00521235589308252,0.00241081365871692,0.0125594254243865,0.00158285565489513
"DJC22_HUMAN",0.0151403204275709,1.3368268947661e-06,6.46626891576e-05,0.00568177796396799
"DJC24_HUMAN",0.0142896613290622,0.00160111782454122,0.000386916826656404,0.00448528720281724
"DJC25_HUMAN",4.86649245118295e-07,5.02140965149988e-05,6.61237748651672e-09,0.0251029643160945
"DJC27_HUMAN",0.00469413709770954,1.11413507287337e-05,0.0084704707266582,0.00969507934535667
"DJC28_HUMAN",0.000569593180977902,0.000207848899715851,8.39037289615054e-05,0.0240899683838583
"DNJC3_HUMAN",4.24559230755494e-05,0.00137443473185989,0.000264225684024934,0.0231589391651554
"DJC30_HUMAN",0.00862090152685117,0.00100062936023932,0.00887661169247426,0.00301631274879986
"DNJC4_HUMAN",0.0130483435385624,0.00518512537302737,0.000921091487753126,0.00116226352121951
"DNJC5_HUMAN",0.0053495339731522,0.0124520298178517,0.000482742150861425,0.00276257572735448
"DNJ5B_HUMAN",0.0182779561098594,1.99646146158724e-06,0.000383453433361289,0.00130357913389984
"DNJ5G_HUMAN",0.00141495824504591,0.00591178317730898,0.00802473212323063,0.0072845012620406
"AUXI_HUMAN",0.00139991255528941,0.00537990892343857,2.2691448265912e-05,0.0168609078733364
"DNJC7_HUMAN",0.0142403624094865,0.00554151297462929,2.41558904916943e-05,0.00020410511175296
"DNJC8_HUMAN",0.00189843497740996,0.0162322364134702,0.00237742075201879,0.000519951909612309
"DNJC9_HUMAN",0.0190662343652085,0.000443864053871923,0.000113701347686404,6.11414781682083e-05
"DNAL1_HUMAN",0.00170508949846502,0.0146273778485652,0.00110254098302921,0.00412234047388406
"DNAL4_HUMAN",0.0150397369432149,0.00324773864588883,0.000173467149414377,0.00177723689427026
"IDLC_HUMAN",0.00325816528248426,0.012286404565323,3.81622091324237e-05,0.00613850387677335
"DNAS1_HUMAN",0.000234245955281876,0.00924563280816474,0.0101587583268777,0.00240264109933013
"DNSL1_HUMAN",0.0139544891977191,0.00368019124775881,0.00219381647654692,0.000396142724421006
"DNSL2_HUMAN",0.000684114450111757,0.0018321467634423,0.00632848635029175,0.0150277813913967
"DNSL3_HUMAN",0.0163016519278172,2.79166730291244e-05,0.00223243005474612,0.00174561023464512
"DNS2A_HUMAN",0.00735919549315333,0.0123586056763758,1.39008309468617e-05,0.000821336893517968
"DNS2B_HUMAN",0.00568019817248593,0.0131969493666785,0.00110383746881751,0.000748940078684645
"DND1_HUMAN",0.00212198976183325,0.00521742899071244,0.0122660617547418,0.00248907267387663
"DNER_HUMAN",0.0019822588816115,0.0100779658779249,0.00751297682164021,0.00210680586923052
"DNHD1_HUMAN",0.0111250863804318,0.00611458481711449,0.000112848455041754,0.00340820309618154
"DNLZ_HUMAN",6.2978906064802e-05,0.00233720353717514,1.69312560055316e-07,0.0222666161123461
"DYN1_HUMAN",0.00219607144097148,0.012998195799857,0.00476571544576852,0.00137463439357251
"DNM1L_HUMAN",0.00259915591577567,0.013131051068961,0.000169900938343267,0.00581862713226337
"DYN2_HUMAN",0.0173789220121989,0.00118502978819607,0.00129097990908416,1.91938156379286e-05
"DYN3_HUMAN",0.0031394364071025,0.00339632537946574,0.00133761216505756,0.0155562690981205
"DNMBP_HUMAN",0.0191027879177435,2.01295911761309e-05,0.000129546585830719,0.000507270942370722
"DNMT1_HUMAN",0.0013131146389605,0.00393965113592992,0.00816672530648156,0.00963346415428102
"DNM3A_HUMAN",0.000562889263693025,0.0124660243122705,9.6431084630155e-05,0.0093122449916881
"DNM3B_HUMAN",0.00730672209203379,2.9328142893294e-06,0.0109898990302301,0.00354861216876306
"DNM3L_HUMAN",0.00179047826527364,0.0146571532402244,0.000126304154230384,0.0050647540954668
"B9ZVU2_HUMAN",0.00867152420851301,0.00138888987749477,0.00311895683742528,0.00889890709933408
"DNPH1_HUMAN",0.00796270794996278,0.00894578354911085,0.00362896217623673,0.000132454365293904
"TDT_HUMAN",0.00387602784987685,0.00943787274261587,0.00221947120624498,0.00634873544159196
"TDIF1_HUMAN",0.00107090899229338,0.00869635613602161,0.0104617478593034,0.00165443963721423
"TDIF2_HUMAN",0.00291753689954684,0.000173474915076803,0.0147295257976503,0.00480284885855194
"DOC2A_HUMAN",0.000599114890593792,0.00769024577737736,0.0132496384375611,0.000365341731360346
"DOC2B_HUMAN",0.00070839675083625,0.00288453378869001,0.0104848644442512,0.0090972359138279
"DOCK1_HUMAN",0.00706694905011408,0.000222445620997526,0.00217279880068331,0.0134157707708788
"DOC10_HUMAN",0.000144674682655894,0.00106122635532554,0.0151978787760067,0.00676574770765762
"DOC11_HUMAN",0.00817265922727791,0.0102855195285051,3.70688756690798e-05,0.00225100878259557
"DOCK2_HUMAN",0.00170648799161802,0.0119020521921696,0.00306026053880084,0.0052234844646538
"DOCK3_HUMAN",0.00141484386810046,0.00542774042948401,0.0149196511410239,0.000185406871589467
"DOCK4_HUMAN",0.0095409825798954,0.00167225607811379,0.00186986998027922,0.00883462289132919
"DOCK5_HUMAN",0.000673565664760239,9.10018329661098e-07,0.000675665865761444,0.0235467043583924
"DOCK6_HUMAN",0.000126887072811108,0.000108971419932496,0.0121656093366668,0.0113147765280502
"DOCK7_HUMAN",0.00201628198167263,0.000481314859354661,0.000639365088999637,0.02128696077658
"DOCK8_HUMAN",0.000806834124201056,0.0121461228397624,0.00850425336518499,1.67490342486206e-05
"DOCK9_HUMAN",2.51164895521395e-05,0.0163986285544823,0.00248610265214814,0.00259977838302791
"DOHH_HUMAN",0.00745247008711132,0.000163440095716758,0.000916515099731312,0.0143924672411615
"DOK1_HUMAN",0.00392750977391418,0.0123500789032831,0.00311042358333645,0.00178050200749211
"DOK2_HUMAN",0.0150472810282986,0.00230906403818425,8.57475120660462e-05,0.00299650549631137
"DOK3_HUMAN",0.0137483673896556,0.00457649147646254,0.00138331170113321,0.000483333578653684
"DOK4_HUMAN",0.00541910769606289,0.00750976279312046,0.00714418455426462,0.00120691228834683
"DOK5_HUMAN",0.00541645501678596,0.0109322398534046,0.00301602777292829,0.00168561488433808
"DOK6_HUMAN",0.0061551435594193,0.0111756816219327,0.000377207857010498,0.00338556972616036
"DOK7_HUMAN",0.0025399146382284,8.04581883161515e-06,0.0131079320382565,0.00729312619956455
"DOLK_HUMAN",0.00241265353780982,0.00603959686835529,0.00328065668600331,0.0111375240479041
"DOPP1_HUMAN",9.71954114489279e-05,0.018934923329385,0.000237874253126774,0.00195593908201632
"DONS_HUMAN",7.05530896711626e-06,0.00762125978763122,0.0134638905197393,0.000968722346411298
"DOP1_HUMAN",0.00350175700349023,0.00955318365067583,0.000907146583411227,0.00815179744456086
"DOP2_HUMAN",0.0119813673588434,0.00349227390084487,0.000710838695694268,0.00480437173342506
"DOT1L_HUMAN",0.0071646740007887,0.000372144864040858,0.0135092752111335,0.000478590094331073
"GPT_HUMAN",0.000905532799381122,0.00331121771807965,0.00621681628129294,0.0130859354228116
"DPCD_HUMAN",0.00397735627108095,0.00460223869634559,0.0124860022470576,0.000606944332764962
"DPEP1_HUMAN",0.00922101788395882,0.00170185698714261,0.00519489662477064,0.00550425763600773
"DPEP2_HUMAN",0.017246782412586,0.00253207753599101,2.56990764673971e-06,8.47317397427284e-07
"DP2NB_HUMAN",0.000176959262477558,0.00503516193285962,0.0151131306117493,0.00202979084651384
"DPEP3_HUMAN",0.00134140840295577,5.62328130697678e-05,0.0206558371725576,0.000361301942078467
"DPF1_HUMAN",0.0180161484138205,0.000122689248855866,0.00143690174641394,0.000319959004673922
"REQU_HUMAN",0.00573504283720449,0.0101752772104877,4.52599430760734e-05,0.0054995630097884
"DPF3_HUMAN",0.000112073535797543,0.0198800398049899,4.77510858910566e-06,0.00105763151593529
"DPH1_HUMAN",0.00251774969418527,0.00965232869550712,5.34114500051748e-05,0.0102449973635614
"DPH2_HUMAN",0.000518338129705772,0.000247788170708637,0.021713779114291,6.77156400995261e-06
"DPH3_HUMAN",0.00474590995075148,0.0100658758550987,0.0056105097807783,0.000698393649448492
"DPH5_HUMAN",0.00280535451104973,0.00736102043207241,0.00696262340130697,0.00493908481120334
"DPH6_HUMAN",0.0188696944579701,3.54571510959447e-06,0.000852251827167774,2.07995453824558e-05
"DPH7_HUMAN",0.0157845436041516,0.00395551675737366,3.38520004291208e-05,0.000125073695677356
"DPM1_HUMAN",0.0131933862163892,0.000596958576402423,0.00137072636776679,0.00600454310195617
"DPM2_HUMAN",0.0027408815619452,0.0012202696237977,0.0158387412682225,0.00253188471735607
"DPM3_HUMAN",0.00930593599712115,0.00857019587162656,3.91165803639294e-06,0.00290232523566392
"DPP10_HUMAN",0.0151375399135006,0.0040188675296474,0.000484005475746125,0.000376559195236557
"DPP3_HUMAN",0.00737822965336569,0.00578886290298391,0.000102944036088236,0.0086149355373974
"DPP4_HUMAN",4.17583943249597e-07,0.000607231021670007,0.0139089569366351,0.00893394684373077
"DPP6_HUMAN",0.0024773656882299,0.0136468875228465,0.00484538759161567,0.000143524256931939
"DPP2_HUMAN",0.0134442906888012,0.000369966970846965,0.00627229539247224,0.000494950719957578
"DPP8_HUMAN",0.0139707628524573,0.000743666435504504,0.00549535295622757,0.000235406348613892
"DPP9_HUMAN",4.02389106267503e-05,0.0200486698778981,0.00062586647289857,0.000254459253722142
"DPPA2_HUMAN",0.00346747956151547,0.0109274550700507,0.00442641750608026,0.00261830442330333
"DPPA3_HUMAN",0.000553888432748942,0.0151530216703522,0.00255858209103513,0.00334226030313585
"DPPA4_HUMAN",0.00480742017292728,0.0142881294977477,0.000812030693169325,0.000877928530910437
"DPPA5_HUMAN",0.00400988041059435,0.00240946671436605,0.0100431166524678,0.0059297155568269
"DERM_HUMAN",0.00425431334812556,0.00610876596848495,0.00626390951412198,0.00536926315924544
"D19L1_HUMAN",0.000256118478691441,7.55954772130537e-06,0.0116470982036218,0.0118490674021828
"D19L2_HUMAN",0.0160741345326233,0.00249217120314841,0.000849905323220798,0.000608047557079363
"D19L3_HUMAN",0.00632771843868628,0.000132707483882397,0.000679383648805219,0.0161355643654714
"D19L4_HUMAN",0.00158038182124744,0.00644956444011399,0.0129670715845266,0.000917430879093549
"DPY30_HUMAN",0.011462409849131,0.00549368188456592,0.00307980413761752,0.000418146567957652
"DPYD_HUMAN",0.00757845248489076,0.0124955091870996,0.000244349515246709,0.000118510271838282
"DPYS_HUMAN",0.0104955636364603,0.000252093970305926,0.00167214581740465,0.0095426791979669
"DPYL2_HUMAN",0.00102981940613645,0.012520103534366,0.00654714194354872,0.00146089741501882
"DPYL3_HUMAN",0.00897242763187939,0.00011159910993545,0.0111459538141093,0.00110847616610911
"DPYL4_HUMAN",0.00790840018053086,0.00053515696946174,0.00304455388518777,0.0109889087118965
"DPYL5_HUMAN",0.0121658252348436,0.00285415779621903,0.000121129305361592,0.00599398199350329
"DQX1_HUMAN",0.00260572865830657,0.0165338375668857,0.000630723678627735,0.00119602964291564
"DRAM1_HUMAN",0.0139460842899942,0.00181481957460553,0.00444137375895778,0.000150573691351018
"DRAM2_HUMAN",0.00524029843669427,0.0012031266588955,0.00184960389498601,0.0149356835219658
"NC2A_HUMAN",0.0107886902097518,0.00870779960179956,0.000563575234295699,0.000212130343718592
"DRAXI_HUMAN",0.00455406582884325,0.00450946660934532,0.00860656968342462,0.00430204976975366
"DRC1_HUMAN",0.000356047222513092,0.018153396139717,0.00247263741674785,7.58803528676185e-05
"DRC3_HUMAN",0.0170041581469942,0.00134087435068648,0.00142986490663372,0.000157051626845993
"DRC7_HUMAN",0.00407386096125144,0.00680179655809144,0.000203103356669563,0.0115185798010938
"DRD1_HUMAN",0.00627728093067329,0.00607367019127733,0.00769418719450801,0.00122460992951021
"DRD2_HUMAN",0.00330984535360612,0.0102166899179286,0.00752302065337377,0.000226579145876927
"DRD3_HUMAN",1.69573876339349e-05,0.0101878082510274,0.0103551231053359,0.00132697289802808
"DRD4_HUMAN",0.014563845411524,0.00261681526245021,0.000110640223544874,0.00321762285125473
"DRD5_HUMAN",0.00228787788120371,1.49067536244072e-05,0.0147433244705152,0.00578573689205153
"DRG1_HUMAN",0.00170414704611845,0.0128115007512343,0.0057818771560487,0.00109798524543522
"DRG2_HUMAN",0.00158717241999166,0.00487087699777868,0.0101557084898311,0.00594372620185125
