"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"A1BG_HUMAN",0.0115772359741673,4.75937805307077e-09,0.00454669327739015,0.00469959623170031,0.00669868208386278
"A1CF_HUMAN",0.0121876602493922,0.00281311860431903,0.000540532085004044,0.00417148910469333,0.00257704549649056
"A2MG_HUMAN",0.000674622312948472,0.0119013317441261,0.000608018476715855,0.000663722664871703,0.00926296294844066
"A2ML1_HUMAN",0.000110078840958688,0.00238205187991383,0.0110608034864126,0.00293931383671891,0.00178470229749782
"A3LT2_HUMAN",0.00660306016742591,0.000759746428820722,0.0100191796635699,0.00534903633145884,3.03106771124508e-06
"A4GAT_HUMAN",0.00729022501905039,0.004398290788072,0.024191798703944,1.14030434539092e-05,0.00173942124650274
"A4GCT_HUMAN",0.000131192076316642,0.0170046855310156,0.0238829315376491,0.00692049918922517,0.00657946168738296
"AAAS_HUMAN",4.05923514869975e-05,0.0110509746280816,0.00491980534695572,0.00120368107060002,0.000762289685668181
"AACS_HUMAN",0.00019729884067829,0.0059753018855429,0.000496096312810711,0.0007084948697831,0.00592334269015767
"AAAD_HUMAN",0.006720305466761,0.00773955478170342,0.00328036736210033,0.0238350527587645,0.00283949458809724
"ADCL2_HUMAN",0.00123678512665382,0.012022663837329,0.0149260918896479,0.0073308006097774,0.00403684900582315
"ADCL3_HUMAN",0.00385284761459054,0.000808401698694894,0.0146814609017571,4.25285564875598e-06,0.0130326440718855
"ADCL4_HUMAN",0.0148009060353099,0.0054600115509354,0.00107784873888431,0.000597395545869439,5.06362699642492e-06
"AADAT_HUMAN",0.0128530901725515,7.110442444499e-05,0.0017922654301195,0.00894103421466971,0.0025440183748608
"AAGAB_HUMAN",0.00104445906567524,0.00295314319477696,0.00113373945246207,0.0259699915714101,7.97395542692863e-05
"AAK1_HUMAN",0.0127439357278334,0.000320671154033101,0.000831558055636049,0.02985293696856,0.00525885212170768
"AAMDC_HUMAN",5.9821719318723e-05,0.003319470318712,0.000817908655367032,0.00292844213357824,6.35480746645566e-05
"AAMP_HUMAN",1.11827483611168e-05,9.59689652168909e-05,0.0128925407882497,0.00246182380690995,0.0177358877175759
"SNAT_HUMAN",0.000260578331734074,0.00717553145629535,0.000573338901553508,3.46571207884422e-05,0.00613800762136414
"AAR2_HUMAN",0.000359750422624503,6.18673629036539e-05,0.040388977032666,0.0123114443735606,0.000761101601156008
"AARD_HUMAN",0.000150463831257598,0.0147403294745101,0.00821510925355376,7.05465322655694e-05,0.00187498583807215
"SYAC_HUMAN",0.0059494966358329,0.00765087461741088,0.000677882218418912,0.00384261368254852,0.00322644512312985
"SYAM_HUMAN",0.00150724189371079,0.00226349424576384,2.18851919409254e-05,0.0035630086342803,0.0257843449181546
"AASD1_HUMAN",3.3242734547732e-10,0.00190833561258208,0.00546592659499721,0.00259844759524223,0.00576940484148752
"ACSF4_HUMAN",0.00904065112983795,0.00207113885739371,0.000748573690594237,0.0064393673064568,0.0196453817917274
"ADPPT_HUMAN",0.00113577828746121,0.00503265132528241,0.00445568837422799,0.00633952617197825,0.0022790272543406
"AASS_HUMAN",0.000239689011479988,0.00128963825157507,0.0156799125493588,0.00403455219543119,0.0308758077798198
"AATF_HUMAN",0.004520445978296,0.0025676913044922,0.00727670314212282,5.25768050882103e-05,0.0073468901236789
