"","IDs","Slide_18.B.02912_Glo_ROI_1","Slide_18.B.02912_Glo_ROI_2","Slide_18.B.02912_Glo_ROI_3","Slide_18.B.02912_Glo_ROI_4","Slide_18.B.02912_Glo_ROI_5","Z_scores_Slide_18.B.02912_Glo_ROI_1","Z_scores_Slide_18.B.02912_Glo_ROI_2","Z_scores_Slide_18.B.02912_Glo_ROI_3","Z_scores_Slide_18.B.02912_Glo_ROI_4","Z_scores_Slide_18.B.02912_Glo_ROI_5","hclust_clusters"
"CE192_HUMAN","CEP192@CE192_HUMAN",3.36457243229586,4.37155886261196,3.36457243229586,2.56071495447448,1.37851162325373,0.319937848130148,1.22343023464085,0.319937848130148,-0.401302368407153,-1.462003562494,1
"CP250_HUMAN","CEP250@CP250_HUMAN",3.36457243229586,3.52356195605701,1.76553474636298,2.56071495447448,3.95419631038688,0.380224793035017,0.562937799244173,-1.45741189979159,-0.543579573830679,1.05782888134308,3
"CE290_HUMAN","CEP290@CE290_HUMAN",2.78659636189081,2.78659636189081,1.76553474636298,4.14567745519564,3.36457243229586,-0.20959586887784,-0.20959586887784,-1.37778002058637,1.34531224826323,0.451659510078817,3
"CE295_HUMAN","CEP295@CE295_HUMAN",3.59693514238723,2.78659636189081,2.78659636189081,3.15380533607904,2.94485844580754,1.60233214091207,-0.788108397925912,-0.788108397925912,0.295131401589674,-0.32124674664992,3
"C295L_HUMAN","CEP295NL@C295L_HUMAN",4.10433665981474,4.00898878322726,2.78659636189081,3.15380533607904,3.95419631038688,0.84745300151415,0.686731912192914,-1.37376747769086,-0.754789599500601,0.5943721634844,3
"CE350_HUMAN","CEP350@CE350_HUMAN",1.76553474636298,3.20163386116965,1.76553474636298,3.56071495447448,1.37851162325373,-0.582337022558039,0.887807760234269,-0.582337022558039,1.2554016055884,-0.978535320706591,1
"CEP41_HUMAN","CEP41@CEP41_HUMAN",1.76553474636298,2.20163386116965,2.78659636189081,2.56071495447448,2.37851162325373,-1.48113522273804,-0.353997150849967,1.15789196518725,0.574080796151804,0.103159612248963,5
"CEP44_HUMAN","CEP44@CEP44_HUMAN",2.37851162325373,1.20163386116965,2.78659636189081,3.88752527074159,4.17791779219584,-0.422661855150286,-1.40198161107261,-0.0830807537706721,0.833039394845534,1.07468482514803,2
"CEP55_HUMAN","CEP55@CEP55_HUMAN",4.24031432933371,4.20163386116965,4.10433665981474,2.56071495447448,3.95419631038688,0.604383826032123,0.549772266056375,0.412401851491343,-1.76698204281694,0.200424099237096,4
"CEP57_HUMAN","CEP57@CEP57_HUMAN",2.78659636189081,3.78659636189081,4.37155886261196,3.88752527074159,3.68929916053589,-1.59273415259417,0.142801918281287,1.15802543839236,0.317967680185918,-0.0260608842653999,5
"CE57L_HUMAN","CEP57L1@CE57L_HUMAN",4.5909612413426,3.78659636189081,1.76553474636298,2.56071495447448,2.94485844580754,1.33591042619143,0.600529389329034,-1.24720218667237,-0.520218126488103,-0.16901950235999,3
"CEP63_HUMAN","CEP63@CEP63_HUMAN",3.59693514238723,3.52356195605701,3.78659636189081,1.58496250072116,3.68929916053589,0.388489329849867,0.309455407265592,0.592782899329364,-1.77870686205961,0.487979225614789,4
"CEP68_HUMAN","CEP68@CEP68_HUMAN",4.48542682717024,2.20163386116965,4.10433665981474,3.88752527074159,2.94485844580754,1.03034129333703,-1.41907910471518,0.621613337995096,0.389078144642695,-0.621953671259643,2
"CEP70_HUMAN","CEP70@CEP70_HUMAN",3.59693514238723,4.00898878322726,3.36457243229586,2.56071495447448,2.37851162325373,0.598830882602479,1.19342380115574,0.26353176553967,-0.89643362844223,-1.15935282085566,1
"CEP72_HUMAN","CEP72@CEP72_HUMAN",3.36457243229586,3.52356195605701,1.76553474636298,4.14567745519564,3.68929916053589,0.0738675163702397,0.249564472915001,-1.69320523265464,0.937055052370935,0.432718190998469,3
"CEP76_HUMAN","CEP76@CEP76_HUMAN",4.10433665981474,2.20163386116965,1.76553474636298,3.56071495447448,3.36457243229586,1.1295055574233,-0.815431929399676,-1.26121122659828,0.573816968475089,0.373320630099561,3
"CEP78_HUMAN","CEP78@CEP78_HUMAN",3.10433665981474,2.78659636189081,1.76553474636298,2.56071495447448,2.37851162325373,1.16840297330666,0.534004288346001,-1.50464221128605,0.0830106033829156,-0.280775653749531,3
"CEP83_HUMAN","CEP83@CEP83_HUMAN",2.37851162325373,2.20163386116965,3.36457243229586,2.56071495447448,1.37851162325373,0.00241419980633037,-0.245459614386611,1.38426486822028,0.257751185848014,-1.39897063948801,1
"CEP85_HUMAN","CEP85@CEP85_HUMAN",3.59693514238723,3.78659636189081,3.78659636189081,3.15380533607904,3.68929916053589,-0.0217161315064614,0.699430757600761,0.699430757600761,-1.7066240010555,0.329478617360444,4
"CE85L_HUMAN","CEP85L@CE85L_HUMAN",3.78659636189081,4.20163386116965,3.36457243229586,2.56071495447448,1.37851162325373,0.651267124654479,1.02246157598216,0.273824264032619,-0.445116641172402,-1.50243632349686,1
"CEP89_HUMAN","CEP89@CEP89_HUMAN",3.78659636189081,3.78659636189081,2.78659636189081,2.56071495447448,3.36457243229586,0.936685046025246,0.936685046025246,-0.832043301118942,-1.23156614950903,0.190239358577474,4
"CEP95_HUMAN","CEP95@CEP95_HUMAN",3.78659636189081,3.52356195605701,3.36457243229586,3.15380533607904,2.37851162325373,1.01931901633225,0.527531684004444,0.230273865162395,-0.163790887174395,-1.61333367832469,1
"CEP97_HUMAN","CEP97@CEP97_HUMAN",3.36457243229586,4.00898878322726,2.78659636189081,3.56071495447448,3.36457243229586,-0.119385830384835,1.34556504181587,-1.43329809724032,0.326504716194122,-0.119385830384835,3
"CEPT1_HUMAN","CEPT1@CEPT1_HUMAN",3.10433665981474,3.78659636189081,3.78659636189081,4.14567745519564,3.95419631038688,-1.65702879065304,0.0791832009989635,0.0791832009989635,0.992971452414466,0.505690936240649,5
"CER1_HUMAN","CER1@CER1_HUMAN",3.10433665981474,1.20163386116965,3.36457243229586,3.56071495447448,3.36457243229586,0.190167181787174,-1.76387760183962,0.45742508149276,0.658860257066932,0.45742508149276,2
"GT253_HUMAN","CERCAM@GT253_HUMAN",2.78659636189081,3.52356195605701,3.78659636189081,1.58496250072116,3.36457243229586,-0.254026653862563,0.58675117651767,0.886837773236613,-1.62492798046885,0.405365684577127,4
"CERK1_HUMAN","CERK@CERK1_HUMAN",3.10433665981474,3.78659636189081,2.78659636189081,3.15380533607904,3.36457243229586,-0.365082093274753,1.4820848314824,-1.22534009649788,-0.231149366002602,0.339486724292836,3
"CERKL_HUMAN","CERKL@CERKL_HUMAN",3.10433665981474,2.20163386116965,1.76553474636298,1.58496250072116,1.37851162325373,1.60343218167609,0.284404636020008,-0.35282252881168,-0.616674337336075,-0.918339951548345,1
"CERS2_HUMAN","CERS2@CERS2_HUMAN",5.4262647547021,5.10433665981474,3.36457243229586,4.14567745519564,5.53915881110803,0.760990145086729,0.416069742296062,-1.44794954538544,-0.611057508315268,0.881947166317917,3
"CERS3_HUMAN","CERS3@CERS3_HUMAN",2.37851162325373,3.20163386116965,3.36457243229586,2.56071495447448,3.36457243229586,-1.26791623606511,0.484675806875476,0.831604646955079,-0.879968864720525,0.831604646955079,4
"CERS4_HUMAN","CERS4@CERS4_HUMAN",3.78659636189081,3.52356195605701,1.76553474636298,3.88752527074159,3.68929916053589,0.51531582322846,0.21812680221309,-1.76817755105653,0.629350196482529,0.405384729132452,3
"CERS5_HUMAN","CERS5@CERS5_HUMAN",3.95419631038688,2.78659636189081,2.78659636189081,1.58496250072116,2.37851162325373,1.46638985692353,0.10323345280873,0.10323345280873,-1.29965706235826,-0.373199700182727,1
