"","IDs","Slide_18.B.02912_Glo_ROI_1","Slide_18.B.02912_Glo_ROI_2","Slide_18.B.02912_Glo_ROI_3","Slide_18.B.02912_Glo_ROI_4","Slide_18.B.02912_Glo_ROI_5","Z_scores_Slide_18.B.02912_Glo_ROI_1","Z_scores_Slide_18.B.02912_Glo_ROI_2","Z_scores_Slide_18.B.02912_Glo_ROI_3","Z_scores_Slide_18.B.02912_Glo_ROI_4","Z_scores_Slide_18.B.02912_Glo_ROI_5","hclust_clusters"
"ADPPT_HUMAN","AASDHPPT@ADPPT_HUMAN",3.36457243229586,3.78659636189081,3.36457243229586,2.56071495447448,3.68929916053589,0.0236984505234581,0.899365596549492,0.0236984505234581,-1.64424389599497,0.697481398398567,4
"AASS_HUMAN","AASS@AASS_HUMAN",4.24031432933371,3.78659636189081,4.10433665981474,2.56071495447448,3.95419631038688,0.757421213693784,0.085014034428508,0.555903161147571,-1.73173451516092,0.33339610589106,4
"AATF_HUMAN","AATF@AATF_HUMAN",4.24031432933371,3.78659636189081,4.37155886261196,3.15380533607904,3.68929916053589,0.809112628083623,-0.127390910887595,1.08000992267043,-1.43351294621679,-0.328218693649669,1
"LMTK1_HUMAN","AATK@LMTK1_HUMAN",2.37851162325373,4.00898878322726,2.78659636189081,2.56071495447448,2.37851162325373,-0.649276595025273,1.73420510865414,-0.0527257619500874,-0.38292615665351,-0.649276595025273,1
"GABT_HUMAN","ABAT@GABT_HUMAN",4.24031432933371,2.20163386116965,3.36457243229586,4.14567745519564,3.95419631038688,0.781811514314122,-1.63666818963756,-0.257078118936513,0.66954411247136,0.442390681788592,2
"ABCA1_HUMAN","ABCA1@ABCA1_HUMAN",3.36457243229586,3.78659636189081,1.76553474636298,5.14567745519564,3.68929916053589,-0.153735524944989,0.195525959644711,-1.47707820041795,1.32028369738963,0.115004068328605,3
"ABCAA_HUMAN","ABCA10@ABCAA_HUMAN",3.59693514238723,1.20163386116965,3.36457243229586,1.58496250072116,1.37851162325373,1.18552289163518,-0.884803438452087,0.98468525980789,-0.553481703786374,-0.731923009204608,2
"ABCAC_HUMAN","ABCA12@ABCAC_HUMAN",1.76553474636298,3.20163386116965,4.37155886261196,3.15380533607904,2.37851162325373,-1.2316249507389,0.231743416035358,1.42388344380739,0.183006702861841,-0.607008611965683,5
"ABCAD_HUMAN","ABCA13@ABCAD_HUMAN",3.36457243229586,1.20163386116965,1.76553474636298,2.56071495447448,3.95419631038688,0.706566468562526,-1.2151880702589,-0.714166404626739,-0.00765481224084598,1.23044281856396,2
"ABCA2_HUMAN","ABCA2@ABCA2_HUMAN",4.10433665981474,2.78659636189081,4.10433665981474,2.56071495447448,2.37851162325373,1.07948333828953,-0.471007936049013,1.07948333828953,-0.736786520635143,-0.951172219894903,2
"ABCA3_HUMAN","ABCA3@ABCA3_HUMAN",3.78659636189081,4.00898878322726,1.76553474636298,1.58496250072116,4.82781902461732,0.410492406530856,0.564747087234791,-0.991345894939763,-1.11659348174189,1.13269988291601,4
"ABCA4_HUMAN","ABCA4@ABCA4_HUMAN",2.37851162325373,2.20163386116965,3.78659636189081,1.58496250072116,3.36457243229586,-0.317825743092346,-0.515253463994583,1.25385267205062,-1.20357075048962,0.782797285525932,2
"ABCA5_HUMAN","ABCA5@ABCA5_HUMAN",3.59693514238723,1.20163386116965,4.10433665981474,4.37155886261196,1.37851162325373,0.437089300136644,-1.13412164028757,0.769922093080624,0.945207954550976,-1.01809770748067,2
"ABCA6_HUMAN","ABCA6@ABCA6_HUMAN",2.78659636189081,1.20163386116965,3.78659636189081,1.58496250072116,3.36457243229586,0.216249256473,-1.201677302981,1.11086131121173,-0.85874688111162,0.733313616407881,2
"ABCA7_HUMAN","ABCA7@ABCA7_HUMAN",1.76553474636298,3.20163386116965,1.76553474636298,1.58496250072116,2.37851162325373,-0.561390369268488,1.59598344940695,-0.561390369268488,-0.8326542612315,0.359451550361529,3
