"","IDs","Slide_20.B.00423_Glo_ROI_1","Slide_20.B.00423_Glo_ROI_2","Slide_20.B.00423_Glo_ROI_3","Z_scores_Slide_20.B.00423_Glo_ROI_1","Z_scores_Slide_20.B.00423_Glo_ROI_2","Z_scores_Slide_20.B.00423_Glo_ROI_3","hclust_clusters"
"OSGI1_HUMAN","OSGIN1@OSGI1_HUMAN",5.2364926183813,5.31469652565629,5.53915881110803,-0.808062465752993,-0.310305024484766,1.11836749023776,1
"OSGI2_HUMAN","OSGIN2@OSGI2_HUMAN",3.30742852519225,3.62058641045188,3.82781902461732,-1.06055143717573,0.134772258642987,0.925779178532744,2
"ONCM_HUMAN","OSM@ONCM_HUMAN",3.16992500144231,3.67807190511264,3.36457243229586,-0.913742088379856,1.06826825300136,-0.154526164621509,2
"OSMR_HUMAN","OSMR@OSMR_HUMAN",4.16992500144231,4.30012372456901,4.37155886261196,-1.08193677206356,0.191598072549798,0.890338699513774,2
"OSR1_HUMAN","OSR1@OSR1_HUMAN",1.84799690655495,1,3.16992500144231,-0.144462008466352,-0.919912153825378,1.06437416229173,1
"OSR2_HUMAN","OSR2@OSR2_HUMAN",2.43295940727611,2.29278174922785,2.94485844580754,-0.360989554260921,-0.769381481276851,1.13037103553777,1
"OST4_HUMAN","OST4@OST4_HUMAN",5.5453506448223,4.73335434061383,4.82781902461732,1.14815000150491,-0.680440787231016,-0.467709214273896,4
"OSTC_HUMAN","OSTC@OSTC_HUMAN",4.37155886261196,4.46597446450407,4.0703893278914,0.333579324976047,0.790573186938143,-1.12415251191419,3
"OSTF1_HUMAN","OSTF1@OSTF1_HUMAN",3.43295940727611,4.49825086752783,3.36457243229586,-0.522726459739295,1.15302896668828,-0.630302506948987,3
"OSTM1_HUMAN","OSTM1@OSTM1_HUMAN",3.84799690655495,4.40599235967584,4.4594316186373,-1.15110057385348,0.496647804990822,0.654452768862652,2
"OSTN_HUMAN","OSTN@OSTN_HUMAN",3.01792190799726,1.76553474636298,2.37851162325373,1.00696071205784,-0.992890810840603,-0.0140699012172328,4
"OTC_HUMAN","OTC@OTC_HUMAN",3.43295940727611,2.43295940727611,3.82781902461732,0.280557116799702,-1.1103124640752,0.829755347275501,1
"OTOAN_HUMAN","OTOA@OTOAN_HUMAN",0.84799690655495,0.584962500721156,1.37851162325373,-0.220574300327144,-0.871298421005031,1.09187272133218,1
"OTOF_HUMAN","OTOF@OTOF_HUMAN",2.16992500144231,2.56071495447448,2.94485844580754,-1.00284664360327,0.00571780734749655,0.997128836255774,2
"OTOG_HUMAN","OTOG@OTOG_HUMAN",0.84799690655495,2.88752527074159,3.53605290024021,-1.12342462895681,0.330546081455641,0.792878547501172,2
"OTOGL_HUMAN","OTOGL@OTOGL_HUMAN",2.16992500144231,3.0703893278914,3.53605290024021,-1.08787676773364,0.208687576755106,0.879189190978534,2
"OTOL1_HUMAN","OTOL1@OTOL1_HUMAN",3.01792190799726,2.43295940727611,3.16992500144231,0.370904367346939,-1.13245929173139,0.761554924384451,1
"OTOP1_HUMAN","OTOP1@OTOP1_HUMAN",4.16992500144231,3.97269265400426,3.82781902461732,1.04693682731666,-0.101636148763749,-0.945300678552912,3
"OTOP2_HUMAN","OTOP2@OTOP2_HUMAN",3.16992500144231,3.29278174922785,4.27798474729977,-0.675525448168719,-0.473254554805147,1.14878000297387,1
"OTOP3_HUMAN","OTOP3@OTOP3_HUMAN",3.16992500144231,2.98185265328974,3.68929916053589,-0.301382551225437,-0.814646187848964,1.1160287390744,1
"OTOR_HUMAN","OTOR@OTOR_HUMAN",3.54843662469604,2.43295940727611,3.82781902461732,0.377633389232538,-1.13382715355445,0.756193764321916,1
"OTOSP_HUMAN","OTOS@OTOSP_HUMAN",2.65535182861255,3.49825086752783,3.68929916053589,-1.13716149313117,0.394949516929985,0.742211976201183,2
"OTP_HUMAN","OTP@OTP_HUMAN",2.84799690655495,2.67807190511264,2.37851162325373,0.896636992609441,0.181785921719166,-1.07842291432861,3
"OTUB1_HUMAN","OTUB1@OTUB1_HUMAN",4.93073733756289,4.8073549220576,5.41278152533848,-0.373687768544323,-0.759342190836891,1.13302995938121,1
"OTUB2_HUMAN","OTUB2@OTUB2_HUMAN",3.01792190799726,3.49825086752783,4.17791779219584,-0.93811296017578,-0.114002741143261,1.05211570131904,1
"OTUD1_HUMAN","OTUD1@OTUD1_HUMAN",2.84799690655495,3.49825086752783,3.36457243229586,-1.13261699004085,0.760946788794034,0.371670201246817,2
"OTUD3_HUMAN","OTUD3@OTUD3_HUMAN",2.43295940727611,3.83794324189103,3.16992500144231,-1.01595011803653,0.983247631597595,0.0327024864389311,2
"OTUD4_HUMAN","OTUD4@OTUD4_HUMAN",4.79701297783614,4.14567745519564,3.68929916053589,1.05324298918666,-0.116731992048001,-0.93651099713866,3
"OTUD5_HUMAN","OTUD5@OTUD5_HUMAN",3.54843662469604,4.30012372456901,4.17791779219584,-1.14137504751729,0.722171023449791,0.419204024067499,2
"OTU6A_HUMAN","OTUD6A@OTU6A_HUMAN",3.30742852519225,3.49825086752783,3.82781902461732,-0.900520584504872,-0.175676611646235,1.07619719615111,1
"OTU6B_HUMAN","OTUD6B@OTU6B_HUMAN",3.30742852519225,3.21723071622067,3.95419631038688,-0.461515445965698,-0.685895221075759,1.14741066704146,1
"OTU7A_HUMAN","OTUD7A@OTU7A_HUMAN",3.75488750216347,4.43295940727611,4.61470984411521,-1.13124388456848,0.365084027615185,0.766159856953293,2
"OTU7B_HUMAN","OTUD7B@OTU7B_HUMAN",4.16992500144231,3.83794324189103,4.4594316186373,0.0455273888523043,-1.02198611343416,0.976458724581859,1
"OTUL_HUMAN","OTULIN@OTUL_HUMAN",3.54843662469604,3.29278174922785,3.95419631038688,-0.150014503216605,-0.916517703508061,1.06653220672467,1
"OTULL_HUMAN","OTULINL@OTULL_HUMAN",2.43295940727611,2.43295940727611,3.36457243229586,-0.577350269189625,-0.577350269189625,1.15470053837925,1
"OTX1_HUMAN","OTX1@OTX1_HUMAN",5.67807190511264,3.92599941855622,4.17791779219584,1.1444462984153,-0.705196840337303,-0.439249458077994,4
"OTX2_HUMAN","OTX2@OTX2_HUMAN",1.43295940727611,3.0703893278914,3.53605290024021,-1.12875816655897,0.353597795993772,0.7751603705652,2
"OVCA2_HUMAN","OVCA2@OVCA2_HUMAN",4.09592441999854,3.73335434061383,4.37155886261196,0.0905331722304063,-1.04218825231793,0.951655080087527,1
"OVCH1_HUMAN","OVCH1@OVCH1_HUMAN",2.65535182861255,-1,2.37851162325373,0.644025946157118,-1.15202678953424,0.508000843377121,4
"OVCH2_HUMAN","OVCH2@OVCH2_HUMAN",2.43295940727611,1.76553474636298,3.36457243229586,-0.109647027291432,-0.940657850848173,1.0503048781396,1
"OVGP1_HUMAN","OVGP1@OVGP1_HUMAN",3.01792190799726,3.15380533607904,4.0703893278914,-0.691952957442434,-0.454586341121799,1.14653929856423,1
"OVOL1_HUMAN","OVOL1@OVOL1_HUMAN",3.43295940727611,3.15380533607904,3.82781902461732,-0.113886316090579,-0.93818117099882,1.0520674870894,1
"OVOL2_HUMAN","OVOL2@OVOL2_HUMAN",3.54843662469604,3.29278174922785,4.17791779219584,-0.273543891058458,-0.83476307944334,1.1083069705018,1
"OVOL3_HUMAN","OVOL3@OVOL3_HUMAN",3.01792190799726,3.21723071622067,3.53605290024021,-0.915034078016585,-0.152429251292134,1.06746332930872,1
"OXA1L_HUMAN","OXA1L@OXA1L_HUMAN",3.54843662469604,3.73335434061383,3.53605290024021,-0.520413824547673,1.15288663558716,-0.632472811039483,3
"SCOT1_HUMAN","OXCT1@SCOT1_HUMAN",3.93545974780529,3.88752527074159,3.95419631038688,0.283052321119814,-1.11101625211914,0.827963930999311,1
"SCOT2_HUMAN","OXCT2@SCOT2_HUMAN",3.93545974780529,2.98185265328974,3.53605290024021,0.941765233983624,-1.04950916585112,0.107743931867492,4
"OXER1_HUMAN","OXER1@OXER1_HUMAN",3.30742852519225,3.21723071622067,3.82781902461732,-0.435084434199105,-0.708754793226094,1.1438392274252,1
"OXGR1_HUMAN","OXGR1@OXGR1_HUMAN",3.16992500144231,3.97269265400426,3.53605290024021,-0.9694755435756,1.02795768840224,-0.0584821448266379,2
"OXLD1_HUMAN","OXLD1@OXLD1_HUMAN",3.65535182861255,4.43295940727611,3.95419631038688,-0.914749505867804,1.06764109326078,-0.152891587392974,2
"OXND1_HUMAN","OXNAD1@OXND1_HUMAN",3.65535182861255,3.73335434061383,3.36457243229586,0.364933111729066,0.766278862028384,-1.13121197375745,3
"OXR1_HUMAN","OXR1@OXR1_HUMAN",3.93545974780529,4.43295940727611,4.0703893278914,-0.819367358075189,1.11429552210487,-0.294928164029679,2
"OXSM_HUMAN","OXSM@OXSM_HUMAN",4.43295940727611,4.22496636500027,4.0703893278914,1.04533399910411,-0.0978639596173547,-0.947470039486752,3
"C9JIG9_HUMAN","OXSR1@C9JIG9_HUMAN",4.37155886261196,3.92599941855622,3.82781902461732,1.13801045154696,-0.399596964087637,-0.738413487459317,4
"NEU1_HUMAN","OXT@NEU1_HUMAN",4.01792190799726,3.56071495447448,4.76022094646651,-0.156978680174785,-0.912226699188209,1.069205379363,1
"OXYR_HUMAN","OXTR@OXYR_HUMAN",3.16992500144231,3.29278174922785,3.36457243229586,-1.07518658783759,0.172928583533203,0.902258004304396,2
"P2RX1_HUMAN","P2RX1@P2RX1_HUMAN",3.75488750216347,3.15380533607904,4.27798474729977,0.0462099720015957,-1.02230390456792,0.976093932566325,1
"P2RX2_HUMAN","P2RX2@P2RX2_HUMAN",3.30742852519225,2.67807190511264,2.94485844580754,1.04669798326927,-0.945625558430659,-0.101072424838608,4
"P2RX3_HUMAN","P2RX3@P2RX3_HUMAN",3.30742852519225,2.88752527074159,3.53605290024021,0.193838563873336,-1.08272857301007,0.888890009136734,1
"P2RX4_HUMAN","P2RX4@P2RX4_HUMAN",3.16992500144231,3.21723071622067,3.53605290024021,-0.692039588291126,-0.454486861778286,1.14652645006941,1
"P2RX5_HUMAN","P2RX5@P2RX5_HUMAN",3.75488750216347,2.88752527074159,2.37851162325373,1.07471170630449,-0.171642767183115,-0.903068939121377,4
"P2RX6_HUMAN","P2RX6@P2RX6_HUMAN",3.16992500144231,2.88752527074159,4.0703893278914,-0.333498526984352,-0.790634697818253,1.12413322480261,1
"P2RX7_HUMAN","P2RX7@P2RX7_HUMAN",2.16992500144231,3.0703893278914,3.82781902461732,-1.02748443177889,0.0574453751826453,0.970039056596245,2
"P2RY1_HUMAN","P2RY1@P2RY1_HUMAN",3.43295940727611,3.43295940727611,3.16992500144231,0.577350269189626,0.577350269189626,-1.15470053837925,3
"P2Y10_HUMAN","P2RY10@P2Y10_HUMAN",3.16992500144231,2.78659636189081,2.94485844580754,1.05277588431358,-0.937176455939514,-0.115599428374068,4
"P2Y11_HUMAN","P2RY11@P2Y11_HUMAN",3.65535182861255,3.56071495447448,4.0703893278914,-0.39394733337977,-0.743028526867252,1.13697586024702,1
"P2Y12_HUMAN","P2RY12@P2Y12_HUMAN",4.37155886261196,3.73335434061383,4.4594316186373,0.462917906593916,-1.14758135713611,0.684663450542198,1
"P2Y13_HUMAN","P2RY13@P2Y13_HUMAN",4.09592441999854,3.0703893278914,3.36457243229586,1.10900081116762,-0.83304645316332,-0.275954358004302,4
"P2Y14_HUMAN","P2RY14@P2Y14_HUMAN",4.09592441999854,3.56071495447448,3.36457243229586,1.11527695138967,-0.29856707381068,-0.81670987757899,4
"P2RY2_HUMAN","P2RY2@P2RY2_HUMAN",3.16992500144231,2.43295940727611,3.53605290024021,0.220013933217166,-1.0916868542974,0.871672921080237,1
"P2RY4_HUMAN","P2RY4@P2RY4_HUMAN",2.65535182861255,2.88752527074159,4.17791779219584,-0.713059139123011,-0.43001985551289,1.1430789946359,1
"P2RY6_HUMAN","P2RY6@P2RY6_HUMAN",3.93545974780529,4.10433665981474,3.82781902461732,-0.146444465928062,1.06514738830554,-0.91870292237748,3
"P2RY8_HUMAN","P2RY8@P2RY8_HUMAN",3.01792190799726,3.56071495447448,4.17791779219584,-0.977947355979751,-0.0427351019819813,1.02068245796173,2
"P3H1_HUMAN","P3H1@P3H1_HUMAN",3.93545974780529,4.06177619758669,4.27798474729977,-0.902222241197018,-0.172985242647647,1.07520748384466,1
"P3H2_HUMAN","P3H2@P3H2_HUMAN",4.97269265400426,4.73335434061383,4.0703893278914,0.814122940530784,0.302094985163261,-1.11621792569405,3
"P3H3_HUMAN","P3H3@P3H3_HUMAN",3.43295940727611,3.62058641045188,3.95419631038688,-0.895018020640954,-0.184319334284261,1.07933735492521,1
"SC65_HUMAN","P3H4@SC65_HUMAN",3.30742852519225,3.83794324189103,2.70043971814109,0.0447861158629171,0.976854485407746,-1.02164060127066,3
"P4HA1_HUMAN","P4HA1@P4HA1_HUMAN",4.09592441999854,4.18586654531133,3.95419631038688,0.147796377121434,0.917876570738157,-1.06567294785959,3
"P4HA2_HUMAN","P4HA2@P4HA2_HUMAN",3.54843662469604,3.78659636189081,3.53605290024021,-0.532947081208836,1.15358996840476,-0.620642887195922,3
"P4HA3_HUMAN","P4HA3@P4HA3_HUMAN",2.43295940727611,1.76553474636298,2.37851162325373,0.649245329174564,-1.15158117437405,0.50233584519949,4
"PDIA1_HUMAN","P4HB@PDIA1_HUMAN",6.16791986555194,6.23457795978457,5.01346225980656,0.528125919201333,0.625213296745364,-1.1533392159467,3
"P4HTM_HUMAN","P4HTM@P4HTM_HUMAN",4.84297883178833,4.78135971352466,4.76022094646651,1.11927064986196,-0.31382053841843,-0.805450111443507,4
"PA2G4_HUMAN","PA2G4@PA2G4_HUMAN",3.84799690655495,3.49825086752783,4.0703893278914,0.147184413753058,-1.0654352192838,0.918250805530741,1
"PAAF1_HUMAN","PAAF1@PAAF1_HUMAN",3.54843662469604,3.73335434061383,3.53605290024021,-0.520413824547673,1.15288663558716,-0.632472811039483,3
"PABP1_HUMAN","PABPC1@PABP1_HUMAN",5.59991284218713,6.0639343057541,5.65535182861255,-0.683267851781072,1.14777211630323,-0.464504264522165,2
"PAP1L_HUMAN","PABPC1L@PAP1L_HUMAN",3.65535182861255,3.83794324189103,3.16992500144231,0.292374182502475,0.821225955515502,-1.11360013801798,3
"PAP1M_HUMAN","PABPC1L2A@PAP1M_HUMAN",2.65535182861255,3.15380533607904,3.36457243229586,-1.10530559571224,0.263300667977293,0.842004927734944,2
"PABP3_HUMAN","PABPC3@PABP3_HUMAN",5.09169983413681,5.51412226017071,5.36806987653208,-1.08574583233239,0.883265323072743,0.202480509259648,2
"PABP4_HUMAN","PABPC4@PABP4_HUMAN",3.54843662469604,3.92599941855622,4.27798474729977,-1.01147925204505,0.0233680969997282,0.988111155045322,2
"PAB4L_HUMAN","PABPC4L@PAB4L_HUMAN",2.65535182861255,2.98185265328974,3.16992500144231,-1.07676194842733,0.177219265537027,0.899542682890307,2
"PABP5_HUMAN","PABPC5@PABP5_HUMAN",4.24031432933371,3.29278174922785,3.68929916053589,1.04970986666836,-0.941486541429776,-0.108223325238583,4
"PABP2_HUMAN","PABPN1@PABP2_HUMAN",5.42961596420174,4.95419631038687,3.95419631038688,0.863479644686763,0.232189524356036,-1.0956691690428,3
"EPAB2_HUMAN","PABPN1L@EPAB2_HUMAN",3.01792190799726,3.56071495447448,3.68929916053589,-1.13575168895255,0.387456677586863,0.748295011365689,2
"PACC1_HUMAN","PACC1@PACC1_HUMAN",3.54843662469604,3.43295940727611,4.0703893278914,-0.398940874494354,-0.738950914808103,1.13789178930246,1
"PACRG_HUMAN","PACRG@PACRG_HUMAN",3.54843662469604,3.21723071622067,3.68929916053589,0.261807110345507,-1.10486083233095,0.843053721985438,1
"PACS1_HUMAN","PACS1@PACS1_HUMAN",3.65535182861255,3.92599941855622,5.17791779219584,-0.735879948836559,-0.402683491144008,1.13856343998056,1
"PACS2_HUMAN","PACS2@PACS2_HUMAN",4.09592441999854,3.83794324189103,3.16992500144231,0.825837651771911,0.286004724788145,-1.11184237656006,3
"PACN1_HUMAN","PACSIN1@PACN1_HUMAN",4.24031432933371,2.56071495447448,2.70043971814109,1.15145189701095,-0.650685248478248,-0.500766648532706,4
"PACN2_HUMAN","PACSIN2@PACN2_HUMAN",4.09592441999854,3.83794324189103,3.68929916053589,1.07673208150028,-0.177137555576195,-0.899594525924082,4
"PACN3_HUMAN","PACSIN3@PACN3_HUMAN",3.01792190799726,3.49825086752783,4.17791779219584,-0.93811296017578,-0.114002741143261,1.05211570131904,1
"PADI1_HUMAN","PADI1@PADI1_HUMAN",2.65535182861255,2.67807190511264,1.37851162325373,0.5620105648317,0.592555301495287,-1.15456586632699,3
"PADI2_HUMAN","PADI2@PADI2_HUMAN",1.43295940727611,0,0.37851162325373,1.11656866156007,-0.813148643731981,-0.303420017828088,4
"PADI3_HUMAN","PADI3@PADI3_HUMAN",3.30742852519225,2.67807190511264,3.53605290024021,0.300637336524246,-1.1158303947138,0.815193058189557,1
"PADI4_HUMAN","PADI4@PADI4_HUMAN",3.16992500144231,3.15380533607904,3.95419631038688,-0.559644465345437,-0.594876889486532,1.15452135483197,1
"PADI6_HUMAN","PADI6@PADI6_HUMAN",2.43295940727611,2.88752527074159,3.16992500144231,-1.06819909698449,0.154345658583084,0.913853438401407,2
"PAEP_HUMAN","PAEP@PAEP_HUMAN",3.16992500144231,3.0703893278914,2.70043971814109,0.766724396062141,0.364367883858349,-1.13109227992049,3
"PAF1_HUMAN","PAF1@PAF1_HUMAN",3.30742852519225,2.78659636189081,2.94485844580754,1.10282768352727,-0.847772282396602,-0.25505540113067,4
"LIS1_HUMAN","PAFAH1B1@LIS1_HUMAN",5.12928301694497,5.3327079336406,4.37155886261196,0.364780875822474,0.766398887743116,-1.13117976356559,3
"PA1B2_HUMAN","PAFAH1B2@PA1B2_HUMAN",4.65535182861255,4.26303440583379,4.0703893278914,1.09276240852441,-0.22326707754078,-0.869495330983631,4
"PA1B3_HUMAN","PAFAH1B3@PA1B3_HUMAN",3.54843662469604,3.62058641045188,2.70043971814109,0.50541250811362,0.646414787562018,-1.15182729567564,3
"PAFA2_HUMAN","PAFAH2@PAFA2_HUMAN",3.43295940727611,2.98185265328974,4.17791779219584,-0.162164732263054,-0.909006998374294,1.07117173063735,1
"PHAG1_HUMAN","PAG1@PHAG1_HUMAN",4.01792190799726,3.97269265400426,3.36457243229586,0.638222426797282,0.514257912769195,-1.15248033956648,3
"PAGE1_HUMAN","PAGE1@PAGE1_HUMAN",2.65535182861255,2.78659636189081,3.82781902461732,-0.676482113637208,-0.472177947429632,1.14866006106684,1
"PAGE2_HUMAN","PAGE2@PAGE2_HUMAN",3.30742852519225,3.43295940727611,4.17791779219584,-0.705579899490843,-0.438801961580023,1.14438186107086,1
"PAGE3_HUMAN","PAGE3@PAGE3_HUMAN",3.30742852519225,2.88752527074159,2.94485844580754,1.14551243826556,-0.698656736741581,-0.44685570152398,4
"PAGE4_HUMAN","PAGE4@PAGE4_HUMAN",2.65535182861255,1.32192809488736,3.53605290024021,0.135373482262214,-1.06079072119823,0.925417238936011,1
"PAGR1_HUMAN","PAGR1@PAGR1_HUMAN",4.01792190799726,4.10433665981474,4.4594316186373,-0.752080927795039,-0.382761689852201,1.13484261764724,1
"PH4H_HUMAN","PAH@PH4H_HUMAN",3.65535182861255,3.83794324189103,3.68929916053589,-0.743243697121312,1.13692675839535,-0.39368306127403,2
"PUR6_HUMAN","PAICS@PUR6_HUMAN",4.01792190799726,2.78659636189081,2.94485844580754,1.14661659247781,-0.691430234891016,-0.455186357586794,4
"PAIP1_HUMAN","PAIP1@PAIP1_HUMAN",3.75488750216347,4.73335434061383,4.37155886261196,-1.07474229692367,0.903016805351699,0.171725491571974,2
"PAIP2_HUMAN","PAIP2@PAIP2_HUMAN",4.74953426766926,4.70597790168252,4.17791779219584,0.644439195305385,0.507553619958969,-1.15199281526435,3
"PAI2B_HUMAN","PAIP2B@PAI2B_HUMAN",3.54843662469604,3.56071495447448,3.95419631038688,-0.603745183077362,-0.550546797866067,1.15429198094343,1
"PAK1_HUMAN","PAK1@PAK1_HUMAN",3.30742852519225,3.36457243229586,2.70043971814109,0.497977718167103,0.65323818781585,-1.15121590598295,3
"PK1IP_HUMAN","PAK1IP1@PK1IP_HUMAN",3.75488750216347,3.97269265400426,4.82781902461732,-0.758627995767787,-0.374584319548909,1.1332123153167,1
"PAK2_HUMAN","PAK2@PAK2_HUMAN",3.54843662469604,3.21723071622067,3.36457243229586,1.03466231976535,-0.961296713775478,-0.0733656059898695,4
"PAK3_HUMAN","PAK3@PAK3_HUMAN",2.84799690655495,2.78659636189081,4.27798474729977,-0.540588500130637,-0.613347676930499,1.15393617706114,1
"PAK4_HUMAN","PAK4@PAK4_HUMAN",3.75488750216347,3.43295940727611,3.36457243229586,1.13905629853892,-0.405476140537144,-0.733580158001778,4
"PAK5_HUMAN","PAK5@PAK5_HUMAN",3.54843662469604,3.15380533607904,2.94485844580754,1.08555621219428,-0.201932418688879,-0.883623793505399,4
"A0A024R9Q4_HUMAN","PAK6@A0A024R9Q4_HUMAN",3.43295940727611,3.78659636189081,3.36457243229586,-0.419775818565764,1.14146785572365,-0.721692037157885,3
"PALB2_HUMAN","PALB2@PALB2_HUMAN",3.16992500144231,3.0703893278914,2.70043971814109,0.766724396062141,0.364367883858349,-1.13109227992049,3
"PALD_HUMAN","PALD1@PALD_HUMAN",5.27052894238072,5.30012372456901,4.53605290024021,0.542826541778025,0.611199050096811,-1.15402559187484,3
"PALLD_HUMAN","PALLD@PALLD_HUMAN",5.65248649491816,5.90689059560852,6.36806987653208,-0.8913605579209,-0.190014039747219,1.08137459766812,1
"PALM_HUMAN","PALM@PALM_HUMAN",3.43295940727611,3.62058641045188,3.82781902461732,-0.983045459290511,-0.0330878103996725,1.01613326969018,2
"B1ALY0_HUMAN","PALM2AKAP2@B1ALY0_HUMAN",4.49185309632967,4.5909612413426,4.82781902461732,-0.840112200616013,-0.265989537956744,1.10610173857276,1
"PALM3_HUMAN","PALM3@PALM3_HUMAN",3.43295940727611,3.43295940727611,3.68929916053589,-0.577350269189627,-0.577350269189627,1.15470053837925,1
"AMD_HUMAN","PAM@AMD_HUMAN",6.01569380710515,5.50143914515887,4.17791779219584,0.826910479100039,0.284516317654075,-1.11142679675411,3
"TIM16_HUMAN","PAM16@TIM16_HUMAN",2.65535182861255,2.67807190511264,3.53605290024021,-0.599830073930652,-0.554574817746982,1.15440489167763,1
"PAMR1_HUMAN","PAMR1@PAMR1_HUMAN",3.43295940727611,3.43295940727611,4.8923910259134,-0.577350269189626,-0.577350269189626,1.15470053837925,1
"PAN2_HUMAN","PAN2@PAN2_HUMAN",2.65535182861255,3.21723071622067,3.68929916053589,-1.0276624396671,0.0578351315026372,0.969827308164465,2
"PAN3_HUMAN","PAN3@PAN3_HUMAN",4.01792190799726,4.10433665981474,3.68929916053589,0.368689209958904,0.763311028594742,-1.13200023855365,3
"PANK1_HUMAN","PANK1@PANK1_HUMAN",3.84799690655495,3.49825086752783,4.17791779219584,0.0194431929046492,-1.00957982224599,0.990136629341341,1
"PANK2_HUMAN","PANK2@PANK2_HUMAN",4.37155886261196,4.26303440583379,4.27798474729977,1.14533724171062,-0.699758951183905,-0.445578290526715,4
"PANK3_HUMAN","PANK3@PANK3_HUMAN",3.43295940727611,2.67807190511264,2.37851162325373,1.10996369505177,-0.279327268840427,-0.830636426211348,4
"PANK4_HUMAN","PANK4@PANK4_HUMAN",4.24031432933371,4.14567745519564,3.95419631038688,0.870704625762086,0.221462037607264,-1.09216666336935,3
"PANO1_HUMAN","PANO1@PANO1_HUMAN",3.65535182861255,3.62058641045188,4.17791779219584,-0.520780921299791,-0.632128684247066,1.15290960554686,1
"PANX1_HUMAN","PANX1@PANX1_HUMAN",3.65535182861255,3.43295940727611,4.53605290024021,-0.376154138853713,-0.757375757459508,1.13352989631322,1
"PANX2_HUMAN","PANX2@PANX2_HUMAN",3.65535182861255,2.56071495447448,3.95419631038688,0.361574722035559,-1.13049667985628,0.768921957820717,1
"PANX3_HUMAN","PANX3@PANX3_HUMAN",3.16992500144231,2.67807190511264,3.53605290024021,0.0973429895932941,-1.04511178742977,0.947768797836474,1
"PAOX_HUMAN","PAOX@PAOX_HUMAN",3.54843662469604,3.43295940727611,3.16992500144231,0.848821050909294,0.253547524611822,-1.10236857552112,3
"PPN_HUMAN","PAPLN@PPN_HUMAN",4.24031432933371,4.14567745519564,4.17791779219584,1.08795875141766,-0.879030590316842,-0.208928161100795,4
"PAPOA_HUMAN","PAPOLA@PAPOA_HUMAN",4.65535182861255,4.01792190799726,4.17791779219584,1.12060027349722,-0.801528804776413,-0.319071468720804,4
"PAPOB_HUMAN","PAPOLB@PAPOB_HUMAN",2.65535182861255,3.67807190511264,2.94485844580754,-0.829749372484859,1.11031482323895,-0.28056545075409,2
"PAPOG_HUMAN","PAPOLG@PAPOG_HUMAN",2.84799690655495,3.21723071622067,4.27798474729977,-0.807907198413471,-0.31051436303074,1.11842156144421,1
"PAPP1_HUMAN","PAPPA@PAPP1_HUMAN",3.16992500144231,1.96347412397489,3.36457243229586,0.444358006787003,-1.14516842443429,0.700810417647287,1
"PAPP2_HUMAN","PAPPA2@PAPP2_HUMAN",3.16992500144231,2.56071495447448,3.16992500144231,0.577350269189626,-1.15470053837925,0.577350269189626,1
"PAPS1_HUMAN","PAPSS1@PAPS1_HUMAN",4.24031432933371,3.78659636189081,3.95419631038688,1.07491628839711,-0.902720008761407,-0.172196279635705,4
"PAPS2_HUMAN","PAPSS2@PAPS2_HUMAN",3.43295940727611,3.56071495447448,4.0703893278914,-0.756309497302993,-0.37748865813306,1.13379815543605,1
"PAQR3_HUMAN","PAQR3@PAQR3_HUMAN",3.84799690655495,3.49825086752783,3.95419631038688,0.340290253803621,-1.12573494862173,0.785444694818106,1
"PAQR4_HUMAN","PAQR4@PAQR4_HUMAN",3.16992500144231,3.21723071622067,3.16992500144231,-0.57735026918962,1.15470053837926,-0.57735026918962,3
"PAQR5_HUMAN","PAQR5@PAQR5_HUMAN",4.37155886261196,4.10433665981474,5.12515513132229,-0.306260611301984,-0.811055012881552,1.11731562418353,1
"PAQR6_HUMAN","PAQR6@PAQR6_HUMAN",3.93545974780529,2.88752527074159,3.36457243229586,1.0284756379959,-0.96885677651809,-0.0596188614778053,4
"PAQR7_HUMAN","PAQR7@PAQR7_HUMAN",4.97269265400426,5,4.27798474729977,0.543662088817875,0.610395485393155,-1.15405757421103,3
"PAQR8_HUMAN","PAQR8@PAQR8_HUMAN",3.65535182861255,4.37155886261196,3.68929916053589,-0.618848495029658,1.15368126119588,-0.534832766166221,3
"PAQR9_HUMAN","PAQR9@PAQR9_HUMAN",3.43295940727611,3.29278174922785,3.36457243229586,0.991808749434444,-1.00799475092924,0.0161860014947987,4
"PARD3_HUMAN","PARD3@PARD3_HUMAN",3.01792190799726,2.88752527074159,3.95419631038688,-0.461663781047616,-0.685765030129766,1.14742881117738,1
"PAR3L_HUMAN","PARD3B@PAR3L_HUMAN",4.01792190799726,4.14567745519564,3.82781902461732,0.129934885425777,0.928681234718952,-1.05861612014473,3
"PAR6A_HUMAN","PARD6A@PAR6A_HUMAN",3.65535182861255,3.73335434061383,3.16992500144231,0.444863699381071,0.700374856358864,-1.14523855573993,3
"PAR6B_HUMAN","PARD6B@PAR6B_HUMAN",4.30742852519225,4.06177619758669,3.95419631038688,1.10256622048784,-0.254195922571056,-0.848370297916779,4
"PAR6G_HUMAN","PARD6G@PAR6G_HUMAN",3.93545974780529,3.56071495447448,3.95419631038688,0.534629799068415,-1.15367161861578,0.619041819547364,1
"PARG_HUMAN","PARG@PARG_HUMAN",3.54843662469604,3.56071495447448,3.68929916053589,-0.654242878723604,-0.49687776678441,1.15112064550801,1
