"","IDs","Slide_20.B.00423_Glo_ROI_1","Slide_20.B.00423_Glo_ROI_2","Slide_20.B.00423_Glo_ROI_3","Z_scores_Slide_20.B.00423_Glo_ROI_1","Z_scores_Slide_20.B.00423_Glo_ROI_2","Z_scores_Slide_20.B.00423_Glo_ROI_3","hclust_clusters"
"COMD1_HUMAN","COMMD1@COMD1_HUMAN",3.30742852519225,3.92599941855622,4.4594316186373,-1.02370349556215,0.0492251544248514,0.974478341137294,2
"COMDA_HUMAN","COMMD10@COMDA_HUMAN",4.24031432933371,3.88752527074159,3.53605290024021,1.0006226175061,-0.00124640014753173,-0.999376217358566,3
"COMD2_HUMAN","COMMD2@COMD2_HUMAN",4.01792190799726,3.56071495447448,4.17791779219584,0.309298940258005,-1.11810711017679,0.808808169918787,1
"COMD3_HUMAN","COMMD3@COMD3_HUMAN",3.93545974780529,3.49825086752783,4.27798474729977,0.0807557929840749,-1.03792933698252,0.957173543998444,1
"COMD5_HUMAN","COMMD5@COMD5_HUMAN",4.37155886261196,4.14567745519564,4.0703893278914,1.12090125445263,-0.320273019350635,-0.800628235101998,4
"COMD6_HUMAN","COMMD6@COMD6_HUMAN",3.43295940727611,3.43295940727611,2.70043971814109,0.577350269189626,0.577350269189626,-1.15470053837925,3
"COMD7_HUMAN","COMMD7@COMD7_HUMAN",3.43295940727611,3.49825086752783,3.36457243229586,0.0154362375355821,0.992192523203813,-1.00762876073939,3
"COMD8_HUMAN","COMMD8@COMD8_HUMAN",4.49185309632967,4.06177619758669,5.01346225980656,-0.0640207419759511,-0.966451450238874,1.03047219221482,1
"COMD9_HUMAN","COMMD9@COMD9_HUMAN",2.43295940727611,2.98185265328974,2.37851162325373,-0.493852421579025,1.15085228037452,-0.656999858795494,3
"COMP_HUMAN","COMP@COMP_HUMAN",3.75488750216347,3.21723071622067,3.68929916053589,0.68553331452197,-1.14746104397584,0.461927729453868,4
"COMT_HUMAN","COMT@COMT_HUMAN",3.43295940727611,3.78659636189081,3.53605290024021,-0.837102248999784,1.10735070967662,-0.270248460676831,2
"CMTD1_HUMAN","COMTD1@CMTD1_HUMAN",3.75488750216347,3.29278174922785,4.17791779219584,0.0294212978685807,-1.01438599144495,0.984964693576366,1
"COP1_HUMAN","COP1@COP1_HUMAN",3.54843662469604,4.18586654531133,3.95419631038688,-1.07772157338587,0.897869362766008,0.179852210619861,2
"COPA_HUMAN","COPA@COPA_HUMAN",3.84799690655495,4.37155886261196,4.0703893278914,-0.94628158264632,1.04621441203718,-0.0999328293908664,2
"COPB_HUMAN","COPB1@COPB_HUMAN",4.01792190799726,4.5298209465287,4.17791779219584,-0.85523197490653,1.0995041491462,-0.244272174239669,2
"COPB2_HUMAN","COPB2@COPB2_HUMAN",4.30742852519225,4.40599235967584,3.82781902461732,0.410644659806078,0.729304987550055,-1.13994964735613,3
"COPE_HUMAN","COPE@COPE_HUMAN",4.37155886261196,4.56071495447448,4.17791779219584,0.00781070914907493,0.996071767472235,-1.00388247662131,3
"COPG1_HUMAN","COPG1@COPG1_HUMAN",4.24031432933371,4.01792190799726,3.82781902461732,1.02504655253464,-0.0521324924188216,-0.972914060115822,3
"COPG2_HUMAN","COPG2@COPG2_HUMAN",3.84799690655495,3.0703893278914,3.68929916053589,0.759603372168258,-1.13296304843815,0.373359676269887,4
"COPRS_HUMAN","COPRS@COPRS_HUMAN",3.84799690655495,4.01792190799726,4.0703893278914,-1.12491514294802,0.336793128384991,0.788122014563027,2
"CSN2_HUMAN","COPS2@CSN2_HUMAN",5.62643913669732,4.06177619758669,3.95419631038688,1.15279207006574,-0.518925761019636,-0.633866309046107,4
"H7C3P9_HUMAN","COPS3@H7C3P9_HUMAN",3.65535182861255,4.14567745519564,3.95419631038688,-1.06451514432141,0.919692251342596,0.144822892978813,2
"CSN4_HUMAN","COPS4@CSN4_HUMAN",-0.15200309344505,-1,0.37851162325373,0.152199046390859,-1.06737475627063,0.915175709879767,1
"CSN5_HUMAN","COPS5@CSN5_HUMAN",4.09592441999854,4.43295940727611,3.68929916053589,0.062294512428547,0.967396456044218,-1.02969096847276,3
"CSN6_HUMAN","COPS6@CSN6_HUMAN",4.70043971814109,4.70597790168252,4.4594316186373,0.557567811191021,0.596909306632798,-1.15447711782383,3
"CSN7A_HUMAN","COPS7A@CSN7A_HUMAN",3.30742852519225,3.88752527074159,3.16992500144231,-0.387353310691341,1.1357318870186,-0.748378576327262,3
"CSN7B_HUMAN","COPS7B@CSN7B_HUMAN",2.43295940727611,1.58496250072116,1.37851162325373,1.13482838690356,-0.382688994281797,-0.752139392621767,4
"CSN8_HUMAN","COPS8@CSN8_HUMAN",4.24031432933371,4.73335434061383,4.68929916053589,-1.15093090493232,0.656202922415112,0.494727982517208,2
"CSN9_HUMAN","COPS9@CSN9_HUMAN",3.84799690655495,3.0703893278914,2.94485844580754,1.14515834707102,-0.444285486628564,-0.700872860442455,4
"COPZ1_HUMAN","COPZ1@COPZ1_HUMAN",4.30742852519225,4.46597446450407,3.68929916053589,0.373303733931739,0.759647896150697,-1.13295163008243,3
"COPZ2_HUMAN","COPZ2@COPZ2_HUMAN",3.75488750216347,3.43295940727611,4.17791779219584,-0.0902003463010591,-0.951844119749218,1.04204446605028,1
"CQ10A_HUMAN","COQ10A@CQ10A_HUMAN",2.43295940727611,2.56071495447448,2.94485844580754,-0.800260950802838,-0.320762587379117,1.12102353818196,1
"CQ10B_HUMAN","COQ10B@CQ10B_HUMAN",3.01792190799726,3.49825086752783,4.17791779219584,-0.93811296017578,-0.114002741143261,1.05211570131904,1
"COQ2_HUMAN","COQ2@COQ2_HUMAN",3.30742852519225,3.56071495447448,3.53605290024021,-1.1501909610379,0.663387976576312,0.486802984461585,2
"COQ3_HUMAN","COQ3@COQ3_HUMAN",3.93545974780529,3.73335434061383,4.53605290024021,-0.318146860191351,-0.80222097408693,1.12036783427828,1
"COQ4_HUMAN","COQ4@COQ4_HUMAN",3.75488750216347,4.01792190799726,3.68929916053589,-0.378430616690358,1.13398655116723,-0.755555934476869,3
"COQ5_HUMAN","COQ5@COQ5_HUMAN",3.84799690655495,2.98185265328974,3.16992500144231,1.12983559703927,-0.771324297320382,-0.358511299718892,4
"COQ6_HUMAN","COQ6@COQ6_HUMAN",2.43295940727611,2.29278174922785,2.94485844580754,-0.360989554260921,-0.769381481276851,1.13037103553777,1
"COQ7_HUMAN","COQ7@COQ7_HUMAN",3.84799690655495,3.29278174922785,3.82781902461732,0.609093387539066,-1.15410771802979,0.545014330490724,1
"COQ8A_HUMAN","COQ8A@COQ8A_HUMAN",2.43295940727611,2.88752527074159,3.95419631038688,-0.843415822725099,-0.261290853264963,1.10470667599006,1
"COQ8B_HUMAN","COQ8B@COQ8B_HUMAN",3.93545974780529,4.06177619758669,4.17791779219584,-1.01369098436652,0.0279687427366721,0.985722241629843,2
"COQ9_HUMAN","COQ9@COQ9_HUMAN",4.01792190799726,3.88752527074159,4.17791779219584,-0.0678349117820445,-0.964355461981461,1.03219037376351,1
"CORIN_HUMAN","CORIN@CORIN_HUMAN",4.16992500144231,3.43295940727611,3.95419631038688,0.838145361445834,-1.10692024000849,0.26877487856266,4
"COR1A_HUMAN","CORO1A@COR1A_HUMAN",3.30742852519225,3.49825086752783,4.53605290024021,-0.715611471148322,-0.427003264610406,1.14261473575873,1
"COR1C_HUMAN","CORO1C@COR1C_HUMAN",3.30742852519225,3.97269265400426,5.22496636500027,-0.884252879738601,-0.200969690973899,1.0852225707125,1
"COR2A_HUMAN","CORO2A@COR2A_HUMAN",3.43295940727611,2.43295940727611,3.68929916053589,0.373413511189118,-1.13297403403446,0.759560522845344,1
"COR2B_HUMAN","CORO2B@COR2B_HUMAN",3.43295940727611,3.88752527074159,4.27798474729977,-1.02430570780145,0.0505270717740956,0.973778636027357,2
"CORO6_HUMAN","CORO6@CORO6_HUMAN",3.30742852519225,3.43295940727611,4.0703893278914,-0.723937492995433,-0.417092149502472,1.1410296424979,1
"CORO7_HUMAN","CORO7@CORO7_HUMAN",2.84799690655495,3.15380533607904,2.37851162325373,0.139709969313974,0.922798451017175,-1.06250842033115,3
"CORT_HUMAN","CORT@CORT_HUMAN",3.75488750216347,3.21723071622067,3.82781902461732,0.464535339138575,-1.14777582847261,0.683240489334039,1
"COTL1_HUMAN","COTL1@COTL1_HUMAN",4.30742852519225,5.04439411935845,4.68929916053589,-1.01188817902718,0.987671953414774,0.024216225612402,2
"COX10_HUMAN","COX10@COX10_HUMAN",3.16992500144231,3.15380533607904,3.68929916053589,-0.55068956881151,-0.603606721140283,1.15429628995179,1
"COX11_HUMAN","COX11@COX11_HUMAN",3.75488750216347,4.26303440583379,4.37155886261196,-1.13890736499328,0.404627985249391,0.734279379743895,2
"COX14_HUMAN","COX14@COX14_HUMAN",4.24031432933371,4.56071495447448,4.76022094646651,-1.06792947828236,0.153642544072753,0.914286934209611,2
"COX15_HUMAN","COX15@COX15_HUMAN",3.65535182861255,3.78659636189081,4.17791779219584,-0.80166396843992,-0.318890991152417,1.12055495959234,1
"COX16_HUMAN","COX16@COX16_HUMAN",4.24031432933371,3.97269265400426,3.53605290024021,0.911295840152987,0.158481478983589,-1.06977731913657,3
"COX17_HUMAN","COX17@COX17_HUMAN",4.01792190799726,3.92599941855622,4.53605290024021,-0.431945677958219,-0.711425240849563,1.14337091880778,1
"COX18_HUMAN","COX18@COX18_HUMAN",2.84799690655495,3.29278174922785,4.68929916053589,-0.79314303819334,-0.330197419923208,1.12334045811655,1
"COX19_HUMAN","COX19@COX19_HUMAN",4.43295940727611,3.21723071622067,3.36457243229586,1.147559969156,-0.68481866204224,-0.462741307113763,4
"COX20_HUMAN","COX20@COX20_HUMAN",2.16992500144231,2.56071495447448,3.16992500144231,-0.9199077606011,-0.14446921984487,1.06437698044597,1
"COX41_HUMAN","COX4I1@COX41_HUMAN",5.5453506448223,5.3327079336406,4.61470984411521,0.781487654699196,0.345433993672307,-1.12692164837151,3
"COX42_HUMAN","COX4I2@COX42_HUMAN",2.43295940727611,3.21723071622067,3.95419631038688,-1.01020282466697,0.0207279099862253,0.989474914680747,2
"COX5A_HUMAN","COX5A@COX5A_HUMAN",4.24031432933371,4.5298209465287,4.37155886261196,-0.967489105879033,1.02961415504614,-0.0621250491671008,2
"COX5B_HUMAN","COX5B@COX5B_HUMAN",5.33628338786443,5.31469652565629,4.76022094646651,0.610089052617544,0.543980509192047,-1.15406956180959,3
"CX6A1_HUMAN","COX6A1@CX6A1_HUMAN",4.97269265400426,5.43629511983936,5.22496636500027,-1.02810398971879,0.969300981396687,0.0588030083220983,2
"CX6A2_HUMAN","COX6A2@CX6A2_HUMAN",3.65535182861255,3.62058641045188,3.36457243229586,0.683343871427936,0.464417925924551,-1.14776179735249,3
"CX6B1_HUMAN","COX6B1@CX6B1_HUMAN",5.12928301694497,5.60584986719498,4.61470984411521,0.0255577825549004,0.986976128621503,-1.0125339111764,3
"CX6B2_HUMAN","COX6B2@CX6B2_HUMAN",3.54843662469604,3.21723071622067,3.16992500144231,1.14708147222875,-0.458853892700939,-0.688227579527814,4
"COX6C_HUMAN","COX6C@COX6C_HUMAN",4.84297883178833,5.08321336824898,4.8923910259134,-0.761040577679242,1.13259271177789,-0.37155213409865,2
"CX7A1_HUMAN","COX7A1@CX7A1_HUMAN",4.49185309632967,4.10433665981474,4.37155886261196,0.853407754713043,-1.10032944334013,0.24692168862708,4
"COX7R_HUMAN","COX7A2L@COX7R_HUMAN",4.49185309632967,4.56071495447448,3.95419631038688,0.47055753515487,0.677919844216152,-1.14847737937102,3
"COX7B_HUMAN","COX7B@COX7B_HUMAN",-0.15200309344505,-1,0.37851162325373,0.152199046390859,-1.06737475627063,0.915175709879767,1
"CX7B2_HUMAN","COX7B2@CX7B2_HUMAN",3.43295940727611,2.88752527074159,3.53605290024021,0.423089683057011,-1.14199975181059,0.718910068753577,1
"COX7C_HUMAN","COX7C@COX7C_HUMAN",5.2364926183813,5.41953889151378,5.57893871309339,-1.02220518981752,0.0459978621521554,0.976207327665366,2
"COX8A_HUMAN","COX8A@COX8A_HUMAN",5.27052894238072,5.08321336824898,4.4594316186373,0.78367671389996,0.342592106789248,-1.12626882068921,3
"COX8C_HUMAN","COX8C@COX8C_HUMAN",3.16992500144231,2.67807190511264,2.37851162325373,1.07050946641718,-0.160411950520437,-0.910097515896746,4
"CERU_HUMAN","CP@CERU_HUMAN",3.16992500144231,2.78659636189081,3.68929916053589,-0.100094531101183,-0.94618855674889,1.04628308785007,1
"CBPA1_HUMAN","CPA1@CBPA1_HUMAN",4.01792190799726,4.46597446450407,4.8923910259134,-1.00814443532731,0.016492892692894,0.991651542634411,2
"CBPA2_HUMAN","CPA2@CBPA2_HUMAN",3.75488750216347,3.67807190511264,4.61470984411521,-0.501914140671,-0.649632540167457,1.15154668083846,1
"CBPA3_HUMAN","CPA3@CBPA3_HUMAN",3.01792190799726,3.62058641045188,3.95419631038688,-1.0810117721098,0.188994632436996,0.892017139672799,2
"A4D1M3_HUMAN","CPA4@A4D1M3_HUMAN",2.84799690655495,3.36457243229586,3.53605290024021,-1.12112586899723,0.321172898367385,0.799952970629842,2
"CBPA5_HUMAN","CPA5@CBPA5_HUMAN",3.16992500144231,1.76553474636298,3.36457243229586,0.462195975903739,-1.14749373210054,0.685297756196799,1
"CBPA6_HUMAN","CPA6@CBPA6_HUMAN",2.84799690655495,2.43295940727611,3.53605290024021,-0.163342492986067,-0.908272904703802,1.07161539768987,1
"CPMD8_HUMAN","CPAMD8@CPMD8_HUMAN",3.01792190799726,3.21723071622067,4.0703893278914,-0.746357158004123,-0.389850414236077,1.1362075722402,1
"CBPB1_HUMAN","CPB1@CBPB1_HUMAN",3.54843662469604,3.43295940727611,3.82781902461732,-0.269111223129042,-0.837907427419219,1.10701865054826,1
"CBPB2_HUMAN","CPB2@CBPB2_HUMAN",4.49185309632967,4.22496636500027,4.95419631038687,-0.17658572831557,-0.899944511383358,1.07653023969893,1
"CBPD_HUMAN","CPD@CBPD_HUMAN",5.09169983413681,4.83289001416474,3.68929916053589,0.742006380656138,0.3952016767272,-1.13720805738334,3
"CPEB1_HUMAN","CPEB1@CPEB1_HUMAN",3.54843662469604,3.15380533607904,4.27798474729977,-0.195739667260252,-0.887657683487298,1.08339735074755,1
"CPEB2_HUMAN","CPEB2@CPEB2_HUMAN",3.75488750216347,3.67807190511264,4.27798474729977,-0.455688414816991,-0.690992585200064,1.14668100001705,1
"CPEB3_HUMAN","CPEB3@CPEB3_HUMAN",3.01792190799726,3.0703893278914,2.70043971814109,0.441314043050182,0.703427085336955,-1.14474112838714,3
"CPEB4_HUMAN","CPEB4@CPEB4_HUMAN",4.79701297783614,4.56071495447448,4.0703893278914,0.8660022910366,0.228459377823432,-1.09446166886003,3
"CPED1_HUMAN","CPED1@CPED1_HUMAN",3.16992500144231,2.98185265328974,3.68929916053589,-0.301382551225437,-0.814646187848964,1.1160287390744,1
"CPHXL_HUMAN","CPHXL@CPHXL_HUMAN",3.16992500144231,3.43295940727611,3.82781902461732,-0.927025764054969,-0.132698007326045,1.05972377138101,1
"CPLN1_HUMAN","CPLANE1@CPLN1_HUMAN",4.09592441999854,3.83794324189103,3.82781902461732,1.15405961310166,-0.543716039790815,-0.610343573310843,4
"CPLN2_HUMAN","CPLANE2@CPLN2_HUMAN",2.65535182861255,2.67807190511264,2.94485844580754,-0.64647501491975,-0.505347154064449,1.1518221689842,1
"CPLX1_HUMAN","CPLX1@CPLX1_HUMAN",3.30742852519225,4.01792190799726,4.0703893278914,-1.15251060995659,0.514696630097257,0.637813979859337,2
"CPLX2_HUMAN","CPLX2@CPLX2_HUMAN",6.20359271420771,6.17592374206376,5.456149034648,0.609688334308833,0.544396729915309,-1.15408506422414,3
"CPLX3_HUMAN","CPLX3@CPLX3_HUMAN",2.43295940727611,3.21723071622067,3.68929916053589,-1.07185839006827,0.163988751239455,0.90786963882882,2
"CPLX4_HUMAN","CPLX4@CPLX4_HUMAN",2.43295940727611,3.0703893278914,3.36457243229586,-1.09824159018574,0.24025341709752,0.857988173088219,2
"CBPM_HUMAN","CPM@CBPM_HUMAN",4.70043971814109,4.95419631038687,3.53605290024021,0.401389339187401,0.736943292943027,-1.13833263213043,3
"CBPN_HUMAN","CPN1@CBPN_HUMAN",4.01792190799726,3.29278174922785,3.36457243229586,1.15003126484874,-0.664854751981569,-0.485176512867166,4
"CPN2_HUMAN","CPN2@CPN2_HUMAN",2.84799690655495,2.56071495447448,3.95419631038688,-0.371010839473984,-0.761470407697166,1.13248124717115,1
"A6PVH9_HUMAN","CPNE1@A6PVH9_HUMAN",4.70043971814109,4.30012372456901,4.37155886261196,1.13842862728205,-0.736502076010352,-0.401926551271694,4
"CPNE2_HUMAN","CPNE2@CPNE2_HUMAN",4.30742852519225,4.78135971352466,4.27798474729977,-0.524454373779384,1.15313161912008,-0.628677245340701,3
"CPNE3_HUMAN","CPNE3@CPNE3_HUMAN",4.30742852519225,4.43295940727611,3.36457243229586,0.466526883401905,0.681484884505485,-1.14801176790739,3
"CPNE4_HUMAN","CPNE4@CPNE4_HUMAN",2.16992500144231,2.56071495447448,3.53605290024021,-0.832348508483375,-0.276932498228035,1.10928100671141,1
"CPNE5_HUMAN","CPNE5@CPNE5_HUMAN",4.74953426766926,4.46597446450407,4.53605290024021,1.12173715596187,-0.798101195259701,-0.323635960702172,4
"CPNE6_HUMAN","CPNE6@CPNE6_HUMAN",2.84799690655495,2.43295940727611,2.94485844580754,0.390020416160788,-1.136239753002,0.746219336841207,1
"CPNE7_HUMAN","CPNE7@CPNE7_HUMAN",2.84799690655495,3.56071495447448,2.94485844580754,-0.698083979346954,1.14560276471474,-0.447518785367787,2
"CPNE8_HUMAN","CPNE8@CPNE8_HUMAN",3.84799690655495,3.78659636189081,3.82781902461732,0.868902407032411,-1.09305309790306,0.224150690870667,4
"CPNE9_HUMAN","CPNE9@CPNE9_HUMAN",3.30742852519225,2.88752527074159,3.82781902461732,-0.0711100586776498,-0.96254692921358,1.03365698789123,1
"CBPO_HUMAN","CPO@CBPO_HUMAN",3.16992500144231,3.29278174922785,3.36457243229586,-1.07518658783759,0.172928583533203,0.902258004304396,2
"D6RER6_HUMAN","CPOX@D6RER6_HUMAN",4.16992500144231,3.83794324189103,4.27798474729977,0.325487302374103,-1.12219323922955,0.796705936855448,1
"CPPED_HUMAN","CPPED1@CPPED_HUMAN",-0.15200309344505,-1,0.37851162325373,0.152199046390859,-1.06737475627063,0.915175709879767,1
"CBPQ_HUMAN","CPQ@CBPQ_HUMAN",3.75488750216347,3.97269265400426,4.37155886261196,-0.889441071939571,-0.192987026052373,1.08242809799194,1
"CPSM_HUMAN","CPS1@CPSM_HUMAN",-0.15200309344505,-1,0.37851162325373,0.152199046390859,-1.06737475627063,0.915175709879767,1
"CPSF1_HUMAN","CPSF1@CPSF1_HUMAN",4.01792190799726,4.37155886261196,4.0703893278914,-0.709335011724309,1.14373840309291,-0.434403391368609,2
"CPSF2_HUMAN","CPSF2@CPSF2_HUMAN",3.84799690655495,4.30012372456901,4.17791779219584,-1.11459691704666,0.818555581646433,0.296041335400226,2
"CPSF3_HUMAN","CPSF3@CPSF3_HUMAN",2.84799690655495,3.36457243229586,2.70043971814109,-0.352721097147434,1.12856371529831,-0.77584261815087,3
"CPSF4_HUMAN","CPSF4@CPSF4_HUMAN",3.01792190799726,3.62058641045188,3.82781902461732,-1.11913506398523,0.313290185452017,0.805844878533215,2
"CPS4L_HUMAN","CPSF4L@CPS4L_HUMAN",2.84799690655495,3.29278174922785,3.82781902461732,-0.967928564394924,-0.0613207081252917,1.02924927252022,2
"CPSF6_HUMAN","CPSF6@CPSF6_HUMAN",4.37155886261196,4.46597446450407,4.8923910259134,-0.73905712353427,-0.398811158743879,1.13786828227814,1
"CPSF7_HUMAN","CPSF7@CPSF7_HUMAN",4.65535182861255,4.46597446450407,4.0703893278914,0.864766635709407,0.230288546134465,-1.09505518184387,3
"CPT1A_HUMAN","CPT1A@CPT1A_HUMAN",5.20163386116965,5.40258575823259,6.25171909260596,-0.748154607733571,-0.387630325210978,1.13578493294455,1
"CPT1B_HUMAN","CPT1B@CPT1B_HUMAN",3.43295940727611,2.56071495447448,4.27798474729977,0.0105663743131869,-1.00524131818029,0.994674943867104,1
"CPT1C_HUMAN","CPT1C@CPT1C_HUMAN",4.01792190799726,3.83794324189103,2.37851162325373,0.674542156230058,0.474359786010639,-1.1489019422407,3
"CPT2_HUMAN","CPT2@CPT2_HUMAN",3.93545974780529,4.06177619758669,4.0703893278914,-1.15282242118216,0.519399379233101,0.633423041949044,2
"CPTP_HUMAN","CPTP@CPTP_HUMAN",4.49185309632967,4.67807190511264,4.95419631038687,-0.929342623525135,-0.128828238426452,1.05817086195158,1
"CPVL_HUMAN","CPVL@CPVL_HUMAN",3.75488750216347,3.97269265400426,4.53605290024021,-0.826032903662677,-0.285734026916227,1.11176693057891,1
"CPXCR_HUMAN","CPXCR1@CPXCR_HUMAN",2.43295940727611,2.56071495447448,3.68929916053589,-0.66726676744711,-0.48249546382168,1.14976223126879,1
"CPXM1_HUMAN","CPXM1@CPXM1_HUMAN",3.75488750216347,3.0703893278914,3.53605290024021,0.861331850682717,-1.09668438022802,0.235352529545302,4
"CPXM2_HUMAN","CPXM2@CPXM2_HUMAN",-0.15200309344505,-1,0.37851162325373,0.152199046390859,-1.06737475627063,0.915175709879767,1
"CBPZ_HUMAN","CPZ@CBPZ_HUMAN",3.30742852519225,3.78659636189081,4.82781902461732,-0.857461154213251,-0.241023315574454,1.09848446978771,1
"CR1_HUMAN","CR1@CR1_HUMAN",3.30742852519225,2.88752527074159,3.16992500144231,0.867919728801947,-1.09353283857992,0.225613109777979,4
"CR1L_HUMAN","CR1L@CR1L_HUMAN",3.75488750216347,3.73335434061383,4.61470984411521,-0.55580248734999,-0.598633237273515,1.1544357246235,1
"CR2_HUMAN","CR2@CR2_HUMAN",3.01792190799726,3.29278174922785,3.95419631038688,-0.838875568475881,-0.267741839631031,1.10661740810691,1
"B5MCB5_HUMAN","CRABP1@B5MCB5_HUMAN",2.43295940727611,3.15380533607904,3.53605290024021,-1.08540503340386,0.20149592957886,0.883909103825001,2
"RABP2_HUMAN","CRABP2@RABP2_HUMAN",4.70043971814109,4.49825086752783,4.8923910259134,0.0173143007806691,-1.00854472469125,0.991230423910573,1
"CRACD_HUMAN","CRACD@CRACD_HUMAN",3.43295940727611,3.21723071622067,3.68929916053589,-0.0572813296912724,-0.970128145716448,1.02740947540772,1
"EFC4B_HUMAN","CRACR2A@EFC4B_HUMAN",3.30742852519225,2.88752527074159,3.36457243229586,0.464185327767109,-1.14773396161663,0.683548633849518,1
"EFC4A_HUMAN","CRACR2B@EFC4A_HUMAN",2.65535182861255,3.56071495447448,3.16992500144231,-1.04233172615462,0.951466257556149,0.0908654685984721,2
"CRADD_HUMAN","CRADD@CRADD_HUMAN",3.75488750216347,3.97269265400426,4.4594316186373,-0.852310007005274,-0.248512128473568,1.10082213547885,1
"CRML_HUMAN","CRAMP1@CRML_HUMAN",3.54843662469604,3.43295940727611,3.95419631038688,-0.353452619934508,-0.775273392814251,1.12872601274876,1
"CACP_HUMAN","CRAT@CACP_HUMAN",3.54843662469604,3.67807190511264,3.68929916053589,-1.15172818196415,0.504158818148308,0.647569363815846,2
"CRUM1_HUMAN","CRB1@CRUM1_HUMAN",1.43295940727611,3.0703893278914,3.16992500144231,-1.15319643748389,0.525573886988897,0.627622550494995,2
"CRUM2_HUMAN","CRB2@CRUM2_HUMAN",5.51727569320958,5.46923479366766,3.82781902461732,0.60214363762153,0.55219676713034,-1.15434040475187,3
"CRUM3_HUMAN","CRB3@CRUM3_HUMAN",3.75488750216347,3.56071495447448,3.82781902461732,0.292721366185237,-1.1136949848384,0.820973618653155,1
"CRBN_HUMAN","CRBN@CRBN_HUMAN",3.93545974780529,3.92599941855622,4.4594316186373,-0.561786596951889,-0.592775325553737,1.15456192250562,1
"RPC9_HUMAN","CRCP@RPC9_HUMAN",4.01792190799726,3.78659636189081,4.17791779219584,0.120851917061359,-1.05493393266007,0.934082015598711,1
"CRCT1_HUMAN","CRCT1@CRCT1_HUMAN",1.43295940727611,1.32192809488736,1.96347412397489,-0.407816920994975,-0.731646999757346,1.13946392075232,1
"CREB1_HUMAN","CREB1@CREB1_HUMAN",3.93545974780529,3.56071495447448,3.53605290024021,1.15294675179219,-0.521379450197602,-0.631567301594591,4
"CREB3_HUMAN","CREB3@CREB3_HUMAN",3.84799690655495,3.21723071622067,4.53605290024021,-0.0289509808935473,-0.985210150406878,1.01416113130042,1
"CR3L1_HUMAN","CREB3L1@CR3L1_HUMAN",3.01792190799726,3.56071495447448,4.17791779219584,-0.977947355979751,-0.0427351019819813,1.02068245796173,2
"CR3L2_HUMAN","CREB3L2@CR3L2_HUMAN",3.93545974780529,3.83794324189103,4.37155886261196,-0.397191662491959,-0.740381850829134,1.1375735133211,1
"CR3L3_HUMAN","CREB3L3@CR3L3_HUMAN",2.43295940727611,3.21723071622067,2.94485844580754,-1.08506487035234,0.884549496659136,0.200515373693205,2
"CR3L4_HUMAN","CREB3L4@CR3L4_HUMAN",3.16992500144231,3.0703893278914,3.16992500144231,0.577350269189623,-1.15470053837925,0.577350269189623,1
"CREB5_HUMAN","CREB5@CREB5_HUMAN",3.01792190799726,3.0703893278914,1.96347412397489,0.534831926309581,0.618849295077747,-1.15368122138733,3
"CBP_HUMAN","CREBBP@CBP_HUMAN",3.65535182861255,4.40599235967584,4.53605290024021,-1.14384617258279,0.435131456062132,0.708714716520655,2
"CRBL2_HUMAN","CREBL2@CRBL2_HUMAN",3.43295940727611,4.33628338786443,4.61470984411521,-1.12500249554999,0.337163637166548,0.787838858383441,2
"CRERF_HUMAN","CREBRF@CRERF_HUMAN",3.93545974780529,4.30012372456901,3.95419631038688,-0.622371510264582,1.15349821343279,-0.531126703168217,3
"ZHANG_HUMAN","CREBZF@ZHANG_HUMAN",4.16992500144231,3.92599941855622,3.36457243229586,0.846925209384482,0.256271363328917,-1.1031965727134,3
"CREG1_HUMAN","CREG1@CREG1_HUMAN",4.30742852519225,4.5909612413426,4.37155886261196,-0.779424714273231,1.12752861887464,-0.348103904601401,2
"CREG2_HUMAN","CREG2@CREG2_HUMAN",3.16992500144231,3.56071495447448,3.16992500144231,-0.577350269189626,1.15470053837925,-0.577350269189626,3
"CREL1_HUMAN","CRELD1@CREL1_HUMAN",4.09592441999854,4.06177619758669,4.27798474729977,-0.424189200852457,-0.717984773288782,1.14217397414125,1
"CREL2_HUMAN","CRELD2@CREL2_HUMAN",3.84799690655495,3.43295940727611,3.68929916053589,0.91319441813372,-1.06860780212638,0.155413383992657,4
"CREM_HUMAN","CREM@CREM_HUMAN",3.01792190799726,3.15380533607904,1.37851162325373,0.507222323446413,0.644745190705058,-1.15196751415147,3
"CRF_HUMAN","CRH@CRF_HUMAN",3.01792190799726,1.76553474636298,4.0703893278914,0.0577533260003026,-1.02762508728022,0.969871761279921,1
"CRHBP_HUMAN","CRHBP@CRHBP_HUMAN",6.47411151394241,7.2667865406949,4.0703893278914,0.322630715593284,0.798857577677392,-1.12148829327068,3
"CRFR1_HUMAN","CRHR1@CRFR1_HUMAN",4.30742852519225,4.10433665981474,3.68929916053589,0.868844734032041,0.22423658958337,-1.09308132361541,3
"CRFR2_HUMAN","CRHR2@CRFR2_HUMAN",4.70043971814109,4.43295940727611,5.12515513132229,-0.150150309796324,-0.916434382802334,1.06658469259866,1
"CRIM1_HUMAN","CRIM1@CRIM1_HUMAN",6.91169158187234,6.65535182861255,4.68929916053589,0.679547292147944,0.468719772761827,-1.14826706490977,3
