"Gene","Uniprot","Pearson_correlation"
"CRABP2","P29373",-0.541332069117546
"LRP11","Q86VZ4",-0.64534248026137
"ZNF417","Q8TAU3",-0.524137564013772
"NRGN","Q92686",-0.601309218982577
"IL4I1","Q96RQ9",-0.668841700535641
"TXN2","Q99757",-0.602815498676426
"UBE2Z","Q9H832",-0.545066236058441
