"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"A1BG_HUMAN",8.80751529869524e-05,0.015527597625363,0.00106238460614919,0.00360409225361282,0.00604280604224842
"A1CF_HUMAN",0.0135004027873118,0.000496193395234561,0.00614392308704017,0.00411141148527296,0.00232506770697011
"A2MG_HUMAN",0.0236862675642813,0.000445184612468961,0.00415620993190156,2.4182799364254e-05,0.000229312883149773
"A2ML1_HUMAN",0.00353611846366732,0.00102900237233184,0.0219179667715549,0.000161853782308677,0.00385717621939885
"A3LT2_HUMAN",0.00116597362906517,0.00196224278662406,0.00544130401350474,0.00841426671612382,2.19534271140674e-05
"A4GAT_HUMAN",0.00172317364797713,0.00393721449491955,0.000137827281032308,0.00876667383448623,0.0284633578802409
"A4GCT_HUMAN",0.00149838769258526,0.0122947078933975,0.0101824983065501,0.00612311824989348,0.00250650381455885
"AAAS_HUMAN",0.000234750420590947,0.010385250962216,0.00776801535697891,0.0086698323972648,0.00300722999334064
"AACS_HUMAN",3.72813018297875e-05,0.00239162058879264,0.000357791885606672,0.000857178650013003,0.0290365319268514
"AAAD_HUMAN",0.0133356639299001,0.000750975977717122,0.000793258814643741,0.00373684240661104,0.000108600646066965
"ADCL2_HUMAN",0.00150740181581507,0.0104613866132855,0.0121095808256213,0.00260220983736403,0.00144818258140602
"ADCL3_HUMAN",0.00137231386188145,0.00517211196826294,0.00543728278020575,0.00426788181439653,0.00799671031856429
"ADCL4_HUMAN",0.00592849971093388,0.0037048643431829,0.0138722171882854,0.00153512334130839,0.00940422150182608
"AADAT_HUMAN",6.72445963639443e-05,0.000238460361965891,0.000799479703558606,0.0229225557812017,0.000131891862627854
"AAGAB_HUMAN",0.00118718182847736,0.00283753065170817,0.00025250865986,0.00624837202046255,0.0248567968102951
"AAK1_HUMAN",0.00607954058725864,0.00124423213451269,0.00121972069176478,0.0206421226285186,0.00807187603412609
"AAMDC_HUMAN",0.00159966985889754,0.000533320861459845,3.10459176259599e-05,0.00401261845488759,0.00733610390791983
"AAMP_HUMAN",0.00569782280044976,0.000606184914387109,5.88278954738324e-05,0.0212874095933473,0.0001520061251677
"SNAT_HUMAN",0.00574793260599759,0.0093399819676999,0.00239286827660851,0.0163568541647496,0.000548461804582709
"AAR2_HUMAN",0.00341870162939949,0.0139946888341903,0.00181632326347535,0.0062134648456104,0.00832758735722189
"AARD_HUMAN",0.00662175263067789,0.00410838959462342,0.000754162210162445,0.0111329404008634,0.00151518537865065
"SYAC_HUMAN",4.48741911492775e-05,0.0232988119847298,0.000514864978194447,0.00190451297854125,0.000644249628183675
"SYAM_HUMAN",0.00545004820380678,0.0118944677860587,0.000675882622719277,0.0102400329192204,0.000984786552530944
"AASD1_HUMAN",0.000870941485670417,0.00479868532785557,0.00946015393794233,0.00200621302747717,0.002387274285599
"ACSF4_HUMAN",0.00296825764251101,0.00160602941273555,0.0010661328344254,0.0108378522844876,0.00369780197026002
"ADPPT_HUMAN",0.00560791337202592,0.00803986962510781,0.0011525055701731,0.00106878712188544,0.000629378072792496
"AASS_HUMAN",0.00112085393987487,0.0173803094032664,0.000801124372505191,0.000105434885192501,0.00327680149597926
"AATF_HUMAN",0.00599483641894165,0.00789712428526279,0.000255760548011588,0.000669240750262156,0.0100374305050286
"LMTK1_HUMAN",0.000222419108184183,0.000253503151378988,0.000130233995837648,0.0167047370938223,0.00381246347630616
"GABT_HUMAN",0.000162785379858852,0.00279544337115972,6.44795837472647e-05,0.0182165137937186,0.00775210720365655
"ABCA1_HUMAN",0.00268365199623597,0.0281826123719118,0.000424611254613927,6.95714183846008e-05,0.000443027229021023
"ABCAA_HUMAN",2.22984173173674e-05,0.00915367740428077,0.00861904382643236,0.00304512504350159,0.0102342286816444
"ABCAC_HUMAN",0.00558325996800043,0.00311775314797483,0.00819824685604294,0.000172282020959384,0.0205611827803545
"ABCAD_HUMAN",0.00332737388434246,0.000263242435092665,0.00575558836981932,0.0152756910647686,0.0038886958115499
"ABCA2_HUMAN",0.00136317769019047,0.00698873046081004,0.00491438949440149,7.86151564296356e-06,0.0120465824951796
"ABCA3_HUMAN",0.0131108364806875,0.00248370791106857,0.0157406075085689,0.000948719773403594,0.000305668014797161
"ABCA4_HUMAN",0.000761899232127027,0.022240059745747,1.85850636421922e-05,0.00537627067127261,0.00415866113190253
"ABCA5_HUMAN",0.00014496968707135,0.000185594503735874,0.0249239164532011,0.0090592037442341,0.000805142121916064
