"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"A1BG_HUMAN",0.000133794550418204,0.00669704213445907,9.41659834288004e-06,0.000135477283841695,0.00263858075558546
"A1CF_HUMAN",6.61835054012364e-05,0.0196112309011518,0.00145543181948856,0.00383412820277238,0.00103534567222474
"A2MG_HUMAN",0.00280071562703746,0.00101945388474227,0.00207612612950401,0.00617933045093588,0.00420421203498543
"A2ML1_HUMAN",0.00770525406274838,0.00394982664124536,0.0016943562360456,0.0107248219542583,0.000979129581097161
"A3LT2_HUMAN",0.00175441476000033,0.00686947665573506,0.00538517473299386,2.16027760468505e-05,0.0188605605265993
"A4GAT_HUMAN",0.00131073300361893,0.00245854156333153,0.000286250481416461,0.00862804798977778,0.0120720920706535
"A4GCT_HUMAN",0.0075645962396977,0.000457905261776039,0.000536109986501693,0.00253074621845433,0.00155566962382789
"AAAS_HUMAN",0.00168016112227001,0.00600644525821885,0.00123554540166276,0.0137300003472832,2.319062335167e-07
"AACS_HUMAN",0.0143686235357356,0.00166366466068571,0.00607666909390557,0.00790126548989327,0.00433093132068963
"AAAD_HUMAN",5.45443593673084e-06,0.00393004479805504,0.0108232415991383,0.0014699608080629,0.0030045694020466
"ADCL2_HUMAN",0.00810745161110927,0.00581555842442595,0.0102538078781206,0.00847114848770003,0.000711929706473333
"ADCL3_HUMAN",0.000820864666919426,0.000293668563510911,0.00522856859541563,0.00528997279597187,0.00255682806887888
"ADCL4_HUMAN",0.0040266685915062,8.0463180021983e-05,0.00710837355248808,0.0105255213028109,0.00159131975091321
"AADAT_HUMAN",0.00552159962541217,0.0124291925934738,0.000354085426378157,0.00132475099405774,0.000796143872929781
"AAGAB_HUMAN",0.000691819182329225,0.0028680440395709,0.00940297803434593,0.00108017815668309,0.0322655005007618
"AAK1_HUMAN",0.00230816382098077,0.000988082878858986,0.00553915337771572,0.0086246042003431,0.00234764317948478
"AAMDC_HUMAN",0.00171090122729181,0.00554073192135513,0.00414429550236636,0.0212395384445548,0.000126677231539145
"AAMP_HUMAN",0.0230313547112556,0.00026244015681533,0.000421403610904758,0.00304742489628748,0.00300087311416262
"SNAT_HUMAN",0.00305985313241104,0.00206372753326602,0.0142088860458084,0.00405982374977413,0.0139366767560331
"AAR2_HUMAN",0.00104557081732605,0.00634957557574094,0.00567998102143198,0.0094944643381465,0.000322350954305617
"AARD_HUMAN",0.00182406936365172,0.00216602551266847,0.000133270835584216,0.0171427074410137,0.0150611808794238
"SYAC_HUMAN",0.0108153318489945,0.00389976698474706,7.16764141659642e-06,0.00415992441142687,0.0113518342921992
"SYAM_HUMAN",0.000202196974379691,0.00793701916314179,3.72179174226214e-05,0.000532060215094435,0.00893260362759743
"AASD1_HUMAN",0.00488800781396693,0.0130879559341359,0.000289383827727733,0.0122504445248514,4.4087405040152e-05
"ACSF4_HUMAN",9.19223060769616e-05,0.0141314820074792,0.00391798541197684,3.884127184492e-05,0.00396854551915082
"ADPPT_HUMAN",0.0122107690897388,0.0209422433413226,0.00460021586987347,9.56679003564685e-05,0.000484611707997702
"AASS_HUMAN",0.00174582331422667,0.0035893521112976,0.013241871512298,0.000760971343350356,0.00751340731294069
"AATF_HUMAN",0.00114019049054017,0.0222731396774259,3.87871691818383e-05,0.000135083600051521,0.00472380629458995
"LMTK1_HUMAN",0.00717692249471069,0.000106086249890542,0.000386488465707934,0.000195228921182296,0.00370232234401464
"GABT_HUMAN",0.00932751359107162,0.0181757721154053,0.00123393548189214,0.000681501541705576,0.000929071279624693
"ABCA1_HUMAN",0.000259059380447364,0.00350703178323097,0.00653268388237282,0.0238250759735268,0.000599137209441249
"ABCAA_HUMAN",0.00118702766844257,0.014880073048948,0.000292741592972996,0.00551466815205452,0.00989907718542822
"ABCAC_HUMAN",0.00172844165756477,0.00190254934331534,0.00984526190667226,0.00125976165023878,0.000375700108770725
"ABCAD_HUMAN",0.0105800285206977,0.00144239993290067,0.00259170911589422,0.00192619886855108,0.0116301383563563
"ABCA2_HUMAN",0.015378031875811,0.0023131044789372,0.000185883977348782,0.00186964704136025,0.0152840964821621
"ABCA3_HUMAN",0.00086644150584465,0.00139361036080023,0.000701213717008983,0.00150390806130424,0.0189365027676707
"ABCA4_HUMAN",0.00258417253988222,0.00963570470609664,0.00114933952813736,0.00125738644459002,0.0109318264613957
"ABCA5_HUMAN",0.00270344398831214,0.0138022168983021,0.00199828490704001,0.0125293571972169,0.00704777143676923
"ABCA6_HUMAN",2.44294360450509e-08,0.000458457048640213,0.00436267040284792,0.00924586532976266,0.00100645425843699
"ABCA7_HUMAN",0.0056022673929183,0.00507556107903795,0.000633748546528028,0.0032377280525322,6.10503609409842e-05
"ABCA8_HUMAN",0.00218227406455029,0.00352620501679261,0.00367912118919513,0.0106019844224692,0.00395456377685427
"ABCA9_HUMAN",0.00708433915234826,0.012735327705688,0.00814762856497601,0.000480768927193539,0.000193351093112795
"MDR1_HUMAN",0.00165447430178598,0.0179097350795161,0.00716029964015931,0.000113505493269247,0.00291054211750048
"ABCBA_HUMAN",0.000263099671832692,0.00118357692712983,0.0053987161693321,0.0111864683199015,0.00370449972453059
"ABCBB_HUMAN",0.000322443114812681,0.0082000709609599,0.00820336314724407,0.0243729352177556,8.71330256619826e-05
"MDR3_HUMAN",3.45705703131584e-05,0.0108473090562982,0.000340077252727061,0.00271669640329132,0.00743043569776013
"ABCB5_HUMAN",0.00117219243971515,1.8320557112212e-05,0.000750971670150509,0.00450794188634364,0.00801077722880233
"ABCB6_HUMAN",0.00836609685690413,0.0104862357339821,0.000633917687436997,0.00265062341523461,0.018582721002858
"ABCB7_HUMAN",0.00813355205582845,4.05286667547154e-05,0.000223415371576772,0.00561991614914666,0.0153430577061906
"MITOS_HUMAN",0.0036039783429979,3.30959624551476e-05,0.0160094034328911,0.000850856371715049,0.00327481334724689
"ABCB9_HUMAN",1.91764852499281e-05,0.0109922635719894,0.0104522009508376,0.00531022530866139,0.000208604263873606
"MRP1_HUMAN",0.0340064963460058,0.000659113149472334,0.000519679890585652,6.36304419902917e-06,0.000109682423938013
"MRP7_HUMAN",0.0124896523443983,0.00280185080865795,0.00421236598016444,0.000372205445470104,0.000206393242716418
"MRP8_HUMAN",0.00406820013179347,0.0139038426391008,0.00233719797823792,0.00361127402180556,0.000340658371487806
"MRP9_HUMAN",0.000650025220588029,4.93380142473886e-05,0.000886622848755952,0.00199193204797412,0.0258223948971378
"MRP2_HUMAN",0.00494082517650671,0.0074113504215273,0.0230795575008689,0.000226014109869219,0.00147141874063948
"MRP3_HUMAN",0.00428070733482488,0.0106491439670606,0.00589826921473902,0.00533496716554942,0.00219284614747958
"MRP4_HUMAN",0.00175252713786107,0.00990608773496343,0.00210896279535321,0.000254808535593086,0.00515097256776898
"MRP5_HUMAN",0.00298210196745426,3.34278415030074e-05,0.00540178450304256,0.00785156299824851,0.0269317839189289
"MRP6_HUMAN",0.00029343576850439,0.00414361705588433,0.00667049367378801,0.005920649872829,0.00346133939521088
"ABCC8_HUMAN",0.00735120231199159,5.03995172054104e-05,0.000784974655874033,0.000404776551869279,0.00208364816801033
"ABCC9_HUMAN",0.00371680679063527,0.00187043489893854,0.000431960792541142,8.28786469478702e-05,0.0205250043982105
"ABCD1_HUMAN",1.57922983422164e-05,0.0237727119574601,0.00261580486630719,0.00320438758190261,0.00206487815246317
"ABCD2_HUMAN",0.00298532725298017,0.000405215396772715,0.00678108683629753,0.0097164909914758,0.00409902571347147
"ABCD3_HUMAN",0.00197350535219239,0.0301552140863667,0.00584295695483413,0.000534706237616322,0.00193855583066225
"ABCD4_HUMAN",0.00203227626728972,0.00864799313966682,0.007838338531414,0.0210666818922087,0.000212369005992601
"ABCE1_HUMAN",0.000173832524063897,0.0121535037730786,0.0124917294539543,0.00371710397864278,0.00263229047917857
"ABCF1_HUMAN",1.93953758428507e-06,0.0112811674469984,0.000890085443282414,0.0137032394507045,6.77838982666076e-05
"ABCF2_HUMAN",0.000900590939410151,0.000967110499865417,0.0164762424296923,0.00393328791516437,0.00726139271779972
"ABCF3_HUMAN",0.00200506137517615,0.00116573088701548,0.00160523707846079,1.03808619634352e-05,0.0105579471467663
"ABCG1_HUMAN",3.81372198595396e-05,0.0344085479625335,0.00345383852524344,0.000557698162454478,0.00561228208487042
"ABCG2_HUMAN",0.00450346668521836,0.000412740654633183,0.000101165556735098,0.0135809282155745,3.91106623074851e-05
"ABCG4_HUMAN",9.19344596952128e-08,0.00536451252909047,0.00236820308751681,0.000200424308489523,0.0173502197795664
"ABCG5_HUMAN",0.00255143174489255,0.00182209585154209,0.00973280569828486,0.00298076790407962,0.000709125492716022
"ABCG8_HUMAN",0.00295826990366386,0.000872164506429628,0.00249999741629349,0.000999807868508002,0.018294258117975
"ABHD1_HUMAN",0.0038107066105676,0.00387356055178954,5.76015793566764e-05,0.00650212818015067,0.00161293176954399
"ABHDA_HUMAN",0.00124122538547239,0.00764445397495172,0.00810387032733916,0.0037670562063923,0.0013160694569468
"ABHDB_HUMAN",0.000377527118330483,0.00180054178972176,0.024021226073293,0.000270758780691546,0.000110182509938824
"ABD12_HUMAN",0.00120198973184594,0.0133360513349247,0.00112500932286578,0.00105259208878674,0.00176147226137419
"AB12B_HUMAN",0.000265869371980478,0.00352690528684091,0.000561795061806214,0.00170080027275654,0.000966233894117746
"ABHDD_HUMAN",0.00062628846629451,0.00946953192854496,0.00111127354991661,0.00750908285316611,0.00205413317403317
"ABHEA_HUMAN",0.00130310763418478,0.00331859359814955,0.0026689389992932,4.81766760687475e-05,0.0248233767631241
"ABHEB_HUMAN",0.00266242004999552,0.0032214513324613,0.0314542574048034,0.00251513446215711,0.00353233076643828
"ABH15_HUMAN",6.89266304564226e-05,0.00266879065846157,0.000282972083554436,0.00832200883551704,0.0103613873705682
"ABHGA_HUMAN",0.0103721923286593,9.56820479383126e-05,1.67609364376728e-05,1.04909055788444e-05,0.0144345424655796
"ABHGB_HUMAN",0.00584529717684802,0.00241271954434331,0.00198100763893301,2.02321309972094e-06,0.000450600209289107
"AB17A_HUMAN",0.00361578038437195,0.001297283160403,4.45365189792348e-08,0.00442401982852844,0.00320557302432217
"AB17B_HUMAN",0.00024932641305279,0.0137005242387339,0.013047088118495,0.00444710687403184,0.000243604502004205
"AB17C_HUMAN",0.00324292113562737,0.0131003494468693,0.000941947585820193,0.0171698791430836,0.000616720257574654
"ABD18_HUMAN",0.0101231133282607,0.000546354272985375,0.0223057425164588,0.00330305082186095,0.00203211820845002
"ABHD2_HUMAN",0.00130095001273119,0.0012069939720024,0.00380768174505251,0.00072271238353186,0.00788500949055312
