"","Dim.1","Dim.2"
"DNJC9_HUMAN",0.00665024734411187,0.00367806747906801
"DNAL1_HUMAN",0.00227373464732767,0.0103131202313148
"DNAL4_HUMAN",0.00808876084349686,0.00149719571780193
"IDLC_HUMAN",0.00186482386680691,0.0109330532208183
"DNAS1_HUMAN",0.00158295239326304,0.0113603870881898
"DNSL1_HUMAN",0.00403275818732145,0.00764633624394548
"DNSL2_HUMAN",0.00466733126636052,0.0066842858293143
"DNSL3_HUMAN",0.0058179234734268,0.00493991981940437
"DNS2A_HUMAN",0.00843027601434753,0.000979438468759394
"DNS2B_HUMAN",0.00254614772951323,0.00990012584607482
"DND1_HUMAN",0.000157773103120321,0.0135210433975967
"DNER_HUMAN",0.00795287024439642,0.00170321392362784
"DNHD1_HUMAN",0.00138326435232232,0.0116631259986945
"DNLZ_HUMAN",0.0067851925285793,0.00347348257788364
"DYN1_HUMAN",0.00686314953028746,0.00335529514085871
"DNM1L_HUMAN",0.00648789718949762,0.00392419993996376
"DYN2_HUMAN",0.00786416297423475,0.00183769940506218
"DYN3_HUMAN",0.00877438247050633,0.000457752677540364
"DNMBP_HUMAN",0.00866418599128992,0.000624817074097393
"DNMT1_HUMAN",0.000186443830681059,0.013477576874593
"DNM3A_HUMAN",0.00378624612481824,0.00802006314755432
"DNM3B_HUMAN",0.00906047453246858,2.40201478681529e-05
"DNM3L_HUMAN",0.00555485673832453,0.00533874458827742
"B9ZVU2_HUMAN",0.00512811659846804,0.00598570794372009
"DNPH1_HUMAN",0.00774966652185884,0.00201128281589462
"TDT_HUMAN",0.0067851925285793,0.00347348257788364
"TDIF1_HUMAN",0.000860482391992816,0.0124556944487433
"TDIF2_HUMAN",0.00752154627409578,0.00235712663782062
"DOC2A_HUMAN",0.00306958886096962,0.0091065580535123
"DOC2B_HUMAN",0.0090677883493524,1.29319678018641e-05
"DOCK1_HUMAN",0.00843454571276497,0.000972965352788141
"DOC10_HUMAN",0.00302625657746376,0.0091722523646811
"DOC11_HUMAN",4.51380846794875e-05,0.0136918047642104
"DOCK2_HUMAN",8.83945029398367e-07,0.013758896663955
"DOCK3_HUMAN",0.00906661127354766,1.4716484516181e-05
"DOCK4_HUMAN",0.0052045115672812,0.00586988864118424
"DOCK5_HUMAN",0.00379782195289794,0.0080025135058003
"DOCK6_HUMAN",0.00765756350521913,0.00215091645033936
"DOCK7_HUMAN",0.00106882664035077,0.0121398322145269
"DOCK8_HUMAN",0.00398752449651066,0.00771491320133189
"DOCK9_HUMAN",7.16070130259449e-05,0.0136516762993706
"DOHH_HUMAN",0.00665024734411187,0.00367806747906801
"DOK1_HUMAN",0.000713603288114031,0.0126783718793731
"DOK2_HUMAN",0.00860948359371028,0.000707749152389382
"DOK3_HUMAN",0.00900770585873098,0.000104020586156027
"DOK4_HUMAN",0.00899118243249626,0.000129071080079113
"DOK5_HUMAN",0.00885438521873211,0.000336463767492693
"DOK6_HUMAN",0.0083326200672062,0.00112749067510382
"DOK7_HUMAN",0.00580478186832457,0.0049598432719668
"DOLK_HUMAN",0.00584871604804482,0.00489323645044775
"DOPP1_HUMAN",0.00869905719251242,0.000571950265367352
"DONS_HUMAN",0.00874335900891528,0.000504786084838635
"DOP1_HUMAN",0.000154724392832537,0.0135256654231653
"DOP2_HUMAN",0.00377299350429675,0.00804015490607464
"DOT1L_HUMAN",0.00113447026906439,0.0120403125810791
"GPT_HUMAN",0.00628458751968504,0.00423242945458154
"DPCD_HUMAN",0.00888701861328829,0.0002869896063588
"DPEP1_HUMAN",0.00396037157602152,0.007756078638817
"DPEP2_HUMAN",0.00904934522370263,4.08928398661576e-05
"DP2NB_HUMAN",0.00103145932949145,0.0121964832734724
"DPEP3_HUMAN",0.00895264989388279,0.000187488693391695
"DPF1_HUMAN",0.000118067928237997,0.013581238797024
"REQU_HUMAN",0.00362087563869008,0.00827077461011459
"DPF3_HUMAN",0.00888468564409464,0.000290526525989059
"DPH1_HUMAN",0.00699832212507003,0.00315036547215251
"DPH2_HUMAN",0.0072247910895017,0.00280702509366908
"DPH3_HUMAN",0.00599544454774977,0.00467078734467537
"DPH5_HUMAN",0.00383928993777489,0.00793964558189595
"DPH6_HUMAN",0.00907631804054287,4.50191783205355e-10
"DPH7_HUMAN",0.00279286847394909,0.00952608256828236
"DPM1_HUMAN",0.00376250140301537,0.00805606155374301
"DPM2_HUMAN",0.00381887796718909,0.00797059133962546
"DPM3_HUMAN",0.000394585081411158,0.0131620223968172
"DPP10_HUMAN",0.00836477595699987,0.00107874043950351
"DPP3_HUMAN",0.00693688698330725,0.00324350478984185
"DPP4_HUMAN",0.0048561447170252,0.00639803344247342
"DPP6_HUMAN",0.00882180398230988,0.000385858853802787
"DPP2_HUMAN",0.000154724392832537,0.0135256654231653
"DPP8_HUMAN",0.008939232135246,0.000207830811086815
"DPP9_HUMAN",0.00683084196892331,0.00340427531955329
"DPPA2_HUMAN",0.00902570296699747,7.67359028912353e-05
"DPPA3_HUMAN",0.00848231460673195,0.000900544877092906
"DPPA4_HUMAN",0.000169467298702052,0.0135033143036912
"DPPA5_HUMAN",0.00557516639745766,0.00530795394077701
"DERM_HUMAN",0.00804103375191996,0.00156955281859527
"D19L1_HUMAN",0.000831489494547474,0.012499649400395
"D19L2_HUMAN",0.00588352020186207,0.00484047128955961
"D19L3_HUMAN",0.00151848962557101,0.01145811646631
"D19L4_HUMAN",0.0060698429676844,0.0045579949286241
"DPY30_HUMAN",0.00149392259655217,0.0114953615389967
"DPYD_HUMAN",0.00891686995096921,0.000241733208408959
"DPYS_HUMAN",0.00906418232435957,1.83989155090869e-05
"DPYL2_HUMAN",0.00698377027286427,0.00317242694294388
"DPYL3_HUMAN",0.00694447257576679,0.00323200458188804
"DPYL4_HUMAN",0.00844262620751303,0.000960714843619748
"DPYL5_HUMAN",0.00241698420818258,0.0100959454031217
"DQX1_HUMAN",0.0013308831218043,0.011742539050088
"DRAM1_HUMAN",0.00132728163346646,0.0117479991199574
"DRAM2_HUMAN",0.00824047899375765,0.00126718200592733
"NC2A_HUMAN",0.000208036745287717,0.0134448407357043
"DRAXI_HUMAN",0.00512227125004435,0.00599456983852865
"DRC1_HUMAN",0.00121301753680731,0.0119212302657457
"DRC3_HUMAN",0.00883719699227412,0.000362522137973331
"DRC7_HUMAN",6.09320256438223e-05,0.0136678602132118
"DRD1_HUMAN",0.00821974139765617,0.00129862143124642
"DRD2_HUMAN",0.00501099029526687,0.00616327836433978
"DRD3_HUMAN",3.50847801827622e-05,0.013707046169935
"DRD4_HUMAN",0.0081996729440162,0.00132904639691705
"DRD5_HUMAN",0.00613228383997209,0.00446333086382439
"DRG1_HUMAN",0.0090277435755363,7.364221934914e-05
"DRG2_HUMAN",0.00237180092143101,0.0101644459449657
"DRGX_HUMAN",0.00881317465441842,0.000398941426559486
"DRIC1_HUMAN",0.00890389745616433,0.00026140027973308
"RNC_HUMAN",0.00620596318031366,0.00435162861507346
"DRP2_HUMAN",0.00538149055832605,0.00560157799684753
"DSC1_HUMAN",0.00253434414569764,0.00991802077902884
"DSC2_HUMAN",0.00268738940056249,0.00968599509788438
"DSCAM_HUMAN",0.00253400832281724,0.00991852990642819
"DSCL1_HUMAN",1.87920088361853e-05,0.013731746977371
"DCC1_HUMAN",0.00907445162839611,2.83004167458416e-06
"DSE_HUMAN",0.00042839499712263,0.0131107645598505
"DSEL_HUMAN",0.00698075249460928,0.0031770020737165
"DSG1_HUMAN",0.00788594725969356,0.00180467313661437
"DSG2_HUMAN",0.0073233889343057,0.00265754491461865
"DSG3_HUMAN",0.00882969003492863,0.000373903130431748
"DSG4_HUMAN",0.00112368870348697,0.0120566580737839
"DSN1_HUMAN",0.00673050866277071,0.00355638656091196
"DESP_HUMAN",0.00695513507357318,0.00321583960298402
"DSPP_HUMAN",0.00875965032259718,0.000480087487308644
"DYST_HUMAN",0.0042006823342349,0.00739175328021606
"DEST_HUMAN",0.00854426494710766,0.000806624487757772
"DUSTY_HUMAN",0.000877191677336758,0.0124303621813901
"A0A2R8Y6X2_HUMAN",0.00695689969694357,0.00321316432932186
"DTD2_HUMAN",0.00571980169802523,0.00508867824901247
"DTHD1_HUMAN",0.0089042212197716,0.000260909434907053
"DTL_HUMAN",0.0075739243877853,0.00227771831172378
"DTNA_HUMAN",0.0090458832200787,4.61414426384375e-05
"DTNB_HUMAN",0.00735342816822806,0.00261200365482543
"DTBP1_HUMAN",0.00308849381179895,0.00907789702709184
"DTWD1_HUMAN",0.000304840357247734,0.0132980807200337
"DTWD2_HUMAN",0.00390766565972731,0.00783598393309948
"DTX1_HUMAN",0.00900770585873098,0.000104020586156027
"DTX2_HUMAN",0.00198860301478116,0.0107453966930442
"DTX3_HUMAN",0.00145441566942312,0.0115552563830751
"DTX3L_HUMAN",4.20497393271879e-05,0.013696486878887
"DTX4_HUMAN",0.00238297020120764,0.0101475126545453
"KTHY_HUMAN",0.00337470934816726,0.00864397730289871
"DUOX1_HUMAN",0.00887367686702419,0.000307216484789756
"DUOX2_HUMAN",0.00018975187696606,0.0134725616802754
"DOXA1_HUMAN",0.00810413744391119,0.00147388387982331
"DOXA2_HUMAN",0.00849926716756323,0.000874843789676086
"DUPD1",0.00901498329490935,9.29875613963627e-05
"DUS1L_HUMAN",0.00903870153420368,5.70293042607056e-05
"DUS2L_HUMAN",0.00465144619771311,0.00670836853528368
"DUS3L_HUMAN",0.00335255210496068,0.00867756899740672
"DUS4L_HUMAN",0.00854187776594842,0.000810243595942247
"DUS1_HUMAN",0.00865555773027,0.000637898029413577
"DUS10_HUMAN",0.00550916827165367,0.00540801101283347
"DUS11_HUMAN",0.00900029138358262,0.000115261370119845
"DUS12_HUMAN",0.00688968241281279,0.00331506971769137
"DS13B_HUMAN",0.00552854368782783,0.00537863673305433
"DUS14_HUMAN",0.00466561354579595,0.0066868899955417
"DUS15_HUMAN",0.000554989635643258,0.0129188395814645
"DUS16_HUMAN",0.00690364378877917,0.00329390344389115
"DUS18_HUMAN",0.0030556397097255,0.00912770579390886
"DUS19_HUMAN",0.00875165845877753,0.000492203626734162
"DUS2_HUMAN",0.000950649931250719,0.0123189951127729
"DUS21_HUMAN",0.00876379629233162,0.000473801951357265
"DUS22_HUMAN",0.00544089722582775,0.00551151396641541
"DUS23_HUMAN",0.00889603808145827,0.000273315557806591
"DUS26_HUMAN",0.0080194393878063,0.0016022911550225
"STYL2_HUMAN",0.00658067665351729,0.0037835407711811
"DUS28_HUMAN",0.0055855019853724,0.00529228457665289
"DUS3_HUMAN",8.19957387291965e-06,0.0137478057368504
"DUS4_HUMAN",0.00411863259878355,0.00751614554427315
"DUS5_HUMAN",0.00744168726724884,0.00247819762741487
"DUS6_HUMAN",0.00902307194713572,8.07246850071314e-05
"DUS7_HUMAN",0.00512811659846804,0.00598570794372009
"DUS8_HUMAN",0.00230458232797833,0.0102663533183449
"DUS9_HUMAN",0.00836313629818096,0.00108122625949594
"DUT_HUMAN",0.00448265622672462,0.00696426413964979
"DUX1_HUMAN",0.00494553934709092,0.00626250588266775
"DUX4_HUMAN",0.0076310215126667,0.00219115568484781
"DUXA_HUMAN",0.00891627782406023,0.000242630907912953
"DUXB_HUMAN",0.00263545814334767,0.00976472596306921
"DVL1_HUMAN",0.00865377145744575,0.000640606124931626
"DVL2_HUMAN",0.00812772183852294,0.00143812853916264
"DVL3_HUMAN",0.00889620417803543,0.000273063745547016
"DXO_HUMAN",0.00457915802236243,0.00681796169541956
"DYDC1_HUMAN",0.00866418599128992,0.000624817074097393
"DYDC2_HUMAN",0.00379331743839216,0.00800934261688499
"DYM_HUMAN",0.0089657538286379,0.000167622351309356
"DYNAP_HUMAN",0.00573510395710221,0.00506547911690938
"DYHC1_HUMAN",0.00440719608594677,0.00707866618745377
"DC1I1_HUMAN",0.00624009587868386,0.00429988142045697
"DC1I2_HUMAN",0.00895789615919225,0.000179535044106965
"DC1L1_HUMAN",0.00137607339799637,0.011674027911838
"DC1L2_HUMAN",0.00898717607821078,0.000135144950731388
"DYHC2_HUMAN",0.00903870153420369,5.70293042607058e-05
"DC2L1_HUMAN",0.000980706838198482,0.0122734270596254
"Q6FGH9_HUMAN",0.00903105672565582,6.8619287315757e-05
"DYL2_HUMAN",0.00855892472295753,0.000784399398322562
"DLRB1_HUMAN",0.00840803505480522,0.00101315708219612
"DLRB2_HUMAN",0.000142360212548604,0.0135444102536059
"DYLT1_HUMAN",0.00788459791332247,0.00180671882572201
"DYLT3_HUMAN",0.00907622755271675,1.37635101634112e-07
"DYR1A_HUMAN",0.00512811659846804,0.00598570794372009
"DYR1B_HUMAN",0.00538361504680703,0.0055983571463395
"DYRK2_HUMAN",0.00686843598597247,0.00334728056058154
"DYRK3_HUMAN",0.00560047668474355,0.00526958204448604
"DYRK4_HUMAN",0.00846647348071798,0.000924560963424592
"DYSF_HUMAN",0.00446359816628927,0.00699315728931121
"DYTN_HUMAN",0.00491854034028644,0.00630343797788083
"DZAN1_HUMAN",0.00315435603901061,0.00897804598535926
"DZIP1_HUMAN",0.00901357263229969,9.51262095573974e-05
"DZI1L_HUMAN",0.00137171855183715,0.0116806301168346
"DZIP3_HUMAN",0.00880759580556108,0.000407399292223267
"E2F1_HUMAN",0.000370422468959609,0.0131986543500081
"E2F2_HUMAN",0.00815662968981537,0.00139430252252152
"E2F3_HUMAN",0.00512811659846804,0.00598570794372009
"E2F4_HUMAN",0.0021723812382286,0.0104667780092268
"E2F5_HUMAN",0.0032396321038403,0.00884876241466043
"E2F6_HUMAN",0.00151040201062084,0.0114703777701271
"E2F7_HUMAN",0.00882394679791345,0.000382610218290143
"E2F8_HUMAN",0.00695680137037227,0.0032133133982342
"E4F1_HUMAN",0.00463399551062356,0.00673482481164451
"EAF1_HUMAN",0.00288012845342783,0.00939379126533982
"EAF2_HUMAN",0.00821221487196313,0.0013100320904799
"EAPP_HUMAN",0.00550829702753938,0.00540933187057104
"SYEM_HUMAN",0.00584724292119716,0.00489546979809739
"RCAS1_HUMAN",0.00830895417532831,0.00116336957045221
"COE1_HUMAN",8.28077665514564e-05,0.0136346952928808
"COE2_HUMAN",0.0051544954664476,0.0059457160157367
"COE3_HUMAN",0.00391994610417435,0.00781736605115291
"COE4_HUMAN",0.00216032805315839,0.0104850513524832
"IL27B_HUMAN",0.00907621375282652,1.58556553482511e-07
"EBLN1_HUMAN",0.00410717731851317,0.00753351242840006
"EBLN2_HUMAN",0.00756713613037167,0.0022880097124704
"EBP2_HUMAN",0.00896408683071887,0.000170149618998675
"EBP_HUMAN",0.00893388470495074,0.00021593783248861
"EBPL_HUMAN",0.00794144095157704,0.00172054140923829
"ECD_HUMAN",0.00867886263994348,0.000602566404491412
"ECE1_HUMAN",0.00377583026301475,0.00803585421165344
"ECE2_HUMAN",0.00195698916261153,0.0107933251674666
"ECEL1_HUMAN",0.00673579507604138,0.00354837204493744
"ECH1_HUMAN",0.00757255371021944,0.00227979634018764
"ECHD1_HUMAN",0.00442460659797915,0.00705227081886211
"ECHD2_HUMAN",0.00903256197738657,6.6337236438543e-05
"ECHD3_HUMAN",0.00905737519909719,2.87189210331837e-05
"ECHM_HUMAN",0.00054101790423272,0.0129400215547323
"ECI1_HUMAN",0.00772284612703892,0.00205194412474836
"ECI2_HUMAN",0.00828199617008779,0.00120423950486324
"ECM1_HUMAN",0.00906702491811719,1.40893748218561e-05
"ECM2_HUMAN",0.00504401435008993,0.00611321193907725
"ECM29_HUMAN",0.00901126561838218,9.86237794500005e-05
"AUGN_HUMAN",0.0083983985776333,0.00102776655298068
"ECSCR_HUMAN",0.00377873921888698,0.0080314440620657
"ECSIT_HUMAN",0.00588811947976278,0.00483349851154926
"ECT2_HUMAN",0.00902653004125243,7.54820092796229e-05
"ECT2L_HUMAN",0.00889816971341773,0.000270083877361619
"EDA_HUMAN",0.00022087460800133,0.0134253777746136
"TNR27_HUMAN",0.00907626670726487,7.82744850249075e-08
"EDAR_HUMAN",0.00279286847394909,0.00952608256828237
"EDAD_HUMAN",0.00546095015091058,0.00548111254295807
"EDC3_HUMAN",0.00442887382210791,0.00704580145405904
"EDC4_HUMAN",0.0080529474481504,0.00155149094869101
"EDD13_HUMAN",0.00902337720226807,8.02619001264867e-05
"EP3A_HUMAN",0.00512811659846804,0.00598570794372009
"EP3B_HUMAN",6.09320256438223e-05,0.0136678602132118
"EDEM1_HUMAN",0.00215162826996978,0.010498240739648
"EDEM2_HUMAN",9.39241835982773e-05,0.0136178421454934
"EDEM3_HUMAN",0.00498795279205096,0.00619820458521666
"EDF1_HUMAN",0.00505912599112015,0.00609030179523551
"EDIL3_HUMAN",0.00155118031768777,0.0114085554386768
"EDN1_HUMAN",0.00818266593701698,0.00135483002795302
"EDN2_HUMAN",0.00693271509713009,0.00324982961665723
"EDN3_HUMAN",0.000896938282942832,0.0124004251564226
"EDNRA_HUMAN",0.00800581524983915,0.00162294615601961
"EDNRB_HUMAN",0.00858847353301798,0.000739601650183681
"EDRF1_HUMAN",0.00767717185818117,0.00212118902457787
"EED_HUMAN",2.88041140747379e-05,0.0137165680321648
"EF1A2_HUMAN",0.00907601693387081,4.56945760649916e-07
"EFMT1_HUMAN",0.00049158919577635,0.0130149584076117
"EFMT2_HUMAN",0.00759902678085067,0.00223966159539831
"EFMT3_HUMAN",0.00650799473283983,0.00389373087257939
"EFMT4_HUMAN",0.00594380187710997,0.00474908069550114
"EFNMT_HUMAN",0.00789962815726312,0.00178393208469447
"EF1B_HUMAN",0.00793034652633432,0.00173736121574678
"EF1D_HUMAN",0.00466584314250219,0.00668654191332118
"MCA3_HUMAN",0.00344980982582224,0.00853012052571511
"EF1G_HUMAN",0.00287484482516626,0.00940180155907556
"EF2K_HUMAN",0.00273839966032056,0.00960866051945394
"EF2KT_HUMAN",0.000710108819088982,0.0126836697016184
"SELB_HUMAN",0.00178290749808454,0.0110572432930062
"EEPD1_HUMAN",0.00892681567820891,0.000226654896184865
"EFCB1_HUMAN",0.00562909306792785,0.00522619791077934
"EFC10_HUMAN",0.0052537676771842,0.005795213457946
"EFC11_HUMAN",0.00283734231729102,0.00945865758471365
"EFC12_HUMAN",0.000747000116960148,0.0126277403065881
"EFC13_HUMAN",0.00413160445367081,0.00749647944310207
"EFC14_HUMAN",0.00747655795664533,0.0024253315946434
"DRC8_HUMAN",0.000972971362752117,0.0122851544990745
"EFCB3_HUMAN",0.00178290749808454,0.0110572432930062
"EFCB5_HUMAN",0.00584514603929493,0.00489864879539494
"EFCB6_HUMAN",0.00906144823999392,2.25439495240878e-05
"EFCB7_HUMAN",0.0081023925335579,0.0014765292673828
"EFCB8_HUMAN",0.00879544342285404,0.000425823024978799
"EFCB9_HUMAN",0.00807954920814969,0.00151116110318932
"EFCC1_HUMAN",0.00148654393786051,0.0115065480230886
"FBLN3_HUMAN",0.00907330651136162,4.56610699822948e-06
"FBLN4_HUMAN",0.00901812121038746,8.82302954698474e-05
"EFHB_HUMAN",6.08526673660474e-05,0.0136679805250664
"EFHC1_HUMAN",0.00877520145428781,0.000456511049566258
"EFHC2_HUMAN",0.00906882796363447,1.13558509066376e-05
"EFHD1_HUMAN",0.00898299262250588,0.00014148731763669
"EFHD2_HUMAN",0.00902029710966645,8.49315031436447e-05
"EFL1_HUMAN",0.00215162826996978,0.010498240739648
"EFNA1_HUMAN",0.00672462859980682,0.00356530108502151
"EFNA2_HUMAN",0.000363981744200866,0.0132084188706431
"EFNA3_HUMAN",0.00394070228903166,0.0077858984441777
"EFNA4_HUMAN",0.00100615498306455,0.0122348461630688
"EFNA5_HUMAN",0.0077256586782061,0.00204768013040971
"EFNB1_HUMAN",0.00850254726723496,0.000869870964081214
"EFNB2_HUMAN",0.00899527792346699,0.000122862072926653
"EFNB3_HUMAN",0.00476958601386142,0.00652926156894019
"EFR3A_HUMAN",0.00526547843775797,0.00577745925053036
"EFR3B_HUMAN",0.00534128956135373,0.00566252509196266
"EFS_HUMAN",0.00549650402489575,0.00542721076184094
"U5S1_HUMAN",0.00820296562302981,0.00132405450029408
"EGF_HUMAN",0.00878365908104147,0.00044368878591543
"EGFL6_HUMAN",0.00490588498725315,0.00632262424347424
"EGFL7_HUMAN",0.00870833501166128,0.000557884541412372
"EGFL8_HUMAN",0.00907623717904544,1.23041016557199e-07
"EGFLA_HUMAN",0.00616933607039215,0.00440715748550742
"EGFR_HUMAN",0.00298342584539781,0.00923718629412749
"EGLN1_HUMAN",0.00891686995096921,0.000241733208408959
"EGLN2_HUMAN",0.00513085664838777,0.00598155386557156
"EGLN3_HUMAN",0.00614307673753973,0.00444696819115045
"Q546S1_HUMAN",0.000600079332198875,0.0128504809279071
"EGR2_HUMAN",0.00835884295074172,0.00108773522878648
"EGR3_HUMAN",0.00326643724760375,0.0088081242273126
"EGR4_HUMAN",0.00770093237473281,0.00208516667261336
"EHBP1_HUMAN",0.00627968581947306,0.00423986072274765
"EH1L1_HUMAN",0.00626962166965502,0.00425511857062218
"EHD1_HUMAN",0.00703312966397366,0.00309759517927272
"EHD2_HUMAN",0.00735105127816477,0.00261560716109846
"EHD3",0.00904805584409841,4.2847615799488e-05
"EHD4_HUMAN",0.00744168726724884,0.00247819762741487
"EHF_HUMAN",0.00874525551121094,0.000501910874905924
"ECHP_HUMAN",0.00164533876188963,0.0112658056541721
"EHMT1_HUMAN",0.00857432373420451,0.000761053584192686
"EHMT2_HUMAN",0.000569018519578224,0.012897570961581
"EI24_HUMAN",0.00520961235420444,0.00586215554575909
"EID1_HUMAN",0.00664602608644541,0.00368446715598833
"EID2_HUMAN",0.00105824322036698,0.012155877306763
"EID2B",0.00826765904119165,0.00122597544238517
"EID3_HUMAN",0.00901997422800234,8.54210108915777e-05
"EIF1_HUMAN",0.00907060302292177,8.664755775513e-06
"EIF1A_HUMAN",0.00752644082793314,0.0023497062039823
"IF1AX_HUMAN",0.00565707117424998,0.00518378144264212
"IF1AY_HUMAN",0.00071714032599961,0.012673009520211
"EIF1B_HUMAN",0.00135320684867609,0.0117086949564721
"E2AK1_HUMAN",0.00728787946675154,0.00271137937295329
"E2AK2_HUMAN",0.00279286847394909,0.00952608256828236
"E2AK3_HUMAN",0.00563747943347243,0.00521348368334706
"E2AK4_HUMAN",0.00279286847394909,0.00952608256828236
"EI2BA_HUMAN",0.00512811659846804,0.00598570794372009
"EI2BB_HUMAN",0.00263545814334767,0.00976472596306921
"EI2BG_HUMAN",0.00156638400988391,0.0113855057398094
"EI2BD_HUMAN",0.000582552222242925,0.0128770530658647
"EI2BE_HUMAN",0.0048561447170252,0.00639803344247342
"EIF2D_HUMAN",0.00117232058483835,0.0119829292580434
"IF2A_HUMAN",0.000409755817437058,0.013139022661458
"IF2B_HUMAN",0.00446272905995973,0.00699447490604035
"IF2G_HUMAN",0.00512811659846804,0.00598570794372009
"EIF3A_HUMAN",0.00760713284266948,0.00222737232503464
"EIF3B_HUMAN",0.00579630976375304,0.00497268748484798
"EIF3C_HUMAN",0.00833182902754673,0.00112868993813203
"EIF3D_HUMAN",0.00092243031883427,0.0123617777184691
"EIF3E_HUMAN",0.000713876603958206,0.0126779575163471
"EIF3F_HUMAN",0.00872678465666479,0.000529913785621304
"EIF3G_HUMAN",0.000368760852382105,0.0132011734592646
"EIF3H_HUMAN",0.00832067360128338,0.0011456022258048
"EIF3I_HUMAN",0.00676343413793339,0.00350646958825982
"EIF3J_HUMAN",0.00611888771018222,0.00448364019090507
"EIF3K_HUMAN",0.00878167503163476,0.000446696722459527
"EIF3L_HUMAN",0.00206322118955033,0.0106322711156334
"EIF3M_HUMAN",0.00798304445990181,0.00165746802375132
"IF4A1_HUMAN",0.00512811659846804,0.00598570794372009
"IF4A2_HUMAN",0.00414115399373435,0.00748200177412883
"IF4A3_HUMAN",0.0086860223274114,0.000591711893758733
"IF4B_HUMAN",0.000143973202579513,0.0135419648650773
"IF4E_HUMAN",0.00791120708600767,0.00176637774214885
"I4E1B_HUMAN",0.00315435603901061,0.00897804598535926
"IF4E2_HUMAN",0.00411880297438794,0.00751588724475436
"IF4E3_HUMAN",0.00341715102913589,0.00857963319798453
"4EBP1_HUMAN",0.00512811659846804,0.00598570794372009
"4EBP2_HUMAN",0.00834157613990657,0.0011139127378427
"4EBP3_HUMAN",0.00303173423743686,0.00916394790736577
"4ET_HUMAN",0.00905106349538506,3.82878381112026e-05
"IF4G1_HUMAN",0.0017767085594357,0.0110666412515621
"IF4G2_HUMAN",0.00747771823362335,0.00242357254594648
"IF4G3_HUMAN",0.00596947825796561,0.00471015377965102
"IF4H_HUMAN",0.00900475226278995,0.000108498412735136
"IF5_HUMAN",0.00789192237377909,0.00179561450936835
"IF5A1_HUMAN",0.00903694881589321,5.96865291462784e-05
"IF5A2_HUMAN",0.00874472829134563,0.000502710171483058
"IF5AL_HUMAN",0.000845769791002161,0.0124779996242241
"IF2P_HUMAN",0.00907244423946642,5.87336231949105e-06
"A0A0B4J1Y7_HUMAN",0.00888078585358267,0.000296438839641976
"EIPR1_HUMAN",0.00226478222758315,0.0103266926304782
"RNZ1_HUMAN",0.00358634610466411,0.00832312343111563
"RNZ2_HUMAN",0.00903870153420369,5.70293042607058e-05
"ELNE_HUMAN",0.00661179450184817,0.00373636426798877
"ELAV1_HUMAN",0.00772704983696241,0.0020455710512467
"ELAV2_HUMAN",0.00884985999058779,0.000343324281681439
"ELAV3_HUMAN",0.00512811659846804,0.00598570794372009
"ELAV4_HUMAN",0.00900220563565615,0.000112359250471408
"ELF1_HUMAN",0.00183724761709419,0.0109748604505077
"ELF2_HUMAN",0.00372144493648438,0.00811830559143422
"ELF3_HUMAN",0.00768110709355038,0.00211522297441977
"ELF4_HUMAN",0.0086509263391367,0.000644919492988585
"ELF5_HUMAN",2.30282868166742e-05,0.0137253245287639
"ELFN1_HUMAN",0.00142739017157878,0.0115962286402752
"PPR29_HUMAN",0.00894894470466265,0.000193105979947472
"ELK1_HUMAN",0.00512567685304461,0.00598940674244593
"ELK3_HUMAN",0.00376250140301537,0.00805606155374301
"ELK4_HUMAN",0.00676743414168641,0.00350040534539127
"ELL_HUMAN",0.00470620957930711,0.00662534400160995
"ELL2_HUMAN",0.00400985725333098,0.00768105541777843
"ELL3_HUMAN",0.0079495652057716,0.00170822455815428
"ELMO1_HUMAN",0.00776676690463366,0.00198535762164625
"ELMO2_HUMAN",9.20512353277289e-05,0.0136206816461274
"ELMO3_HUMAN",0.00904179494277366,5.23395134459713e-05
"ELMD1_HUMAN",0.0089002590013051,0.000266916393040705
"ELMD2_HUMAN",0.00630260691674596,0.00420511098018279
"ELMD3_HUMAN",0.00781063921722927,0.00191884459435667
"MDEAS_HUMAN",0.00728561961621413,0.00271480544036512
"ELN_HUMAN",0.00801640314472398,0.00160689427956836
"ELOA1_HUMAN",0.00593187956820945,0.00476715562272381
"ELOA3_HUMAN",0.00123089155026095,0.0118941322015161
"ELB3D_HUMAN",0.00635424845920588,0.00412681933974463
"ELOB_HUMAN",0.00876045518253159,0.000478867271924089
"ELOC_HUMAN",0.00891804415985755,0.000239953038109936
"ELOF1_HUMAN",0.00289204841840662,0.00937571989164163
"ELOV1_HUMAN",0.00899364589576269,0.000125336323696956
"ELOV2_HUMAN",0.00483404816727327,0.0064315331221052
"ELOV3_HUMAN",0.00374509934249526,0.00808244410934111
"ELOV4_HUMAN",0.00907040539859237,8.9643659769542e-06
"A0A024RD35_HUMAN",0.00840932259701778,0.00101120509185748
"ELOV6_HUMAN",0.000162852920365525,0.0135133420934469
"ELOV7_HUMAN",0.00528270472080057,0.00575134318401083
"ELP1_HUMAN",0.00020547437603642,0.0134487254394242
"ELP2_HUMAN",0.0056433346289114,0.00520460685987963
"ELP3_HUMAN",0.000509741393727731,0.0129874385991885
"ELP4_HUMAN",0.00388161022706586,0.00787548551396295
"ELP5_HUMAN",0.00650106551657063,0.00390423597530918
