"Gene","Uniprot","Pearson_correlation"
"NBPF14","Q5TI25",0.54513853736463
"ANKRD20A1","Q5TYW2",0.673141283611401
"ZNF468","Q5VIY5",0.696343671894316
"RNF220","Q5VTB9",0.562194750743649
"PDE4DIP","Q5VU43",0.550543885984153
"FOXD4L5","Q5VV16",0.637115938720681
"CCDC30","Q5VVM6",0.573621699750535
"GPR107","Q5VW38",0.527371384907077
"PRAMEF6","Q5VXH4",0.580652045316377
"MALRD1","Q5VYJ5",0.533303471254868
"ECPAS","Q5VYK3",0.533151171065737
"KIAA1614","Q5VZ46",0.573009539690727
"MBNL2","Q5VZF2",0.511639453349809
"NUTM2G","Q5VZR2",0.590696087316485
"PLPP4","Q5VZY2",0.603009827808951
"FAM104B","Q5XKR9",0.513862241279474
"ALS2CL","Q60I27",0.710223740478449
"TBC1D9B","Q66K14",0.512070797788268
"ARL6IP4","Q66PJ3",0.502795869142584
"TPGS2","Q68CL5",0.582674044222762
"HGSNAT","Q68CP4",0.512957883979344
"ZNF776","Q68DI1",0.559281816250869
"ZNF626","Q68DY1",0.667755639701944
"RPL7L1","Q6DKI1",0.7430048258908
"PVRIG","Q6DKI7",0.745365039239653
"TTC19","Q6DKK2",0.707334465321795
"IQSEC1","Q6DN90",0.594171594777505
"ZNF470","Q6ECI4",0.563536304237097
"SUMO4","Q6EEV6",0.651618182273164
"H2AC19","Q6FI13",0.676642400227236
"ZFAND6","Q6FIF0",0.538150251631959
"SIGIRR","Q6IA17",0.658536880264187
"OR7E24","Q6IFN5",0.652474769112946
"TBC1D3C","Q6IPX1",0.736136853641184
"ZNF770","Q6IQ21",0.747153228597102
"RAB12","Q6IQ22",0.540703604701341
"RHBDD2","Q6NTF9",0.546897325133872
"CCDC144NL","Q6NUI1",0.603923373453138
"GPAT2","Q6NUI2",0.563469985834652
"KANK3","Q6NY19",0.696522695608363
"SLC48A1","Q6P1K1",0.577040165531732
"ZNF529","Q6P280",0.521105845350762
"SPAG11A","Q6PDA7",0.518854511457986
"TUBA3E","Q6PEY2",0.554791699219609
"TTC33","Q6PID6",0.502407460905023
"ANKRD11","Q6UB99",0.718708069120473
"FIP1L1","Q6UN15",0.551450686010572
"TEX261","Q6UWH6",0.523280111742068
"PRSS57","Q6UWY2",0.567472789609131
"NPNT","Q6UXI9",0.806100575423151
"CASP12","Q6UXS9",0.523143857790492
"RBMS3","Q6XE24",0.574051964453157
"B3GNT6","Q6ZMB0",0.750140648167734
"ZNF574","Q6ZN55",0.557299754970368
"ZNF705A","Q6ZN79",0.568288319700479
"ZNF600","Q6ZNG1",0.506431568067356
"RIPOR1","Q6ZS17",0.785606770686514
"NYAP1","Q6ZVC0",0.541440991517871
"CYS1","Q717R9",0.600440850058448
"H3C15","Q71DI3",0.562439999077027
"MED13L","Q71F56",0.646103663635693
"ADAMTS13","Q76LX8",0.64916321383627
"SUPT6H","Q7KZ85",0.537815568876114
"SND1","Q7KZF4",0.586536414571076
"BZW1","Q7L1Q6",0.5672881046139
"MEPCE","Q7L2J0",0.680704064313226
"TEDC2","Q7L2K0",0.545127263495713
"ZNF771","Q7L3S4",0.543189145040654
"RRAGA","Q7L523",0.675074286228358
"COPS6","Q7L5N1",0.514232910816044
"H2AW","Q7L7L0",0.663865260856379
"CHMP1B","Q7LBR1",0.590173435049763
"CXXC5","Q7LFL8",0.61094078596711
"NOTCH2NLA","Q7Z3S9",0.76006644974105
"KRT28","Q7Z3Y7",0.533729312578809
"LRP10","Q7Z4F1",0.541093923989553
"NANOGNB","Q7Z5D8",0.579622074208198
"NET1","Q7Z628",0.557393834133066
"RAB44","Q7Z6P3",0.544280787157405
"VPS13B","Q7Z7G8",0.660431862797146
"MEGF8","Q7Z7M0",0.660427011627418
"AMIGO2","Q86SJ2",0.763262493551322
"CLEC14A","Q86T13",0.510763435869987
"ARMH4","Q86TY3",0.808596519112022
"PABPN1","Q86U42",0.621589255628818
"GPAT4","Q86UL3",0.56867037996136
"KTN1","Q86UP2",0.55218854946151
"SERINC5","Q86VE9",0.676702468991598
"ZNF761","Q86XN6",0.616232817448726
"MEX3D","Q86XN8",0.650940836183792
"TMEM219","Q86XT9",0.528729252873305
"BAGE3","Q86Y29",0.587447761466416
"PTOV1","Q86YD1",0.513514698892333
"FAM90A1","Q86YD7",0.530047141980176
"MIB1","Q86YT6",0.598219904512571
"RHPN2","Q8IUC4",0.532964895839965
"SIAH1","Q8IUQ4",0.551978780043692
"SPATA2L","Q8IUW3",0.509449171148209
"PLD3","Q8IV08",0.566410286928459
"ANKRD18A","Q8IVF6",0.577498875723515
"P3H2","Q8IVL5",0.571998043064713
"SLC44A2","Q8IWA5",0.615783703806804
"SULF2","Q8IWU5",0.525009986433379
"SULF1","Q8IWU6",0.693372159447962
"PHC2","Q8IXK0",0.721916034897321
"CMIP","Q8IY22",0.801499422333035
"ZNF595","Q8IYB9",0.741646414784107
"GSPT2","Q8IYD1",0.57756694341257
"CCDC13","Q8IYE1",0.523398654748491
"KIAA2013","Q8IYS2",0.550485982615632
"PHACTR4","Q8IZ21",0.508096391558552
"KMT2E","Q8IZD2",0.515030729358944
"ADGRF5","Q8IZF2",0.569243565649002
"PGAM4","Q8N0Y7",0.75131593888282
"SHISA5","Q8N114",0.589453647104777
"REXO1","Q8N1G1",0.536482949284582
"ARMC10","Q8N2F6",0.750728904212512
"MUC20","Q8N307",0.64441084034002
"MT1M","Q8N339",0.601085107374973
"CLIP4","Q8N3C7",0.581262966325639
"MPP5","Q8N3R9",0.5041018604464
"TOMM5","Q8N4H5",0.529542749762826
"KRTCAP2","Q8N6L1",0.527845655055722
"TMCO5A","Q8N6Q1",0.596793777668102
"SIRT6","Q8N6T7",0.599590166960305
"FAM86B1","Q8N7N1",0.589569893738237
"ZNF611","Q8N823",0.708345913530744
"FAM47B","Q8NA70",0.538056133408082
"C8orf58","Q8NAV2",0.596056314692935
"SUMF2","Q8NBJ7",0.664989764768797
"TMEM178A","Q8NBL3",0.559801472569006
"MINDY2","Q8NBR6",0.747474789984493
"SERBP1","Q8NC51",0.521695894251206
"ARRDC4","Q8NCT1",0.550116641943025
"CCNY","Q8ND76",0.640814164065317
"ST6GALNAC3","Q8NDV1",0.659887100967595
"NFAM1","Q8NET5",0.608025476164853
"CSNK2A3","Q8NEV1",0.507624233535079
"EXPH5","Q8NEV8",0.546460788610041
"OR5L1","Q8NGL2",0.69324110973199
"RASSF8","Q8NHQ8",0.590960340700228
"MAFA","Q8NHW3",0.709268687827555
"ZNF461","Q8TAF7",0.558731446206353
"PPP1R35","Q8TAP8",0.501114918971674
"FAM110D","Q8TAY7",0.674369801415298
"UBALD1","Q8TB05",0.625006620738504
"NDNF","Q8TB73",0.830768767987141
"HMGCLL1","Q8TB92",0.603859150015114
"PRXL2B","Q8TBF2",0.553900735655309
"CCDC110","Q8TBZ0",0.504509997811081
"TBC1D15","Q8TC07",0.504346702036356
"C18orf32","Q8TCD1",0.51868972342777
"PHOSPHO1","Q8TCT1",0.625525890116202
"CHD5","Q8TDI0",0.585561731389929
"GPR152","Q8TDT2",0.535091913728401
"NEK7","Q8TDX7",0.547530118487068
"NUP210","Q8TEM1",0.54994270970967
"PARD3B","Q8TEW8",0.506584390643484
"SHROOM3","Q8TF72",0.532394110590879
"PHF10","Q8WUB8",0.606814988356014
"CHURC1","Q8WUH1",0.517492027586361
"CCDC107","Q8WV48",0.679332577907444
"CPLX3","Q8WVH0",0.545405609570683
"SKA2","Q8WVK7",0.580113073675655
"C4orf3","Q8WVX3",0.574880188023138
"PCNP","Q8WW12",0.602266474640636
"MAIP1","Q8WWC4",0.517576328114814
"SCG3","Q8WXD2",0.725645616944691
"MYLIP","Q8WY64",0.537733349718358
"CHCHD10","Q8WYQ3",0.570085443276385
"SEC14L1","Q92503",0.500180925905809
"TRIB2","Q92519",0.624611414657946
"FAM3C","Q92520",0.58624529616401
"SPOCK2","Q92563",0.762097016026006
"AP3S1","Q92572",0.522361238475401
"UBXN4","Q92575",0.509322405338497
"NDRG1","Q92597",0.630828690962787
"ZNF592","Q92610",0.68349389525397
"NPIPB3","Q92617",0.516839002448095
"ZNF516","Q92618",0.581006178860826
"APPBP2","Q92624",0.510472923513433
"SORL1","Q92673",0.505898412157468
"NECTIN2","Q92692",0.686555179550522
"HTRA1","Q92743",0.770238097139251
"ARPC1A","Q92747",0.552399461567709
"KCNJ9","Q92806",0.552817929687209
"JARID2","Q92833",0.568599106414982
"BCL2L2","Q92843",0.707087907650601
"APBB2","Q92870",0.652690619934189
"KLK6","Q92876",0.592556821882136
"OSTF1","Q92882",0.550106788661088
"UFD1","Q92890",0.6402506366177
"GLG1","Q92896",0.506170415744245
"KHSRP","Q92945",0.5352435842183
"TNPO1","Q92973",0.522145675102664
"RBPMS","Q93062",0.512256940071055
"H2BC9","Q93079",0.612521880057101
"PTP4A1","Q93096",0.632380369356722
"SMARCE1","Q969G3",0.503416046190291
"MAL2","Q969L2",0.734432636320767
"TMBIM1","Q969X1",0.591450473504039
"ST6GALNAC6","Q969X2",0.645386308834835
"CCDC47","Q96A33",0.652004881212036
"RERG","Q96A58",0.771308080906848
"FUBP1","Q96AE4",0.598395987971545
"VTI1A","Q96AJ9",0.689571040948596
"CIDEC","Q96AQ7",0.506105814365543
"KIAA1143","Q96AT1",0.508945536850317
"NACC2","Q96BF6",0.559930350400092
"AIDA","Q96BJ3",0.553699307445788
"ARL8A","Q96BM9",0.524321173536718
"SARAF","Q96BY9",0.511950453130338
"LENG1","Q96BZ8",0.656361314216816
"PYCR2","Q96C36",0.555587610873143
"OPTN","Q96CV9",0.519811327278889
"RNF183","Q96D59",0.682654145911315
"MSI2","Q96DH6",0.685083640974254
"CLIP3","Q96DZ5",0.503382634188537
"SMIM19","Q96E16",0.511863255007788
"SAAL1","Q96ER3",0.630693711986513
"ADAT3","Q96EY9",0.64098549873297
"PIK3IP1","Q96FE7",0.554912174844149
"DTD2","Q96FN9",0.650194725106368
"S100A16","Q96FQ6",0.55181081159844
"EEF2KMT","Q96G04",0.691810813592771
"RBM17","Q96I25",0.615362671766394
"GPATCH3","Q96I76",0.56769908853453
"SHD","Q96IW2",0.615007808165776
"MAP6","Q96JE9",0.641838144728659
"RADIL","Q96JH8",0.598577240101647
"PDLIM2","Q96JY6",0.641070254862866
"DNAJC1","Q96KC8",0.517152371279934
"BTBD6","Q96KE9",0.610715742267049
"PKNOX2","Q96KN3",0.515766313279185
"FAM210B","Q96KR6",0.618966662671756
"PRMT6","Q96LA8",0.559809412637935
"CNOT6L","Q96LI5",0.550122532740817
"BMERB1","Q96MC5",0.655582146320843
"PCMTD1","Q96MG8",0.622893138006532
"RNF145","Q96MT1",0.529331161725036
"ZNF578","Q96N58",0.505521982553164
"SPATA13","Q96N96",0.683117523824066
"NT5C1B","Q96P26",0.700249178262328
"IPO9","Q96P70",0.528705487604649
"RCHY1","Q96PM5",0.591290262069882
"GBP4","Q96PP9",0.517361875764501
"LENG8","Q96PV6",0.610417896823688
"YPEL2","Q96QA6",0.683429306743982
"PURB","Q96QR8",0.521279620553475
"MED15","Q96RN5",0.625724361571627
"RANBP9","Q96S59",0.508678100694903
"STRBP","Q96SI9",0.532174374788324
"FIZ1","Q96SL8",0.584857021293038
"ORAI2","Q96SN7",0.522176756574745
"ZNF587","Q96SQ5",0.512538487503228
"YME1L1","Q96TA2",0.595058492451421
"HBEGF","Q99075",0.554123642326165
"CYTH2","Q99418",0.516755979173517
"ATP6V0B","Q99437",0.726632362651866
"PSMD1","Q99460",0.552424513945138
"NOTCH4","Q99466",0.55900673323955
"PARK7","Q99497",0.573979883451275
"SORT1","Q99523",0.703175361148249
"S100A13","Q99584",0.523824235955674
"EIF3C","Q99613",0.531355990747538
"CHP1","Q99653",0.603114609428806
"SIGMAR1","Q99720",0.541253721721812
"H2BC14","Q99879",0.627876367152631
"H2BC13","Q99880",0.697840979690336
"EGFL8","Q99944",0.559332909698914
"CITED2","Q99967",0.608377560717107
"RARRES2","Q99969",0.573634360858892
"RASL11B","Q9BPW5",0.543221131171794
"PAIP2","Q9BPZ3",0.654956966511283
"DDX50","Q9BQ39",0.520154664521109
"SOST","Q9BQB4",0.528509709592176
"ANTKMT","Q9BQD7",0.660535599617694
"TUBA1C","Q9BQE3",0.732373632566774
"NRIP2","Q9BQI9",0.518534958687964
"C7orf50","Q9BRJ6",0.575588573154223
"MXRA8","Q9BRK3",0.527669674167673
"SDF4","Q9BRK5",0.663490193078776
"ANAPC13","Q9BS18",0.600235390387352
"TRIM51","Q9BSJ1",0.685067726658063
"ESYT1","Q9BSJ8",0.638166493700151
"PSMG3","Q9BT73",0.530946336719302
"IER2","Q9BTL4",0.510621615472887
"DHRS4","Q9BTZ2",0.541107086787303
"NDUFAF3","Q9BU61",0.554325675184786
"DOHH","Q9BU89",0.596244478328358
"HNRNPUL1","Q9BUJ2",0.626186952995289
"VAMP8","Q9BV40",0.702453513053635
"TUBB2B","Q9BVA1",0.514123036364886
"TMED9","Q9BVK6",0.680197035332427
"TMEM106C","Q9BVX2",0.635999156832262
"MXD3","Q9BW11",0.52347824587607
"TPPP3","Q9BW30",0.778474643791963
"SSBP4","Q9BWG4",0.585449588725057
"SFXN3","Q9BWM7",0.702272021346101
"SSBP3","Q9BWW4",0.656715646864817
"BCL2L13","Q9BXK5",0.599306528867109
"SRRT","Q9BXP5",0.53412613604752
"HES7","Q9BYE0",0.562811934329698
"LRRC2","Q9BYS8",0.567042799286779
"NSD3","Q9BZ95",0.616405424935512
"UBL5","Q9BZL1",0.586117901475254
"PLA2G2F","Q9BZM2",0.558582171813626
"DPY30","Q9C005",0.532970203932862
"TRIM4","Q9C037",0.747085607147289
"ZDHHC5","Q9C0B5",0.557720181345157
"TANC1","Q9C0D5",0.568515286943028
"LRRC27","Q9C0I9",0.665576514898678
"BCL11B","Q9C0K0",0.508771598346862
"CHST5","Q9GZS9",0.554378868475132
"MFF","Q9GZY8",0.606959283716356
"MAF1","Q9H063",0.584131101066271
"NBPF3","Q9H094",0.755267277779994
"XRN2","Q9H0D6",0.503232215285935
"MAGT1","Q9H0U3",0.574415881206374
"RAB1B","Q9H0U4",0.586171467461153
"CCDC8","Q9H0W5",0.568552979818254
"SIL1","Q9H173",0.575591178765192
"CYSTM1","Q9H1C7",0.534101797410169
"TMX4","Q9H1E5",0.588903433460056
"SPTBN4","Q9H254",0.540225695359009
"EPC1","Q9H2F5",0.64971459166898
"SNX25","Q9H3E2",0.599548083651552
"TXNIP","Q9H3M7",0.598703140414714
"SEMA6C","Q9H3T2",0.582762948777978
"PPDPF","Q9H3Y8",0.558458783796118
"RIMS4","Q9H426",0.528275615213046
"FN3K","Q9H479",0.509010836639947
"GOLPH3","Q9H4A6",0.635323614892418
"SENP3","Q9H4L4",0.632000337105621
"ACTL8","Q9H568",0.592648140426195
"TAF1D","Q9H5J8",0.542459134290971
"STN1","Q9H668",0.678169060431206
"RETREG1","Q9H6L5",0.666814916196577
"ZDHHC6","Q9H6R6",0.732760952978825
"EPS8L2","Q9H6S3",0.645293616801893
"RNF167","Q9H6Y7",0.627476288695114
"C1orf115","Q9H7X2",0.549898642679271
"ZNF430","Q9H8G1",0.702867523875731
"MOB1A","Q9H8S9",0.569961146331782
"FAM204A","Q9H8W3",0.517696382722065
"AKIRIN1","Q9H9L7",0.562010448221455
"FBRS","Q9HAH7",0.553258337568268
"PLEKHA2","Q9HB19",0.513331252298248
"NTN4","Q9HB63",0.533065010060055
"TMEM165","Q9HC07",0.542138362744415
"SINHCAF","Q9NP50",0.577268694319869
"SSU72","Q9NP77",0.600702636528889
"NPHS2","Q9NP85",1
"KCNK9","Q9NPC2",0.530922086633331
"BRD7","Q9NPI1",0.617287606689857
"MED4","Q9NPJ6",0.656551653200769
"LUC7L","Q9NQ29",0.503682250759303
"TMEM9B","Q9NQ34",0.633361024708902
"TRPV5","Q9NQA5",0.69451631058286
"RTN4","Q9NQC3",0.518621681453158
"RPRD1B","Q9NQG5",0.745116008671274
"NPDC1","Q9NQX5",0.705460793761795
"PRMT8","Q9NR22",0.662897068534719
"ARHGEF3","Q9NR81",0.628173793611751
"LATS2","Q9NRM7",0.576680100919893
"OSTC","Q9NRP0",0.532832918585838
"HEBP1","Q9NRV9",0.504461817170715
"SERINC1","Q9NRX5",0.630345901088867
"SPANXA1","Q9NS26-1",0.567203763208671
"RGS18","Q9NS28",0.583101060030897
"CREBZF","Q9NS37",0.513387067649083
"TOMM22","Q9NS69",0.54312711145394
"SEMA3G","Q9NS98",0.647095333251486
"CTNNBIP1","Q9NSA3",0.530745043555813
"PDS5B","Q9NTI5",0.624398773960954
"ECHDC1","Q9NTX5",0.569935017023437
"LYRM2","Q9NU23",0.751789753768756
"SHFL","Q9NUL5",0.662370594689608
"SPATS2L","Q9NUQ6",0.547377072685788
"TMEM30A","Q9NV96",0.659630615864555
"SEPTIN11","Q9NVA2",0.517385381304121
"DDX18","Q9NVP1",0.598750830332625
"BSDC1","Q9NW68",0.611569083439979
"TMEM248","Q9NWD8",0.673787777747294
"BEX4","Q9NWD9",0.632356183468457
"NHP2","Q9NX24",0.517849564616116
"OCIAD1","Q9NX40",0.59242046022831
"SLC39A1","Q9NY26",0.542738798975695
"GOLGA6A","Q9NYA3",0.560559906738796
"TVP23B","Q9NYZ1",0.629571927384558
"PLA2G3","Q9NZ20",0.536829602597823
"ACTR10","Q9NZ32",0.60662616208792
"PSENEN","Q9NZ42",0.542240007346064
"FMN2","Q9NZ56",0.612121156794657
"PRR13","Q9NZ81",0.576424271807849
"CLIC5","Q9NZA1",0.798274228451935
"MRPL35","Q9NZE8",0.65952586509501
"MTCH1","Q9NZJ7",0.561212127195236
"MAT2B","Q9NZL9",0.604472132577525
"CNOT2","Q9NZN8",0.529896365397315
"CD274","Q9NZQ7",0.510100973269295
"FLRT3","Q9NZU0",0.500768705352019
"CRIM1","Q9NZV1",0.821270987011626
"NDUFA13","Q9P0J0",0.539691508530216
"COX16","Q9P0S2",0.501896261735307
"TOMM7","Q9P0U1",0.530144825366634
"SEPTIN10","Q9P0V9",0.507638611787113
"ZBTB4","Q9P1Z0",0.582673159561923
"PLCE1","Q9P212",0.599453752747856
"ARHGAP23","Q9P227",0.72156298452253
"ZNF492","Q9P255",0.68198758259125
"RCC2","Q9P258",0.535961449473121
"ARHGAP28","Q9P2N2",0.657794254574804
"HECW2","Q9P2P5",0.577001029096769
"SUCLA2","Q9P2R7",0.505462465674607
"EPS15L1","Q9UBC2",0.53286416581784
"RNF7","Q9UBF6",0.515210748074002
"VPS29","Q9UBQ0",0.538114738137427
"CTSZ","Q9UBR2",0.606538804633861
"DNAJB9","Q9UBS3",0.552036525343763
"MORF4L1","Q9UBU8",0.73510636357791
"B4GALT7","Q9UBV7",0.511597426075989
"DUX4","Q9UBX2",0.734981721752782
"CFDP1","Q9UEE9",0.537705136042109
"ADD3","Q9UEY8",0.630293223048603
"ZC3H7B","Q9UGR2",0.572383019694398
"ARMCX3","Q9UH62",0.709232639216788
"SUN2","Q9UH99",0.74139515189592
"LAMTOR3","Q9UHA4",0.508052847599813
"SRP68","Q9UHB9",0.526322027050808
"EGFL7","Q9UHF1",0.618892424569246
"PCYOX1","Q9UHG3",0.659815401942539
"SLC7A8","Q9UHI5",0.598877388862086
"EVL","Q9UI08",0.590087554877588
"TRMT112","Q9UI30",0.538434437661044
"DACH1","Q9UI36",0.721123043545439
"ATP5IF1","Q9UII2",0.649565228271441
"SCOC","Q9UIL1",0.594977811495671
"PHF11","Q9UIL8",0.545451166680146
"LNPEP","Q9UIQ6",0.515412335388993
"GGT7","Q9UJ14",0.797069447524536
"NAGK","Q9UJ70",0.637310793628257
"METRN","Q9UJH8",0.548792498546545
"HSPB8","Q9UJY1",0.694114598354285
"FBXW11","Q9UKB1",0.559677201884352
"APPL1","Q9UKG1",0.538694177675979
"CDC42EP3","Q9UKI2",0.779623870753436
"RALY","Q9UKM9",0.546076043396313
"FBXL3","Q9UKT7",0.558203177013104
"ACIN1","Q9UKV3",0.541496735516751
"AMFR","Q9UKV5",0.582663564892214
"CDV3","Q9UKY7",0.518355888362669
"PCOLCE2","Q9UKZ9",0.744362007454726
"SARDH","Q9UL12",0.566049141944705
"RAB21","Q9UL25",0.688442831156716
"ZNF346","Q9UL40",0.679963104700228
"PSME2","Q9UL46",0.693317228049828
"PALD1","Q9ULE6",0.654258561907033
"YEATS2","Q9ULM3",0.515654075928304
"APLN","Q9ULZ1",0.519130145696274
"PPT2","Q9UMR5",0.548503536235884
"USP18","Q9UMW8",0.540360294194317
"NDRG2","Q9UN36",0.599216523749882
"NPIPA1","Q9UND3",0.599015195907817
"CDC14A","Q9UNH5",0.724765123241945
"SNX6","Q9UNH7",0.57067671739317
"MACF1","Q9UPN3",0.612105563558838
"AGAP1","Q9UPQ3",0.532845076346604
"USP22","Q9UPT9",0.669242108821375
"THSD7A","Q9UPZ6",0.642389816875671
"SPG7","Q9UQ90",0.566382898990652
"RTRAF","Q9Y224",0.518420467990992
"SLC22A13","Q9Y226",0.582183288272759
"HIGD1A","Q9Y241",0.731165472143949
"POMP","Q9Y244",0.52985696924556
"NUDC","Q9Y266",0.562108415891025
"ST3GAL6","Q9Y274",0.675615179341777
"ERGIC3","Q9Y282",0.519072164644767
"ITM2B","Q9Y287",0.60622460109604
"NCKAP1","Q9Y2A7",0.533403010963938
"NTNG1","Q9Y2I2",0.737896604251287
"TMA7","Q9Y2S6",0.56044344122322
"THRAP3","Q9Y2W1",0.544757338374932
"FCF1","Q9Y324",0.723399432941609
"SH3GLB1","Q9Y371",0.570665042769338
"UBE2J1","Q9Y385",0.593125267929375
"SBDS","Q9Y3A5",0.518358878149072
"PRELID3B","Q9Y3B1",0.688736214799481
"WASHC3","Q9Y3C0",0.534376370383051
"RNF11","Q9Y3C5",0.705624586407852
"FIS1","Q9Y3D6",0.552044547536145
"CHMP3","Q9Y3E7",0.586449184355618
"RPL36","Q9Y3U8",0.526519068040963
"TLN1","Q9Y490",0.562764808083846
"CSDC2","Q9Y534",0.513234295237704
"PPIAL4A","Q9Y536",0.719428030274021
"TRIM17","Q9Y577",0.578374840719622
"NUB1","Q9Y5A7",0.560715777247286
"TRAPPC1","Q9Y5R8",0.552667684604873
"RBM8A","Q9Y5S9",0.668452858253063
"SNX5","Q9Y5X3",0.619726255502252
"MRFAP1","Q9Y605",0.559227477828184
"PSAT1","Q9Y617",0.543988487045237
"CPQ","Q9Y646",0.527862447557231
"SNURF","Q9Y675",0.737017316076335
"MRPS18B","Q9Y676",0.55258848609504
"STK24","Q9Y6E0",0.567408888062757
"MRPL42","Q9Y6G3",0.520797534321666
"CHCHD2","Q9Y6H1",0.633096439143804
"GJA3","Q9Y6H8",0.745128182275391
"WSB1","Q9Y6I7",0.510972613085776
"STON1","Q9Y6Q2",0.501979901585882
"ZFP37","Q9Y6Q3",0.614524080289273
"ERVW_1","Undefined_ID_ERVW_1",0.566955616219631
"H1_0","Undefined_ID_H1_0",0.743699436495049
"H1_7","Undefined_ID_H1_7",0.556032703344692
"H1_8","Undefined_ID_H1_8",0.527179439892418
"H3_3A","Undefined_ID_H3_3A",0.771459914714017
"H3_5","Undefined_ID_H3_5",0.690932994403626
"HLA_B","Undefined_ID_HLA_B",0.634141956390842
"HLA_C","Undefined_ID_HLA_C",0.663257038740036
"HLA_DPB1","Undefined_ID_HLA_DPB1",0.51226761112869
"HLA_DQB2","Undefined_ID_HLA_DQB2",0.762435655769336
"HLA_DRB1","Undefined_ID_HLA_DRB1",0.66776071553153
"HLA_E","Undefined_ID_HLA_E",0.795069967998359
"HLA_F","Undefined_ID_HLA_F",0.732303503198704
"HLA_G","Undefined_ID_HLA_G",0.653828279277433
"KRTAP10_3","Undefined_ID_KRTAP10_3",0.525950927793795
"KRTAP5_1","Undefined_ID_KRTAP5_1",0.659813889569999
"KRTAP9_1","Undefined_ID_KRTAP9_1",0.588801181533964
"KRTAP9_2","Undefined_ID_KRTAP9_2",0.555183554424325
"KRTAP9_4","Undefined_ID_KRTAP9_4",0.541780624773773
"NKX2_4","Undefined_ID_NKX2_4",0.619825734336691
"ELOA3D","UPI0000366CBC",0.559585052445341
