"Gene","Uniprot","Pearson_correlation"
"MED19","A0JLT2",0.617120908625658
"SLC22A23","A1A5C7",0.516912781230963
"PLEKHG3","A1L390",0.523428084426753
"FAM92A","A1XBS5",0.528584015064443
"TMEM213","A2RRL7",0.550345727394639
"SH3D21","A4FU49",0.541920490867963
"CCDC151","A5D8V7",0.689060434289003
"ARHGEF35","A5YM69",0.645431178374905
"MAP1LC3B2","A6NCE7",0.71674411525503
"SPDYE5","A6NIY4",0.670553594308565
"TMEM88B","A6NKF7",0.544390251629287
"TMEM200C","A6NKL6",0.568280199726242
"SPDYE3","A6NKU9",0.517003416909201
"SIGLEC16","A6NMB1",0.532678108802668
"GOLGA8J","A6NMD2",0.659977438851713
"ANKRD30BL","A7E2S9",0.590179800507783
"ZNF814","B7Z6K7",0.641983012692582
"TMEM238","C9JI98",0.550885663946156
"MCRIP1","C9JLW8",0.645660275555341
"ZNF587B","E7ETH6",0.65248023310406
"NPIPB6","E9PJ23",0.605682444192147
"GOLGA8N","F8WBI6",0.534606559819688
"TMEM250","H0YL14",0.583905761100412
"TGFBR3L","H3BV60",0.604598057866225
"SGK1","O00141",0.705263360949792
"PDLIM1","O00151",0.659341809316112
"MYO1C","O00159",0.662653958725576
"C11orf58","O00193",0.582474177863698
"LGALS8","O00214",0.64129885142677
"ATOX1","O00244",0.501685547246781
"PDHX","O00330",0.526257676064135
"DCTN6","O00399",0.504434553522945
"WASL","O00401",0.700859964300546
"PIK3C2A","O00443",0.554463361184008
"GOLIM4","O00461",0.708131810875943
"AGRN","O00468",0.645225691024464
"NDUFA4","O00483",0.57265929818485
"CLDN5","O00501",0.519034348629426
"SDCBP","O00560",0.511971408031842
"PODXL","O00592",0.83825453270577
"NME4","O00746",0.578877893155872
"PLPP1","O14494",0.512735495760515
"PLPP3","O14495",0.640323660666696
"ARID1A","O14497",0.607330889900982
"CDK2AP1","O14519",0.659571789857101
"SDHD","O14521",0.729316921754128
"CTDSP2","O14595",0.538721293751843
"CCS","O14618",0.530282597061892
"DVL1","O14640",0.50167658200187
"APOL1","O14791",0.775299725822646
"TSPAN4","O14817",0.732826697251458
"MYL12B","O14950",0.805507902702793
"HNRNPDL","O14979",0.575399260302877
"PLXNB2","O15031",0.556081097078314
"SMAD7","O15105",0.524761960498633
"NPFF","O15130",0.51567171950153
"ARPC3","O15145",0.529175636314009
"ZBTB7B","O15156",0.708362745057869
"PGRMC2","O15173",0.689906302090541
"CTDSPL","O15194",0.679216555930399
"RGL2","O15211",0.580918401128625
"NDUFA1","O15239",0.575777875533096
"BIRC5","O15392",0.760303777381181
"YKT6","O15498",0.617052404591955
"CFLAR","O15519",0.638816003906667
"SOCS1","O15524",0.793733672019433
"OGG1","O15527",0.554537854961286
"TAPBP","O15533",0.663290868378503
"TET3","O43151",0.612013241604598
"CYB5B","O43169",0.56140166402801
"B4GALT5","O43286",0.778064560920247
"ADCY6","O43306",0.504419955412471
"ZNF208","O43345",0.502583331496993
"RASA4","O43374",0.529531946961344
"KCNAB3","O43448",0.543384377422395
"TGOLN2","O43493",0.652153056247705
"B4GAT1","O43505",0.667952260565334
"LAT","O43561",0.521531263865094
"XPOT","O43592",0.518968814073307
"RGS10","O43665",0.532712418240237
"NDUFA2","O43678",0.65981064497077
"TCF21","O43680",0.679799055958684
"ACTN4","O43707",0.8002084907195
"TRAF3IP2","O43734",0.516487277466524
"SYNGR2","O43760",0.554649247673895
"MYO1B","O43795",0.79128227627724
"DUX1","O43812",0.695348820426706
"CALU","O43852",0.530340523043261
"BNIP3L","O60238",0.626291676572164
"MGRN1","O60291",0.514629746906623
"ATP10A","O60312",0.617408117703671
"MAPKBP1","O60336",0.588336289061904
"MARCHF6","O60337",0.598590087372392
"KDM1A","O60341",0.593496892575105
"NUPR1","O60356",0.70973979470953
"HBP1","O60381",0.565411453700743
"ZIC3","O60481",0.729672972878401
"NPHS1","O60500",0.628570469386736
"SYNCRIP","O60506",0.666554736440695
"FOXD2","O60548",0.507358070562264
"TSPAN2","O60636",0.585616020000522
"LMX1B","O60663",0.599467890757264
"MAFK","O60675",0.520759200969462
"GALR3","O60755",0.674674789770035
"USO1","O60763",0.546031223919032
"HNRNPCL1","O60812",0.551843757166912
"PFDN1","O60925",0.546589092555199
"DENND4B","O75064",0.570505181685813
"ZC3H11A","O75152",0.578764382640792
"PHACTR2","O75167",0.680383183602874
"DNAJB6","O75190",0.645121593638091
"TBCA","O75347",0.654516535382976
"PTP4A3","O75365",0.592990368858765
"ZNF737","O75373",0.530906261722288
"NCOR1","O75376",0.561998901589515
"CS","O75390",0.526316130594019
"MRPL33","O75394",0.504237550983895
"NDUFB1","O75438",0.650711449656258
"MAF","O75444",0.534262985418898
"E2F6","O75461",0.512465423265662
"RBMXL2","O75526",0.614983224785341
"BANF1","O75531",0.670887252806658
"SF3B1","O75533",0.560512557913638
"CSDE1","O75534",0.613801585721213
"PPM1B","O75688",0.578960273368833
"ATP6AP2","O75787",0.632329369661416
"EIF3G","O75821",0.698060595208567
"TUSC2","O75896",0.666808230701192
"DHRS3","O75911",0.645216110655026
"TSPAN9","O75954",0.616597156418246
"FLOT1","O75955",0.582842777604919
"CDK2AP2","O75956",0.615126214814396
"NEBL","O76041",0.652652307268895
"STC2","O76061",0.630497396554977
"B3GAT3","O94766",0.562943649251489
"TOX4","O94842",0.538318291774828
"DDN","O94850",0.628746243496776
"KIAA0754","O94854",0.526269301275161
"NFASC","O94856",0.648651551090953
"FBXO21","O94952",0.687648469834264
"ARHGEF15","O94989",0.556573949031275
"HEXIM1","O94992",0.715457683402161
"UBL3","O95164",0.51967993142997
"GABARAP","O95166",0.652518872880377
"NDUFB4","O95168",0.594124315454684
"VAMP5","O95183",0.641668807645397
"EPN2","O95208",0.526615175123175
"APOL3","O95236",0.684276182270057
"KAT7","O95251",0.596021374346708
"MPZL1","O95297",0.608874107757853
"FKBP9","O95302",0.5854751025134
"PGLS","O95336",0.562464463855924
"DEXI","O95424",0.590887071694735
"AHSA1","O95433",0.513299696081804
"CBX6","O95503",0.657283917744657
"PRAMEF1","O95521",0.615257728471797
"KLF8","O95600",0.599185605690932
"MLYCD","O95822",0.746332901352702
"DLGAP3","O95886",0.518566954309508
"CBX7","O95931",0.55890789294144
"IL18BP","O95998",0.518745366687534
"TOMM40","O96008",0.634286023834245
"CYB5A","P00167",0.590096157492807
"LDHA","P00338",0.57588416233772
"DHFR","P00374",0.693124983531852
"CYB5R3","P00387",0.704357711394006
"SOD1","P00441",0.641611016629584
"PGK1","P00558",0.520024424830584
"PLAT","P00750",0.693508566030339
"KRAS","P01116",0.559038341819296
"AMH","P03971",0.542693985639992
"OPN1MW","P04001",0.669585825156953
"ALDOA","P04075",0.566749798210935
"ANXA1","P04083",0.547272141022514
"TFF1","P04155",0.552801956827796
"CAPNS1","P04632",0.66156688423074
"RPN1","P04843",0.526033659728514
"H2AC8","P04908-C8",0.625569493936212
"ATP1B1","P05026",0.684555261099474
"APP","P05067",0.599951624672002
"ITGB3","P05106",0.572707741838232
"HMGN1","P05114",0.769527948373085
"FGF1","P05230",0.837492861155586
"KRT18","P05783",0.546750411712805
"KRT8","P05787",0.611522207538379
"FYN","P06241",0.521837540082208
"PTMA","P06454",0.550287746566753
"ATP5F1B","P06576",0.626761357281787
"S100A6","P06703",0.913363191908008
"EIF4E","P06730",0.596879842218711
"NPM1","P06748",0.713488890849444
"TPM3","P06753",0.791689350437481
"ITGAV","P06756",0.78877930079042
"H2BC11","P06899",0.634390587189413
"DBI","P07108",0.577764563694315
"FABP1","P07148",0.654270909799009
"LDHB","P07195",0.616065468530218
"P4HB","P07237",0.768884224395461
"CTSD","P07339",0.854898846478159
"ANXA2","P07355",0.831883646204986
"DCN","P07585",0.509517874382944
"CTSL","P07711",0.6610998995955
"PFN1","P07737",0.558797582321964
"HNRNPC","P07910",0.711546333037362
"RNASE1","P07998",0.529265818118985
"NR3C2","P08235",0.505230469022618
"SRPRA","P08240",0.6515128469239
"MGP","P08493",0.521979375909502
"CFH","P08603",0.574433612707973
"SNRNP70","P08621",0.59926818416172
"VIM","P08670",0.823298745983525
"RPSA","P08865",0.71902350082476
"CD63","P08962",0.638325701098242
"GSTP1","P09211",0.561136519121802
"SNRPC","P09234",0.644674252686234
"LGALS1","P09382",0.536580452807162
"HMGB1","P09429",0.75493564044605
"SPARC","P09486",0.798783264812975
"CLTA","P09496",0.752865179255748
"CLTB","P09497",0.577463560649731
"INHBB","P09529",0.634799725926275
"DLD","P09622",0.635649883551738
"HNRNPA1","P09651",0.690692048883086
"SNRPA1","P09661",0.524826045216365
"COX6C","P09669",0.522133468714801
"H2AZ1","P0C0S5",0.562763718865878
"ZGLP1","P0C6A0",0.588139772606982
"OST4","P0C6T2",0.521749232877501
"SLC35G4","P0C7Q5",0.768427036482312
"DCAF8L2","P0C7V8",0.663544827456336
"UBB","P0CG47",0.7928159034071
"RAB34","P0DI83",0.533012212067492
"PET100","P0DJ07",0.510290029843068
"SMIM17","P0DL12",0.584943078089071
"SETSIP","P0DME0",0.756485530301046
"SRGAP2B","P0DMP2",0.83240084148128
"HSPA1B","P0DMV9",0.505254500634837
"CALM2","P0DP24",0.619457212943951
"CALM3","P0DP25",0.532028359174145
"VSIG8","P0DPA2",0.574970748456274
"ZNF723","P0DPD5",0.526306522271088
"TUBA3C","P0DPH7",0.50256340044171
"GAGE1","P0DTW1",0.625449712321086
"FDX1","P10109",0.5783338436281
"COX8A","P10176",0.770122628376069
"PRKAR1A","P10644",0.62111549674771
"TFPI","P10646",0.506915390270604
"HSPD1","P10809",0.575814171895965
"HSPA8","P11142",0.705024522430099
"IGF2R","P11717",0.50139216797374
"ADH5","P11766",0.546588456230622
"COX6A1","P12074",0.503879226755386
"COX4I1","P13073",0.535939566785456
"RNH1","P13489",0.668832482134856
"ETFA","P13804",0.559217275782315
"CD59","P13987",0.586147009132385
"FDPS","P14324",0.66842489390269
"AKR1A1","P14550",0.505327474129858
"HSP90B1","P14625",0.727675549783084
"MYL6B","P14649",0.611414839491214
"COX6B1","P14854",0.739728890686999
"ETS1","P14921",0.526748950590884
"GLUL","P15104",0.543620275399984
"AKR1B1","P15121",0.589187631389286
"GSPT1","P15170",0.521316875438875
"PGAM2","P15259",0.618840124604831
"CD46","P15529",0.584421677222834
"NQO1","P15559",0.65190461472456
"VEGFA","P15692",0.758654184499892
"RPS2","P15880",0.756745268672627
"TIMP2","P16035",0.699088206337748
"PECAM1","P16284",0.514861272797161
"PLCG2","P16885",0.549177317825991
"YBX3","P16989",0.600764547842292
"ZNF708","P17019",0.513502031769704
"ZNF28","P17035",0.696918975995218
"ZNF43","P17038",0.74504128302543
"NPR3","P17342",0.670128492019928
"UBTF","P17480",0.509004794399691
"HOXB8","P17481",0.648053137063677
"JUND","P17535",0.591430818794565
"CAPN2","P17655",0.65412070541977
"ENG","P17813",0.544062952563056
"DDX5","P17844",0.710092190113593
"CR1","P17927",0.521217593444563
"IGFBP2","P18065",0.808214797531406
"RPL35A","P18077",0.64976965532394
"ITGB5","P18084",0.555675209078992
"ARF4","P18085",0.612664846936444
"RPL7","P18124",0.731479657275061
"EGR1","P18146",0.542022757713852
"SRD5A1","P18405",0.521463731890724
"PTPRA","P18433",0.601825914002375
"RPL17","P18621",0.668870328914572
"ATF4","P18848",0.57708140764816
"ATP5PF","P18859",0.698118145826186
"PAM","P19021",0.573787939851558
"MYL12A","P19105",0.733195999465416
"NCL","P19338",0.566435853648841
"ANXA7","P20073",0.581551025507967
"BTF3","P20290",0.556490233298151
"CAST","P20810",0.613540009620314
"IMPDH1","P20839",0.548523120673935
"CSRP1","P21291",0.51442607768925
"NF1","P21359",0.565267093227496
"SAT1","P21673",0.637521464389716
"TBXA2R","P21731",0.502933919429881
"BGN","P21810",0.687386804789484
"DRD4","P21917",0.635672126792971
"CD9","P21926",0.656398887077344
"HNRNPA2B1","P22626",0.747970068751
"CCNO","P22674",0.596236799206572
"XPA","P23025",0.505065064365932
"SFPQ","P23246",0.501237829577165
"PPIB","P23284",0.546937316291718
"WARS1","P23381",0.606313932548165
"RPS3","P23396",0.644670652814568
"PTPRB","P23467",0.535592092537863
"SP100","P23497",0.574968664672482
"NFYA","P23511",0.636350802797405
"CFL1","P23528",0.804534728160361
"KDELR1","P24390",0.521314294065653
"GADD45A","P24522",0.52003254922302
"ATP5PB","P24539",0.612946737841522
"IGFBP5","P24593",0.600871862460163
"MYL9","P24844",0.578623880067062
"POLR2A","P24928",0.677257671647974
"CD24","P25063",0.552390030202537
"RPS12","P25398",0.657670946333819
"DNAJB1","P25685",0.517541075425539
"PSMA1","P25786",0.513471642444082
"NFKBIA","P25963",0.742534388249689
"ITGA3","P26006",0.837660790939564
"ITGB8","P26012",0.806694667955514
"MSN","P26038",0.58356676559815
"S100A4","P26447",0.736853678735709
"MGAT1","P26572",0.632336208039707
"HMGB2","P26583",0.506271176863127
"ZFP36","P26651",0.561349611697663
"KLRC2","P26717",0.616334263885633
"MST1","P26927",0.54082363475459
"STOM","P27105",0.567762036867263
"MAPK3","P27361",0.557267333766965
"CALML3","P27482",0.523861281084344
"CANX","P27824",0.698272282622959
"PSMB8","P28062",0.509422115544106
"PSMB9","P28065",0.512841846885597
"HTR2A","P28223",0.500591923602658
"TMOD1","P28289",0.563857410845635
"ITPRID2","P28290",0.601975939739421
"TEAD1","P28347",0.53652013451048
"DUSP1","P28562",0.513889979852962
"GRN","P28799",0.587113195261524
"CCN2","P29279",0.645874827708742
"SHC1","P29353",0.591175734119461
"KDM5A","P29375",0.513110270810048
"COL4A5","P29400",0.616517966680361
"SERPINB3","P29508",0.51804015752006
"EEF1D","P29692",0.628623666617074
"RPL12","P30050",0.706138873007237
"PEBP1","P30086",0.540751662862541
"CDC27","P30260",0.57387334618944
"CDC25B","P30305",0.531807489606964
"GNA15","P30679",0.522073662996595
"TLX1","P31314",0.728556038748552
"AKT2","P31751",0.613698303742253
"UQCRC1","P31930",0.693986985959282
"HNRNPH3","P31942",0.648453809772007
"YWHAB","P31946",0.583186070179708
"STIP1","P31948",0.705939999555913
"CEACAM8","P31997",0.589227232888683
"PRDX2","P32119",0.560504570153709
"ELF1","P32519",0.538055847493076
"RPL9","P32969",0.62016490687551
"SDC2","P34741",0.665421097894607
"RYK","P34925",0.518895308745033
"BTC","P35070",0.548421814679791
"CTNNA1","P35221",0.648972658802537
"PCGF2","P35227",0.680297500547053
"RDX","P35241",0.554644774794558
"RORA","P35398",0.596295512101092
"GCK","P35557",0.674083116750068
"MYH9","P35579",0.850169752456707
"BSG","P35613",0.519107283894021
"TIMP3","P35625",0.550636488553667
"ARL2","P36404",0.540615424361277
"ATP5F1C","P36542",0.543397279134205
"ATP6V1E1","P36543",0.509294604798842
"TGFBR2","P37173",0.523910709311947
"ZEB1","P37275",0.595846411325645
"TAGLN2","P37802",0.592745004778369
"TALDO1","P37837",0.564302288125557
"SNCA","P37840",0.583316803666722
"LIPA","P38571",0.563753633720943
"CD79B","P40259",0.58002619480523
"IFI27","P40305",0.618794807120097
"PBX1","P40424",0.602331060900608
"RPL13A","P40429",0.606981704127639
"MDH2","P40926",0.612433758182133
"ETV3","P41162",0.63743640493192
"PTGDS","P41222",0.734236717910395
"KDM5C","P41229",0.599633027076135
"PPP1R2","P41236",0.521827307279275
"EIF1","P41567",0.696616935025819
"PRKCI","P41743",0.676287142291878
"STAT5A","P42229",0.571245430647248
"CASP2","P42575",0.50310018750423
"RPL35","P42766",0.55862673851378
"PRCP","P42785",0.564593771011312
"MAGEA3","P43357",0.636390534973645
"MAGEA4","P43358",0.533499158116727
"TNNT2","P45379",0.526066017284359
"CBX5","P45973",0.557527678369126
"RANGAP1","P46060",0.516268270912122
"ATRX","P46100",0.684998495769571
"CDKN1B","P46527",0.585962943668223
"RPL5","P46777",0.531511956251107
"RPL21","P46778",0.772959627108076
"RPS10","P46783",0.707214556499005
"UTRN","P46939",0.626766706706421
"GYG1","P46976",0.508986879216973
"RPL29","P47914",0.628282739473479
"ATP5PO","P48047",0.768002271540863
"TM4SF4","P48230",0.577766698723868
"CD151","P48509",0.691770867108707
"NRIP1","P48552",0.543325199279789
"NES","P48681",0.743092137791228
"MARCKSL1","P49006",0.623154374330761
"ALDH9A1","P49189",0.506035352058961
"RPL34","P49207",0.742247457174807
"CCT3","P49368",0.543416535256431
"SARS1","P49591",0.688037490714628
"TTPA","P49638",0.668121090600687
"PSMB3","P49720",0.510259334152091
"VEGFB","P49765",0.522026918041368
"HINT1","P49773",0.709577202715572
"KLK7","P49862",0.548004533011548
"CDKN1C","P49918",0.894520443142134
"GNG10","P50151",0.518381958388125
"MNX1","P50219",0.585309765897605
"SERPINB9","P50453",0.634986625607954
"ST13","P50502",0.698073687811787
"ERF","P50548",0.604419636040352
"DNM2","P50570",0.531885970545596
"CDK9","P50750",0.579283317270419
"BCAM","P50895",0.69843378633929
"PAPOLA","P51003",0.515566715312752
"FXR2","P51116",0.52861444923426
"HSD17B4","P51659",0.685486556711709
"CLCN3","P51790",0.593076816078163
"DYNLT3","P51808",0.60384370960803
"HDGF","P51858",0.520701844205478
"PGD","P52209",0.507088908994676
"NCBP2","P52298",0.69618625494043
"ARHGDIA","P52565",0.52595225144429
"ARHGDIB","P52566",0.642126956750083
"GTF2A2","P52657",0.516625622038287
"ZNF138","P52744",0.626090530609207
"SLC25A1","P53007",0.686512888680434
"PPP5C","P53041",0.549556558723215
"COL4A4","P53420",0.502849959823337
"SUCLG1","P53597",0.526854083476702
"AP2S1","P53680",0.525136962484211
"PTTG1IP","P53801",0.588766818734933
"IST1","P53990",0.538515715696007
"TERF1","P54274",0.613257358372509
"OAZ1","P54368",0.670060711634692
"HSPA2","P54652",0.51560405126513
"RAD23B","P54727",0.808228573643586
"AK2","P54819",0.560894108349896
"GAS1","P54826",0.579514827302115
"AIF1","P55008",0.707595730964385
"NR1H2","P55055",0.723931518403702
"TMBIM6","P55061",0.669818619245606
"VCP","P55072",0.577176643608191
"HADHB","P55084",0.530864699386833
"MLLT6","P55198",0.561054626139946
"NAP1L1","P55209",0.674928229177441
"ADAR","P55265",0.544109205492452
"CDKN2D","P55273",0.644463479682089
"SUMO3","P55854",0.660064306184685
"ATP5MF","P56134",0.529512542642252
"DLX1","P56177",0.524457111956001
"ATP5MPL","P56378",0.512684861000093
"CTBP2","P56545",0.733003359154424
"TMEM50B","P56557",0.593497256769074
"SOX10","P56693",0.62173793668326
"WNT7B","P56706",0.66109927263595
"BACE1","P56817",0.587047456636674
"MAP3K7CL","P57077",0.713858208113971
"ARPC4","P59998",0.592309422632098
"CD81","P60033",0.6172974563707
"RAB5B","P61020",0.579203284799124
"UBE2D3","P61077",0.511828147016589
"ACTR3","P61158",0.578725540943916
"ACTR2","P61160",0.524392822271602
"ARF3","P61204",0.682548436308563
"RAP1B","P61224",0.515982724342195
"RAP2B","P61225",0.634406574055879
"RPS3A","P61247",0.665714445830313
"RPL26","P61254",0.631045030575414
"STX1B","P61266",0.565465441689041
"RPL15","P61313",0.61138893727127
"RPL37A","P61513",0.512031206425784
"NAA20","P61599",0.527493203317078
"HSPE1","P61604",0.693390134979227
"STXBP1","P61764",0.576065918378871
"B2M","P61769",0.668192634702314
"COPZ1","P61923",0.600844819940821
"RPL37","P61927",0.523953926779296
"GNG11","P61952",0.591766996600658
"HNRNPK","P61978",0.63009069434295
"USP46","P62068",0.5554035422273
"RPS7","P62081",0.508997891247999
"PSMC5","P62195",0.527720137058042
"RPS16","P62249",0.663297201055887
"YWHAE","P62258",0.751956309978805
"SNRPG","P62308",0.671401776860914
"SNRPD3","P62318",0.587611786519836
"ARF6","P62330",0.751806444829973
"RPL7A","P62424",0.775357740950848
"YPEL5","P62699",0.638238108492565
"RPS6","P62753",0.74351699346195
"H4C3","P62805-C3",0.585037620168221
"H4C9","P62805-C9",0.550148300933438
"H2BC6","P62807-C6",0.725754647678476
"RAN","P62826",0.588988447013901
"RPS15","P62841",0.622105087509283
"RPS24","P62847",0.583885092461056
"RPS26","P62854",0.73783614387519
"RPS28","P62857",0.631130522005532
"FAU","P62861",0.507600541498183
"POLR2L","P62875",0.550219465060226
"RPL30","P62888",0.507712319755152
"RPL39","P62891",0.601007310755383
"RPL31","P62899",0.646623602812967
"RPL8","P62917",0.550781752845449
"PPIA","P62937",0.841696593001394
"RPS27A","P62979",0.577553730513191
"GRB2","P62993",0.522495928223812
"VAMP2","P63027",0.708797121091013
"PPP3R1","P63098",0.565622072368146
"YWHAZ","P63104",0.741244452444797
